"분류","지점명","채수위치","조사일","수온(℃)","pH","DO(㎎/L)","투명도","탁도","Chl-a (㎎/㎥)","유해남조류 세포수 (cells/㎖)","Microcystis","Anabaena","Oscillatoria","Aphanizomenon","지오스민","2MIB","Microcystin-LR (μg/L)"
"하천","승촌보","광산","2020.05.18","21.5","6.8","8.0","0.8","6.0","75.3","0","0","0","0","0","26","11","정량한계미만"
"하천","승촌보","광산","2020.05.25","21.7","7.0","7.5","0.6","10.0","61.8","0","0","0","0","0","10","10","정량한계미만"
"하천","승촌보","광산","2020.06.01","23.0","7.1","7.3","0.7","7.3","47.1","0","0","0","0","0","9","10","정량한계미만"
"하천","승촌보","광산","2020.06.08","26.8","7.6","9.6","0.5","7.8","112.1","29","0","0","0","29","10","11","정량한계미만"
"하천","승촌보","광산","2020.06.15","25.4","7.2","5.8","0.4","16.2","8.9","0","0","0","0","0","12","12","정량한계미만"
"하천","승촌보","광산","2020.06.22","27.9","7.3","12.1","0.7","5.3","59.4","54","54","0","0","0","9","8","정량한계미만"
"하천","승촌보","광산","2020.07.01","23.3","7.6","5.8","0.7","7.5","22.6","0","0","0","0","0","9","8","정량한계미만"
"하천","승촌보","광산","2020.07.06","23.9","7.0","7.4","0.8","5.0","25.1","0","0","0","0","0","8","5","정량한계미만"
"하천","승촌보","광산","2020.07.15","20.6","7.9","7.5","0.4","22.5","5.4","0","0","0","0","0","10","7","정량한계미만"
"하천","승촌보","광산","2020.07.21","26.2","6.9","7.7","0.6","6.7","20.2","0","0","0","0","0","19","7","정량한계미만"
"하천","승촌보","광산","2020.07.27","23.2","7.1","7.2","0.8","8.5","5.3","0","0","0","0","0","7","6","정량한계미만"
"하천","승촌보","광산","2020.08.03","25.5","7.8","6.3","0.8","9.0","5.6","74","74","0","0","0","20","9","정량한계미만"
"하천","승촌보","광산","2020.08.10","","","","","","","","","","","","","",""
"하천","승촌보","광산","2020.08.19","30.0","7.8","8.8","0.7","5.3","63.1","0","0","0","0","0","9","11","정량한계미만"
"하천","승촌보","광산","2020.08.24","29.8","7.1","8.4","0.7","6.7","45.9","98","77","0","0","21","9","7","정량한계미만"
"하천","승촌보","광산","2020.09.01","28.3","6.7","5.9","0.2","47.1","25.6","0","0","0","0","0","9","7","분석중"
"하천","승촌보","광산","2020.09.08","21.6","7.1","7.5","0.4","21.5","4.6","19","19","0","0","0","8","6","정량한계미만"
"하천","승촌보","광산","2020.09.14","23.4","7.2","7.2","0.8","8.4","5.3","45","45","0","0","0","10","10","정량한계미만"
"하천","승촌보","광산","2020.09.21","23.5","8.2","12.2","0.7","4.6","67.3","332","310","22","0","0","16","8","정량한계미만"
"하천","승촌보","광산","2020.09.28","24.3","9.3","16.3","0.6","5.2","148.1","165","97","68","0","0","15","8","정량한계미만"
"하천","승촌보","광산","2020.10.05","22.2","8.2","10.6","0.6","7.7","192.7","28","28","0","0","0","15","10","정량한계미만"
"하천","승촌보","광산","2020.10.12","21.4","9.0","14.5","0.5","7.2","214.7","118","118","0","0","0","10","10","정량한계미만"
"하천","승촌보","광산","2020.10.19","17.7","8.2","13.1","0.3","8.1","147.6","128","128","0","0","0","5","7",""
"하천","승촌보","광산","2020.10.26","16.4","7.8","13.1","0.8","6.3","118.0","234","234","0","0","0","15","13",""
"하천","승촌보","광산","2020.11.02","16.3","7.3","10.1","0.4","5.0","75.9","72","51","0","21","0","8","8",""
"하천","승촌보","광산","2020.11.09","14.0","7.2","9.5","0.6","6.0","57.2","0","0","0","0","0","11","정량한계미만",""
"하천","승촌보","광산","2020.11.16","13.9","7.6","12.9","0.5","3.7","47.6","0","0","0","0","0","9","10",""
"하천","승촌보","광산","2020.11.24","13.6","7.1","5.0","1.3","2.0","11.4","0","0","0","0","0","10","12",""
"하천","승촌보","광산","2020.12.01","10.3","7.5","12.3","0.9","4.5","46.0","0","0","0","0","0","8","13","정량한계미만"
"하천","승촌보","광산","2020.12.07","8.7","7.3","11.9","0.7","3.6","53.1","0","0","0","0","0","10","10","정량한계미만"
"하천","승촌보","광산","2020.12.15","7.6","7.2","12.4","0.6","4.8","61.4","0","0","0","0","0","11","10","정량한계미만"
"하천","승촌보","광산","2020.12.21","5.7","7.1","13.6","0.7","2.6","72.0","0","0","0","0","0","4","정량한계미만","정량한계미만"
"하천","승촌보","광산","2020.12.28","8.1","7.2","13.3","0.7","5.1","55.8","0","0","0","0","0","7","12","정량한계미만"
"하천","죽산보","죽산","2020.01.06","5.7","8.0","12.9","","","34.0","0","0","0","0","0","13","9","0.0"
"하천","죽산보","죽산","2020.01.13","6.8","7.5","10.6","","","24.7","0","0","0","0","0","15","9","0.0"
"하천","죽산보","죽산","2020.01.20","5.6","7.6","14.5","","","58.2","0","0","0","0","0","12","5","0.0"
"하천","죽산보","죽산","2020.01.28","6.8","7.8","14.3","","","51.4","0","0","0","0","0","11","7","0.0"
"하천","죽산보","죽산","2020.01.30","7.9","7.7","14.3","","","34.2","0","0","0","0","0","12","5","분석중"
"하천","죽산보","죽산","2020.02.03","7.8","8.2","15.5","","","58.9","0","0","0","0","0","19","7","0.0"
"하천","죽산보","죽산","2020.02.06","6.7","8.7","16.4","","","105.6","0","0","0","0","0","20","12","0.0"
"하천","죽산보","죽산","2020.02.18","6.4","7.8","12.7","","","49.6","0","0","0","0","0","15","7","0.0"
"하천","죽산보","죽산","2020.02.13","7.1","8.9","15.8","","","79.8","0","0","0","0","0","9","5","0.0"
"하천","죽산보","죽산","2020.02.18","6.4","7.8","12.7","","","49.6","0","0","0","0","0","15","7","0.0"
"하천","죽산보","죽산","2020.02.24","8.4","8.8","16.4","","","80.6","0","0","0","0","0","11","4","0.0"
"하천","죽산보","죽산","2020.03.02","10.2","8.1","13.6","","","43.5","0","0","0","0","0","12","7","0.0"
"하천","죽산보","죽산","2020.03.09","10.1","8.5","14.5","","","83.9","0","0","0","0","0","12","6","0.0"
"하천","죽산보","죽산","2020.03.16","10.3","8.7","14.1","","","84.0","0","0","0","0","0","7","정량한계미만","0.0"
"하천","죽산보","죽산","2020.03.23","13.2","8.3","12.7","","","52.8","0","0","0","0","0","4","정량한계미만","정량한계미만"
"하천","죽산보","죽산","2020.03.30","13.6","7.5","7.7","","","72.6","0","0","0","0","0","7","8","정량한계미만"
"하천","죽산보","죽산","2020.04.06","14.2","8.2","11.8","","","104.9","0","0","0","0","0","12","9","정량한계미만"
"하천","죽산보","죽산","2020.04.13","14.1","7.7","10.2","","","46.3","0","0","0","0","0","12","10","정량한계미만"
"하천","죽산보","죽산","2020.04.20","15.6","7.3","9.0","","","50.3","0","0","0","0","0","11","10","정량한계미만"
"하천","죽산보","죽산","2020.04.27","15.6","8.0","11.9","","","48.5","0","0","0","0","0","15","9","정량한계미만"
"하천","죽산보","죽산","2020.05.04","19.7","7.6","8.5","1.0","6.0","45.2","0","0","0","0","0","19","12","정량한계미만"
"하천","죽산보","죽산","2020.05.11","20.7","7.6","8.9","0.8","7.2","40.2","0","0","0","0","0","16","29","정량한계미만"
"하천","죽산보","죽산","2020.05.18","21.3","7.1","7.3","0.7","6.2","33.4","0","0","0","0","0","11","8","정량한계미만"
"하천","죽산보","죽산","2020.05.25","20.9","7.2","9.2","0.7","7.6","53.9","0","0","0","0","0","7","5","정량한계미만"
"하천","죽산보","죽산","2020.06.01","22.7","7.1","7.4","0.8","9.2","27.9","0","0","0","0","0","9","8","정량한계미만"
"하천","죽산보","죽산","2020.06.08","26.6","7.8","9.2","0.8","8.0","25.8","276","0","18","0","258","12","10","정량한계미만"
"하천","죽산보","죽산","2020.06.15","24.9","7.7","5.8","0.4","23.4","8.7","0","0","0","0","0","12","9","정량한계미만"
"하천","죽산보","죽산","2020.06.22","26.5","8.4","15.2","0.6","7.3","91.9","0","0","0","0","0","10","7","정량한계미만"
"하천","죽산보","죽산","2020.07.01","23.9","6.9","6.9","0.6","9.5","48.1","0","0","0","0","0","9","8","정량한계미만"
"하천","죽산보","죽산","2020.07.06","24.0","7.1","8.3","0.8","7.0","50.7","0","0","0","0","0","5","4","정량한계미만"
"하천","죽산보","죽산","2020.07.15","20.9","7.1","7.9","0.4","21.3","5.8","33","33","0","0","0","9","7","정량한계미만"
"하천","죽산보","죽산","2020.07.21","24.9","7.1","8.6","0.6","7.9","30.3","0","0","0","0","0","27","정량한계미만","정량한계미만"
"하천","죽산보","죽산","2020.07.27","23.2","7.8","7.7","0.7","9.8","5.4","0","0","0","0","0","6","4","정량한계미만"
"하천","죽산보","죽산","2020.08.03","25.7","7.4","7.6","0.9","9.3","13.7","0","0","0","0","0","56","7","정량한계미만"
"하천","죽산보","죽산","2020.08.10","","","","","","","","","","","","","",""
"하천","죽산보","죽산","2020.08.18","30.8","8.3","16.3","0.7","6.6","102.0","95","0","0","0","95","6","6","정량한계미만"
"하천","죽산보","죽산","2020.08.24","30.3","7.2","7.7","0.9","5.3","26.0","488","488","0","0","0","7","5","정량한계미만"
"하천","죽산보","죽산","2020.09.01","28.3","6.5","6.7","0.2","70.9","36.7","0","0","0","0","0","7","7","분석중"
"하천","죽산보","죽산","2020.09.08","21.9","7.1","7.6","","22.0","4.3","325","174","51","86","14","8","5","정량한계미만"
"하천","죽산보","죽산","2020.09.14","22.8","7.1","7.2","0.6","13.2","4.3","0","0","0","0","0","9","6","정량한계미만"
"하천","죽산보","죽산","2020.09.21","22.8","8.2","12.1","0.6","8.9","88.9","3842","3372","65","0","405","21","5","정량한계미만"
"하천","죽산보","죽산","2020.09.28","23.7","8.6","15.5","0.7","4.7","64.8","2302","2052","189","0","61","14","5","정량한계미만"
"하천","죽산보","죽산","2020.10.05","22.6","9.0","12.2","0.4","10.3","184.7","2466","2056","252","0","158","19","7","정량한계미만"
"하천","죽산보","죽산","2020.10.12","21.0","9.6","15.0","0.5","6.1","125.8","1985","1525","278","0","182","13","8","정량한계미만"
"하천","죽산보","죽산","2020.10.19","18.1","9.4","13.6","0.5","8.8","217.7","270","270","0","0","0","6","3",""
"하천","죽산보","죽산","2020.10.26","16.1","9.3","16.3","0.7","8.9","238.5","1116","911","68","0","137","14","12",""
"하천","죽산보","죽산","2020.11.02","15.6","9.0","14.8","0.7","3.4","122.6","365","330","0","0","35","6","7",""
"하천","죽산보","죽산","2020.11.09","13.5","8.7","13.3","0.5","6.9","149.8","399","336","0","0","63","9","정량한계미만",""
"하천","죽산보","죽산","2020.11.16","13.5","8.7","13.4","0.9","3.5","51.5","480","0","0","0","480","8","10",""
"하천","죽산보","죽산","2020.11.24","12.7","7.4","7.4","0.8","7.4","34.7","0","0","0","0","0","8","9",""
"하천","죽산보","죽산","2020.12.01","10.0","7.0","10.7","0.8","5.0","38.8","0","0","0","0","0","7","8","정량한계미만"
"하천","죽산보","죽산","2020.12.07","8.1","8.0","12.9","1.0","5.1","52.7","0","0","0","0","0","10","8","정량한계미만"
"하천","죽산보","죽산","2020.12.15","6.2","8.0","13.2","0.8","4.2","33.5","0","0","0","0","0","9","9","정량한계미만"
"하천","죽산보","죽산","2020.12.21","4.8","8.1","14.4","0.8","6.3","61.4","0","0","0","0","0","3","정량한계미만","정량한계미만"
"하천","죽산보","죽산","2020.12.28","5.0","8.6","15.0","0.6","6.8","129.5","0","0","0","0","0","6","6","정량한계미만"
