"ºÐ·ù","ÁöÁ¡¸í","Ã¤¼öÀ§Ä¡","Á¶»çÀÏ","¼ö¿Â(¡É)","pH","DO(§·/L)","Åõ¸íµµ","Å¹µµ","Chl-a (§·/§©)","À¯ÇØ³²Á¶·ù ¼¼Æ÷¼ö (cells/§¢)","Microcystis","Anabaena","Oscillatoria","Aphanizomenon","Áö¿À½º¹Î","2MIB","Microcystin-LR (¥ìg/L)"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.03.21","12.8","7.1","8.6","","","59.8","0","0","0","0","0","9","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.03.28","13.0","8.0","12.2","","","104.5","0","0","0","0","0","10","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.04.04","15.7","7.6","13.6","","","82.1","0","0","0","0","0","7","0","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.04.11","16.3","7.7","10.0","","","107.0","0","0","0","0","0","10","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.04.18","16.2","6.8","8.4","","","36.7","0","0","0","0","0","9","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.04.25","18.0","6.5","7.9","","","31.2","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.05.02","19.1","6.7","8.5","","","39.0","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.05.09","19.4","6.2","8.3","","","49.0","0","0","0","0","0","4","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.05.16","21.2","6.9","13.2","","","139.2","0","0","0","0","0","6","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.05.23","23.8","7.5","10.9","","","51.5","0","0","0","0","0","5","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.05.30","23.3","7.1","6.2","","","50.3","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.06.07","22.4","6.4","5.9","","","22.7","350","0","0","0","350","4","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.06.13","24.6","7.2","10.1","","","73.7","700","700","0","0","0","3","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.06.20","25.4","7.0","7.5","","","57.5","1700","1700","0","0","0","3","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.06.27","24.6","6.9","5.1","","","15.5","0","0","0","0","0","4","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.07.05","23.1","6.6","6.7","","","2.3","0","0","0","0","0","4","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.07.11","27.2","7.3","5.5","","","59.5","3100","1275","900","0","925","17","60","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.07.18","25.5","6.5","5.3","","","39.4","0","0","0","0","0","5","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.07.25","29.0","7.2","8.5","","","45.5","6840","5620","1020","0","200","65","7","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.01","30.1","6.7","2.6","","","39.7","8600","7675","400","0","525","81","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.08","29.1","7.1","3.4","","","90.1","3525","3200","0","0","325","5","10","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.11","29.0","6.5","1.7","","","82.3","1875","1875","0","0","0","2","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.16","30.1","6.9","4.1","","","69.5","27380","25320","620","0","1440","5","10","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.18","29.9","7.1","4.2","","","62.9","18060","15020","2060","980","0","6","12","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.22","30.2","6.6","5.8","","","53.0","18700","16520","280","1900","0","6","14","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.25","29.9","6.9","6.2","","","42.7","18960","16960","0","2000","0","5","14","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.08.29","25.4","6.8","5.5","","","52.8","0","0","0","0","0","7","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.09.01","24.4","6.7","9.2","","","97.0","0","0","0","0","0","5","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.09.05","25.2","7.6","5.9","","","90.4","0","0","0","0","0","5","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.09.08","25.5","6.8","4.4","","","50.0","0","0","0","0","0","5","7","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.09.12","25.3","6.3","5.0","","","31.9","400","400","0","0","0","5","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.09.20","21.8","6.6","6.8","","","3.4","0","0","0","0","0","6","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.09.26","23.5","7.6","9.4","","","72.2","0","0","0","0","0","5","9","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.10.04","22.9","6.5","4.0","","","10.5","0","0","0","0","0","4","7","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.10.10","17.9","6.7","7.2","","","6.6","0","0","0","0","0","3","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.10.18","18.1","6.5","9.7","","","4.1","0","0","0","0","0","3","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.10.24","19.0","6.4","7.3","","","12.3","0","0","0","0","0","4","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.11.01","14.6","7.5","6.7","","","8.9","0","0","0","0","0","4","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.11.07","14.0","6.6","9.8","","","34.4","0","0","0","0","0","7","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.11.14","13.6","6.8","11.6","","","62.8","0","0","0","0","0","9","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.11.21","14.3","7.2","11.2","","","65.9","0","0","0","0","0","5","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.11.28","9.6","7.0","14.6","","","69.2","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.12.05","9.0","6.8","9.1","","","34.1","0","0","0","0","0","6","4","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.12.12","8.0","6.9","13.2","","","63.5","0","0","0","0","0","6","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.12.19","7.4","7.1","11.8","","","40.3","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2016.12.26","8.8","7.0","9.6","","","48.2","0","0","0","0","0","7","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.01.04","6.8","7.7","15.6","","","86.9","0","0","0","0","0","3","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.01.08","6.2","8.3","16.1","","","120.5","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.01.11","5.8","8.1","14.2","","","114.7","0","0","0","0","0","5","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.01.13","5.6","8.3","14.5","","","121.7","0","0","0","0","0","5","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.01.18","5.3","8.0","17.0","","","112.9","0","0","0","0","0","5","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.01.20","4.2","7.9","14.6","","","123.2","0","0","0","0","0","5","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.01.28","3.2","8.4","15.8","","","116.6","0","0","0","0","0","6","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.02.02","3.4","7.1","14.1","","","32.6","0","0","0","0","0","7","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.02.11","4.9","7.8","14.4","","","66.8","0","0","0","0","0","6","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.02.15","6.0","7.3","14.4","","","43.1","0","0","0","0","0","6","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.02.22","7.3","7.2","12.9","","","38.6","0","0","0","0","0","8","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.02.29","6.9","7.4","13.9","","","75.1","0","0","0","0","0","11","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.03.07","10.5","7.1","11.1","","","27.4","0","0","0","0","0","14","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.03.14","9.3","6.9","11.8","","","15.7","0","0","0","0","0","11","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.03.21","10.8","7.0","10.3","","","47.4","0","0","0","0","0","13","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.03.28","11.3","7.8","13.3","","","87.6","0","0","0","0","0","14","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.04.04","14.7","8.2","13.4","","","28.5","0","0","0","0","0","11","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.04.11","15.7","6.6","6.9","","","17.8","0","0","0","0","0","12","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.04.18","16.9","6.6","6.5","","","16.6","0","0","0","0","0","11","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.04.25","17.4","7.7","11.6","","","61.5","0","0","0","0","0","6","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.05.02","18.0","7.2","9.5","","","32.9","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.05.09","18.7","7.3","10.1","","","59.7","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.05.16","21.0","8.4","13.3","","","84.7","0","0","0","0","0","12","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.05.23","24.5","8.6","10.6","","","13.6","0","0","0","0","0","22","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.05.30","23.2","7.1","6.8","","","38.4","375","0","0","0","375","60","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.06.07","23.8","7.3","9.8","","","45.5","2525","675","825","0","1025","195","11","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.06.13","23.8","7.8","8.8","","","40.0","11280","5840","5020","0","420","106","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.06.16","25.0","8.4","8.6","","","69.6","16460","12060","3900","0","500","115","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.06.20","24.9","7.8","6.4","","","45.5","850","650","0","0","200","48","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.06.23","25.7","7.5","7.4","","","28.4","15100","14420","680","0","0","17","8","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.06.27","24.5","6.8","6.6","","","9.5","0","0","0","0","0","5","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.06.30","25.2","7.1","7.5","","","25.6","0","0","0","0","0","5","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.07.05","21.8","6.2","7.4","","","2.8","0","0","0","0","0","4","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.07.11","26.8","7.1","6.7","","","28.9","150","0","150","0","0","9","15","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.07.18","26.3","6.8","5.5","","","14.9","600","425","175","0","0","26","39","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.07.25","27.3","7.7","5.4","","","19.8","0","0","0","0","0","47","12","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.01","28.9","7.3","4.2","","","12.1","1200","1200","0","0","0","39","9","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.08","29.7","7.8","4.5","","","11.0","17280","17280","0","0","0","45","12","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.11","29.8","7.8","5.0","","","8.6","17440","16240","1200","0","0","26","16","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.16","30.1","7.3","5.0","","","10.1","14450","14450","0","0","0","9","29","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.18","30.2","8.0","5.1","","","13.8","71840","71640","200","0","0","8","26","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.22","30.4","7.2","5.6","","","16.9","17280","17280","0","0","0","5","28","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.25","30.2","6.8","2.7","","","11.5","23500","23500","0","0","0","5","30","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.08.29","27.9","6.8","4.0","","","24.4","15120","15120","0","0","0","7","28","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.09.01","26.1","6.8","6.0","","","17.4","4040","4040","0","0","0","6","25","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.09.05","25.7","7.2","6.3","","","21.1","0","0","0","0","0","3","19","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.09.12","25.9","6.5","5.4","","","14.2","0","0","0","0","0","5","13","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.09.20","21.5","7.0","6.6","","","3.0","0","0","0","0","0","7","8","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.09.26","23.1","7.9","11.1","","","89.4","0","0","0","0","0","9","9","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.10.04","22.6","6.7","5.9","","","18.1","0","0","0","0","0","5","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.10.10","18.6","6.8","7.3","","","4.5","0","0","0","0","0","3","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.10.18","18.3","6.5","9.5","","","7.8","0","0","0","0","0","3","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.10.24","18.4","6.4","7.2","","","14.4","0","0","0","0","0","3","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.11.01","15.9","7.1","8.6","","","34.7","0","0","0","0","0","3","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.11.07","14.6","6.6","10.8","","","40.1","850","850","0","0","0","5","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.11.14","13.3","7.3","13.6","","","51.1","0","0","0","0","0","9","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.11.21","13.0","7.0","11.0","","","21.4","0","0","0","0","0","6","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.11.28","10.6","6.9","9.7","","","11.9","0","0","0","0","0","6","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.12.05","8.9","6.7","9.4","","","22.8","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.12.12","7.3","6.9","12.5","","","35.5","0","0","0","0","0","4","0","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.12.19","6.5","7.1","11.9","","","41.4","0","0","0","0","0","5","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2016.12.26","7.0","6.9","11.1","","","10.3","0","0","0","0","0","6","3","0.0"
