"ºÐ·ù","ÁöÁ¡¸í","Ã¤¼öÀ§Ä¡","Á¶»çÀÏ","¼ö¿Â(¡É)","pH","DO(§·/L)","Åõ¸íµµ","Å¹µµ","Chl-a (§·/§©)","À¯ÇØ³²Á¶·ù ¼¼Æ÷¼ö (cells/§¢)","Microcystis","Anabaena","Oscillatoria","Aphanizomenon","Áö¿À½º¹Î","2MIB","Microcystin-LR (¥ìg/L)"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.10.30","16.9","7.0","11.8","","","43.6","0","0","0","0","0","9","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.11.06","14.4","6.8","11.8","","","26.9","0","0","0","0","0","7","8","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.11.13","13.9","8.0","9.9","","","24.2","0","0","0","0","0","9","7","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.11.20","9.9","8.3","13.3","","","75.7","0","0","0","0","0","5","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.11.27","10.2","7.2","14.1","","","65.4","0","0","0","0","0","12","6","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.12.04","9.4","7.6","11.6","","","42.9","0","0","0","0","0","34","17","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.12.11","8.0","8.2","11.8","","","30.1","0","0","0","0","0","8","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.12.18","5.8","8.4","13.1","","","19.1","0","0","0","0","0","8","5","0.0"
"ÇÏÃµ","½ÂÃÌº¸","±¤»ê","2017.12.26","6.4","7.0","12.4","","","70.8","0","0","0","0","0","5","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.01.02","6.4","7.3","10.2","","","11.0","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.01.09","6.3","6.6","13.5","","","63.9","0","0","0","0","0","5","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.01.16","4.9","6.9","14.3","","","59.0","0","0","0","0","0","6","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.01.24","3.9","8.3","15.5","","","94.3","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.01.25","3.8","8.1","16.6","","","115.2","0","0","0","0","0","9","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.01.31","3.9","7.4","13.8","","","124.7","0","0","0","0","0","10","Á¤·®ÇÑ°è¹Ì¸¸","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.02","3.8","7.4","13.6","","","146.1","0","0","0","0","0","10","Á¤·®ÇÑ°è¹Ì¸¸","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.06","4.4","8.0","16.6","","","115.1","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.08","4.5","8.2","14.8","","","76.6","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.13","4.2","8.0","15.2","","","142.4","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.15","4.7","8.2","15.5","","","145.2","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.20","5.9","7.2","15.7","","","61.8","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.23","6.3","7.2","14.0","","","86.2","0","0","0","0","0","10","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.02.27","6.8","7.6","14.1","","","73.6","0","0","0","0","0","11","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.03.02","7.5","7.8","15.2","","","51.5","0","0","0","0","0","11","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.03.06","7.2","7.9","13.8","","","49.4","0","0","0","0","0","10","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.03.13","8.8","8.0","15.7","","","22.9","0","0","0","0","0","13","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.03.20","9.6","7.2","11.1","","","8.8","0","0","0","0","0","14","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.03.27","11.1","7.6","13.2","","","42.9","0","0","0","0","0","22","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.04.03","12.0","7.4","11.8","","","36.3","0","0","0","0","0","11","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.04.10","15.5","6.9","10.0","","","40.8","0","0","0","0","0","15","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.04.17","17.5","6.9","12.5","","","112.2","0","0","0","0","0","12","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.04.24","16.8","7.1","9.1","","","55.0","225","0","225","0","0","11","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.05.02","19.9","7.5","9.1","","","17.4","0","0","0","0","0","5","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.05.08","19.7","6.7","7.1","","","10.7","0","0","0","0","0","8","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.05.15","19.8","7.5","8.6","","","30.2","0","0","0","0","0","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.05.22","21.4","7.9","10.5","","","14.2","0","0","0","0","0","5","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.05.29","21.8","7.6","11.2","","","25.7","0","0","0","0","0","4","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.06.05","23.5","7.7","8.7","","","49.7","43150","39825","0","0","3325","13","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.06.08","22.0","7.1","7.5","","","14.6","0","0","0","0","0","6","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.06.12","23.5","7.4","9.9","","","44.8","700","300","400","0","0","36","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.06.19","24.3","7.2","8.4","","","25.5","14020","7180","5860","0","980","7","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.06.22","25.2","7.7","9.0","","","28.8","93200","91540","800","0","860","13","3","2.7"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.06.26","25.5","7.2","6.2","","","15.8","15920","13480","600","0","1840","9","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.06.29","25.3","6.6","5.7","","","8.5","11560","11560","0","0","0","7","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.07.03","25.7","6.7","4.5","","","10.8","0","0","0","0","0","5","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.07.06","27.4","6.9","6.1","","","14.5","5300","5300","0","0","0","21","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.07.10","27.6","6.6","5.4","","","11.6","0","0","0","0","0","5","11","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.07.17","26.7","6.2","5.7","","","8.3","0","0","0","0","0","6","8","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.07.24","28.5","7.1","6.5","","","27.0","6820","5320","1500","0","0","16","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.01","29.4","7.2","6.5","","","22.3","83100","78380","620","0","4100","34","3","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.03","29.4","7.0","9.0","","","116.4","357600","357600","0","0","0","11","2","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.07","30.5","8.1","10.9","","","33.5","134100","130400","0","3700","0","10","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.09","30.7","8.2","11.0","","","33.8","98950","98150","0","800","0","9","9","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.14","28.5","6.6","6.0","","","31.0","21500","21500","0","0","0","17","13","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.17","26.1","6.6","4.6","","","8.6","200","200","0","0","0","6","10","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.21","26.6","6.6","5.8","","","12.3","0","0","0","0","0","4","7","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.08.28","25.5","6.7","6.5","","","7.1","0","0","0","0","0","6","11","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.09.04","25.6","7.9","11.6","","","66.0","18300","16660","240","0","1400","3","18","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.09.07","24.3","6.8","4.8","","","5.8","375","375","0","0","0","5","10","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.09.12","22.5","6.6","6.9","","","10.6","2975","2975","0","0","0","6","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.09.18","23.6","7.4","11.5","","","71.0","1125","0","0","0","1125","6","12","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.09.25","23.9","7.8","11.3","","","52.3","15440","14340","440","0","660","7","25","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.09.27","24.2","6.7","8.8","","","15.0","5240","5240","0","0","0","5","33","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.10.10","21.0","7.5","8.2","","","89.8","3900","3900","0","0","0","7","10","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.10.16","19.3","6.8","7.1","","","13.2","0","0","0","0","0","3","8","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.10.23","18.3","7.3","8.5","","","13.3","0","0","0","0","0","2","8","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.10.30","16.9","7.0","10.8","","","23.9","0","0","0","0","0","3","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.11.06","14.7","6.8","9.8","","","13.2","0","0","0","0","0","3","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.11.13","13.5","7.6","8.4","","","9.0","2780","720","1940","0","120","5","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.11.20","10.3","7.9","10.6","","","32.7","0","0","0","0","0","3","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.11.27","8.5","7.5","11.0","","","11.1","0","0","0","0","0","6","6","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.12.04","7.2","7.0","10.7","","","14.8","0","0","0","0","0","22","16","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.12.11","5.7","7.7","12.4","","","27.7","0","0","0","0","0","6","4","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.12.18","4.0","8.1","15.0","","","28.3","0","0","0","0","0","7","5","0.0"
"ÇÏÃµ","Á×»êº¸","Á×»ê","2017.12.26","4.8","7.7","14.1","","","39.5","0","0","0","0","0","6","4","0.0"
