측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),테트라클로로에틸렌(㎎/L),테트라클로로에틸렌(㎎/L).1,사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
죽산보,2015-04-28,4회차,,18.5,11.8,9.4,12.4,158.3,4.399,0.09,5.6,8.6,0.0,301,15000,,,,,,,,,,,,,4.024,1.5030000000000001,2.25,0.048,0.017,12.0,,30,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-05-04,1회차,,20.2,7.6,6.9,8.3,65.7,4.3260000000000005,0.154,5.4,6.9,0.0,284,17000,2.9999999999999997e-05,0.0,0.00016999999999999999,0.0,0.00044,7.499999999999999e-06,,,,,,,4.091,1.892,1.65,0.059000000000000004,0.045,11.4,,1580,,,,,,0.0,,,,,,,,,0.0,,,,,24.381999999999998,
죽산보,2015-05-06,1회차,,20.0,8.3,3.9,7.9,23.1,2.7969999999999997,0.085,4.2,7.6,0.0,209,8000,,,,,,,,,,,,,2.681,0.608,1.361,0.06,0.043,6.4,,88,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-05-11,2회차,,19.7,2.6,4.4,8.2,55.4,5.088,0.106,5.8,6.9,0.0,278,140,,,,,,,,,,,,,5.07,2.276,1.781,0.043,0.027000000000000003,8.1,,24,,,,,,,,,,,,,,,,,,,,24.305999999999997,
죽산보,2015-05-11,2회차,,20.8,9.4,5.4,8.2,19.5,3.108,0.053,4.4,7.8,0.0,239,5000,,,,,,,,,,,,,3.06,0.489,1.661,0.03,0.01,9.2,,20,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-05-19,3회차,,21.2,5.7,6.9,8.4,49.0,5.797000000000001,0.171,6.4,6.9,0.0,317,3800,,,,,,,,,,,,,5.631,3.463,1.3130000000000002,0.065,0.031,13.7,,1080,,,,,,,,,,,,,,,,,,,,19.896,
죽산보,2015-05-19,3회차,,21.6,7.1,2.3,6.9,9.9,4.435,0.07400000000000001,4.0,7.4,0.0,283,9000,,,,,,,,,,,,,4.418,1.778,1.581,0.062,0.046,4.4,,80,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-05-26,4회차,,22.5,9.7,6.8,8.6,55.1,5.569,0.128,7.0,7.4,0.0,358,250,,,,,,,,,,,,,5.365,2.695,1.251,0.036000000000000004,0.005,12.6,,60,,,,,,,,,,,,,,,,,,,,8.66,
죽산보,2015-05-26,4회차,,25.8,9.9,5.5,13.8,67.0,3.755,0.055,4.5,8.3,0.0,170,4000,,,,,,,,,,,,,3.625,1.178,1.119,0.031,0.01,14.8,,32,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-06-02,1회차,,24.4,9.8,5.8,8.6,46.8,5.7989999999999995,0.13699999999999998,6.8,7.0,0.0,359,510,2e-05,0.0,0.0001,0.0,0.00066,9.5e-06,,,,,,,5.026,3.053,1.3219999999999998,0.036000000000000004,0.013999999999999999,13.5,,175,,,,,,0.0,,,,,,,,,0.0,,,,,18.653,
죽산보,2015-06-02,1회차,,24.8,13.5,6.4,12.3,25.6,3.781,0.051,5.3,8.9,0.0,324,7000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.654,1.042,1.4469999999999998,0.03,0.005,15.6,,20,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-06-08,2회차,,23.5,8.4,5.7,8.3,56.6,5.282,0.127,6.4,6.8,0.0,356,400,,,,,,,,,,,,,4.9719999999999995,2.162,1.786,0.033,0.005,15.8,,120,,,,,,,,,,,,,,,,,,,,20.764,
죽산보,2015-06-09,2회차,,27.0,10.3,4.3,11.7,45.2,3.93,0.05,5.4,8.5,0.0,326,2000,,,,,,,,,,,,,3.8569999999999998,1.4280000000000002,1.197,0.027999999999999997,0.008,9.6,,28,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-06-16,3회차,,24.0,3.4,4.8,8.3,15.4,4.265,0.14400000000000002,6.2,6.4,0.0,261,12600,,,,,,,,,,,,,4.262,2.281,1.13,0.084,0.055,12.7,,3200,,,,,,,,,,,,,,,,,,,,27.75,
죽산보,2015-06-16,3회차,,26.2,8.2,3.3,10.0,6.9,3.783,0.069,5.4,8.0,0.0,320,600,,,,,,,,,,,,,3.6689999999999996,1.558,1.37,0.039,0.028999999999999998,13.6,,80,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-06-23,4회차,,23.5,5.0,5.1,8.4,30.0,3.6919999999999997,0.12,6.3,6.3,0.0,244,15600,,,,,,,,,,,,,3.585,1.204,1.3769999999999998,0.051,0.032,11.6,,190,,,,,,,,,,,,,,,,,,,,10.75,
죽산보,2015-06-24,4회차,,25.8,9.3,4.1,10.2,48.7,4.137,0.065,5.7,7.7,0.0,287,2400,,,,,,,,,,,,,4.003,1.62,1.3780000000000001,0.044000000000000004,0.018000000000000002,9.2,,16,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-06-29,5회차,,24.0,7.2,5.1,7.8,74.4,3.241,0.10400000000000001,5.8,6.8,0.0,231,2600,,,,,,,,,,,,,3.037,0.6679999999999999,1.446,0.05,0.02,12.3,,480,,,,,,,,,,,,,,,,,,,,17.674,
죽산보,2015-07-01,1회차,,24.0,7.7,3.4,8.2,36.1,3.708,0.096,5.3,7.5,0.0,243,10000,,,,,,,,,,,,,3.469,1.4040000000000001,1.676,0.061,0.051,6.0,,270,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-07-06,1회차,,26.0,9.3,6.9,10.7,82.0,4.355,0.128,7.8,7.7,0.0,267,270,0.00011,0.0,0.00011999999999999999,0.0,0.00085,4.1e-06,,,,,,,4.075,1.3319999999999999,1.594,0.048,0.013000000000000001,9.9,,80,,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,25.708000000000002,
죽산보,2015-07-07,2회차,,25.0,8.7,4.6,15.1,70.4,3.806,0.07400000000000001,6.9,7.8,0.0,251,800,,,,,,,,,,,,,3.5069999999999997,0.9279999999999999,1.291,0.03,0.016,12.4,,20,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-07-14,2회차,,23.9,5.9,2.1,7.0,8.7,2.675,0.166,5.1,7.0,0.0,166,11600,,,,,,,,,,,,,2.603,0.49200000000000005,1.4869999999999999,0.11800000000000001,0.106,12.2,,3300,,,,,,,,,,,,,,,,,,,,76.313,
죽산보,2015-07-14,3회차,,24.9,7.8,3.1,7.2,9.4,2.69,0.136,4.0,7.4,0.0,135,9000,,,,,,,,,,,,,2.625,0.604,1.395,0.11800000000000001,0.111,12.0,,460,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-07-20,3회차,,27.0,6.8,3.3,8.2,69.1,3.1689999999999996,0.11900000000000001,5.2,7.6,0.0,239,620,,,,,,,,,,,,,3.017,0.8079999999999999,1.538,0.039,0.016,7.7,,210,,,,,,,,,,,,,,,,,,,,24.035,
죽산보,2015-07-21,4회차,,27.9,9.6,5.9,9.8,7.4,2.477,0.066,4.3,7.9,0.0,178,1000,,,,,,,,,,,,,2.2159999999999997,0.121,1.469,0.033,0.01,10.4,,50,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-07-28,4회차,,27.8,6.5,4.4,7.2,68.1,3.207,0.134,5.6,7.6,0.0,277,22000,,,,,,,,,,,,,3.097,1.178,1.1520000000000001,0.052000000000000005,0.027999999999999997,8.6,,4200,,,,,,,,,,,,,,,,,,,,27.680999999999997,
승촌보,2015-08-03,1회차,,30.3,7.9,4.9,8.4,64.2,4.687,0.175,6.5,7.4,0.0,305,250,,,,,,,,,,,,,4.1739999999999995,1.2930000000000001,1.247,0.08199999999999999,0.046,7.7,,145,,,,,,,,,,,,,,,,,,,,19.569000000000003,
죽산보,2015-08-04,1회차,,30.5,11.0,15.3,21.7,292.2,2.8569999999999998,0.134,4.2,8.7,0.0,237,10000,,,,,,,,,,,,,2.2569999999999997,0.187,1.239,0.053,0.03,38.4,,200,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-08-10,2회차,,29.6,4.7,4.3,9.5,79.9,5.385,0.18100000000000002,7.7,7.1,0.0,351,790,2.9999999999999997e-05,0.0,0.00066,0.0,0.0009699999999999999,1.86e-05,,,,,,,4.97,2.044,1.242,0.083,0.04,11.1,,420,,,,,,0.0,,,,,,,,,0.0,,,,,20.889,
죽산보,2015-08-11,2회차,,29.7,8.0,6.2,15.4,129.2,2.6510000000000002,0.126,4.5,8.2,0.0,256,10000,,,,,,,,,,,,,2.563,0.627,1.032,0.094,0.057999999999999996,19.2,,120,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-08-17,3회차,,27.5,6.9,3.4,7.7,60.5,3.322,0.183,5.4,7.5,0.0,287,9000,,,,,,,,,,,,,3.015,1.028,0.856,0.098,0.065,8.8,,2200,,,,,,,,,,,,,,,,,,,,21.938000000000002,
죽산보,2015-08-18,3회차,,28.7,12.7,7.0,18.6,114.2,2.83,0.113,4.7,8.6,0.0,258,14000,,,,,,,,,,,,,2.5839999999999996,0.655,1.071,0.08199999999999999,0.052000000000000005,27.2,,100,,,,,,,,,,,,,,,,,,,,,
죽산보,2015-08-24,4회차,,26.2,9.7,5.4,9.8,62.8,2.155,0.11900000000000001,3.8,7.3,0.0,130,600,,,,,,,,,,,,,1.999,0.674,0.8340000000000001,0.081,0.081,9.6,,210,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-08-25,4회차,,25.3,5.9,4.0,5.7,30.8,3.011,0.19699999999999998,4.5,6.9,0.0,235,6500,,,,,,,,,,,,,2.912,0.8059999999999999,0.972,0.10099999999999999,0.076,9.3,,1950,,,,,,,,,,,,,,,,,,,,22.826,
승촌보,2015-08-31,5회차,,26.3,8.3,4.8,6.9,64.4,4.433,0.213,5.1,7.5,0.0,275,3600,,,,,,,,,,,,,4.092,1.244,1.5719999999999998,0.10300000000000001,0.09,16.0,,820,,,,,,,,,,,,,,,,,,,,22.493000000000002,
죽산보,2015-09-01,1회차,,27.3,11.6,4.4,9.9,68.6,2.432,0.048,4.1,8.6,0.0,251,12000,0.0,0.0,0.0,0.0,0.0014,0.0,,,,,,,2.306,0.33399999999999996,1.396,0.025,0.019,10.8,,20,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-09-08,1회차,,24.7,4.7,5.0,6.7,28.6,3.739,0.255,5.0,6.9,0.0,256,35500,1e-05,0.0,0.00011999999999999999,0.0,0.00063,7.000000000000001e-06,,,,,,,3.48,1.5530000000000002,0.938,0.161,0.131,8.4,0.0,11400,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,22.713,0.0
죽산보,2015-09-08,2회차,,25.1,8.2,2.5,7.5,32.3,2.109,0.113,3.8,7.8,0.0,225,500,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.045,0.47600000000000003,0.8859999999999999,0.08900000000000001,0.077,6.8,,100,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-09-14,2회차,,23.9,11.8,4.5,7.5,95.2,4.331,0.11800000000000001,5.4,7.6,0.0,324,6800,,,,,,,,,,,,,4.23,0.9490000000000001,2.062,0.032,0.006,10.0,,900,,,,,,,,,,,,,,,,,,,,17.484,
죽산보,2015-09-16,3회차,,24.5,7.7,2.9,8.0,13.2,2.444,0.122,3.8,7.6,0.0,232,60,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.369,0.737,1.104,0.09699999999999999,0.083,11.2,,48,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-09-22,3회차,,24.0,8.8,3.2,7.1,17.1,5.1339999999999995,0.098,5.0,7.2,0.0,362,110,,,,,,,,,,,,,5.074,1.3869999999999998,2.695,0.038,0.013999999999999999,9.0,,32,,,,,,,,,,,,,,,,,,,,19.051,
죽산보,2015-09-23,4회차,,23.3,8.1,2.2,7.9,52.1,2.687,0.047,4.6,7.5,0.0,257,300,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.6710000000000003,0.418,1.411,0.021,0.01,11.2,,160,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-09-30,4회차,,23.2,6.9,4.8,7.0,11.4,4.743,0.139,5.4,7.0,0.0,346,600,,,,,,,,,,,,,4.482,1.824,1.5419999999999998,0.07400000000000001,0.046,7.2,,310,,,,,,,,,,,,,,,,,,,,19.796,
승촌보,2015-10-05,1회차,,20.5,6.1,3.6,6.4,20.3,3.028,0.17300000000000001,5.6,7.0,0.0,214,7200,1e-05,0.0,0.00011999999999999999,0.0,0.00091,1.06e-05,,,,,,,2.985,0.81,1.056,0.124,0.098,5.7,,1600,,,,,,0.0,,,,,,,,,0.0003,,,,,18.898,
죽산보,2015-10-06,1회차,,21.2,8.2,2.9,7.0,32.4,2.13,0.098,3.7,7.8,0.0,175,1500,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.115,0.569,1.126,0.07200000000000001,0.068,8.8,,560,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-10-12,2회차,,19.9,12.7,5.2,7.9,71.2,4.853,0.14300000000000002,5.3,7.4,0.0,329,420,,,,,,,,,,,,,4.346,0.878,2.286,0.034,0.008,15.6,,120,,,,,,,,,,,,,,,,,,,,18.458,
죽산보,2015-10-13,2회차,,20.5,8.8,2.7,7.9,18.0,2.39,0.07,3.6,7.9,0.0,215,140,,,,,,,,,,,,,2.307,0.35700000000000004,1.381,0.07,0.037000000000000005,7.2,,120,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-10-20,3회차,,19.9,7.8,4.3,6.8,35.8,4.726,0.087,6.0,7.0,0.0,370,130,,,,,,,,,,,,,4.678,1.251,2.546,0.042,0.031,6.2,,50,,,,,,,,,,,,,,,,,,,,10.395999999999999,
죽산보,2015-10-20,3회차,,19.8,9.1,2.9,8.2,33.7,2.9589999999999996,0.071,3.7,7.9,0.0,262,40,,,,,,,,,,,,,2.847,0.42100000000000004,1.916,0.024,0.012,10.4,,25,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-10-26,4회차,,19.9,8.9,4.2,7.2,27.9,5.449,0.067,6.5,6.7,0.0,340,95,,,,,,,,,,,,,5.2829999999999995,1.318,3.7760000000000002,0.037000000000000005,0.018000000000000002,10.2,,30,,,,,,,,,,,,,,,,,,,,10.835,
죽산보,2015-10-27,4회차,,19.6,8.2,2.9,8.0,29.9,3.832,0.054000000000000006,4.0,7.4,0.0,234,400,,,,,,,,,,,,,3.5439999999999996,0.687,2.1630000000000003,0.025,0.015,15.2,,320,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-11-02,1회차,,15.5,5.0,4.1,6.0,22.1,4.39,0.185,6.0,6.7,0.0,346,920,1e-05,0.0,4e-05,0.0,0.00101,1.3699999999999998e-05,,,,,,,3.971,1.685,2.2159999999999997,0.11800000000000001,0.106,7.4,,120,,,,,,0.0,,,,,,,,,0.0004,,,,,11.940999999999999,
죽산보,2015-11-03,1회차,,16.5,8.7,2.6,9.2,24.6,4.198,0.063,3.7,7.7,0.0,371,240,0.0,0.0,0.0,0.0,0.0011,0.0,,,,,,,4.059,0.857,2.705,0.04,0.024,12.0,,240,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-11-09,2회차,,16.9,5.5,5.4,6.9,29.1,7.329,0.289,6.1,6.7,0.0,453,43000,,,,,,,,,,,,,7.277,2.655,2.888,0.2,0.064,4.9,,8600,,,,,,,,,,,,,,,,,,,,16.945999999999998,
죽산보,2015-11-10,2회차,,15.4,8.7,3.2,7.5,22.2,4.716,0.091,3.7,7.8,0.0,358,1400,,,,,,,,,,,,,4.488,1.271,3.198,0.065,0.052000000000000005,10.0,,700,,,,,,,,,,,,,,,,,,,,,
죽산보,2015-11-16,3회차,,15.3,7.9,4.0,6.9,32.7,4.811,0.172,3.7,7.6,0.0,359,4000,,,,,,,,,,,,,4.779,1.618,3.0380000000000003,0.142,0.138,11.6,,900,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-11-17,3회차,,15.4,6.0,3.8,7.3,23.3,3.86,0.16,5.3,6.8,0.0,315,30000,,,,,,,,,,,,,3.81,1.5090000000000001,0.8640000000000001,0.115,0.10300000000000001,4.5,,8400,,,,,,,,,,,,,,,,,,,,35.593,
죽산보,2015-11-23,4회차,,12.0,6.7,2.8,6.7,16.6,3.748,0.131,3.7,6.8,0.0,297,2600,,,,,,,,,,,,,3.5989999999999998,1.187,2.182,0.11,0.109,6.4,,1100,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-11-24,4회차,,14.5,6.7,3.4,6.3,17.6,4.466,0.172,3.6,6.6,0.0,283,4900,,,,,,,,,,,,,4.319,1.3559999999999999,1.244,0.10800000000000001,0.098,6.6,,1300,,,,,,,,,,,,,,,,,,,,20.33,
승촌보,2015-12-01,1회차,,9.7,8.7,2.8,5.9,7.3,4.3260000000000005,0.158,2.6,6.4,0.0,303,19000,0.0,0.0,0.0,0.0,0.0006799999999999999,5.3e-06,,,,,,,4.293,1.161,1.4380000000000002,0.11,0.106,4.0,,1500,,,,,,0.0,,,,,,,,,0.0003,,,,,25.162,
죽산보,2015-12-01,1회차,,8.3,11.7,3.3,7.6,22.1,4.668,0.10800000000000001,3.7,7.2,0.0,342,2000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.4319999999999995,1.19,3.6860000000000004,0.083,0.076,7.2,,1000,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2015-12-07,2회차,,8.8,8.0,2.4,5.4,5.2,5.38,0.222,2.5,6.6,0.0,413,25000,,,,,,,,,,,,,5.292000000000001,1.742,2.503,0.17600000000000002,0.11800000000000001,2.9,,1600,,,,,,,,,,,,,,,,,,,,23.15,
죽산보,2015-12-08,2회차,,8.6,12.2,2.1,7.1,18.3,4.402,0.12,3.3,7.4,0.0,357,1600,,,,,,,,,,,,,4.381,0.895,3.2560000000000002,0.085,0.08,6.8,,600,,,,,,,,,,,,,,,,,,,,,
죽산보,2015-12-14,3회차,,7.2,12.4,2.3,5.3,14.7,4.279,0.111,3.0,6.9,0.0,347,3200,,,,,,,,,,,,,4.235,0.732,3.445,0.079,0.075,7.6,,1200,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-12-15,3회차,,10.7,8.4,2.3,5.5,6.2,4.303999999999999,0.16399999999999998,2.9,6.4,0.0,298,30000,,,,,,,,,,,,,4.21,1.054,2.5469999999999997,0.114,0.091,4.1,,1800,,,,,,,,,,,,,,,,,,,,24.750999999999998,
승촌보,2015-12-21,4회차,,8.0,10.3,1.8,4.6,10.1,5.033,0.17600000000000002,2.5,6.8,0.0,348,5600,,,,,,,,,,,,,4.93,0.85,3.306,0.127,0.087,2.4,,380,,,,,,,,,,,,,,,,,,,,25.525,
죽산보,2015-12-21,4회차,,8.5,11.5,1.7,5.2,18.7,3.891,0.095,2.8,7.7,0.0,316,2200,,,,,,,,,,,,,3.737,0.6579999999999999,2.935,0.076,0.07,4.4,,320,,,,,,,,,,,,,,,,,,,,,
승촌보,2015-12-28,5회차,,7.8,10.4,2.0,4.7,8.9,5.535,0.12300000000000001,2.5,7.0,0.0,345,2400,,,,,,,,,,,,,5.521,1.364,3.425,0.086,0.045,2.9,,110,,,,,,,,,,,,,,,,,,,,18.327,
승촌보,2016-01-04,1회차,3.62,7.7,11.8,2.3,4.9,16.9,5.535,0.081,4.5,6.8,0.000,406,1900,,,,,,,,,,,,,5.4639999999999995,1.432,3.889,0.044000000000000004,0.024,6.1,,10,,,,,,,,,,,,,,,,,,,,15.07,
죽산보,2016-01-05,1회차,,7.2,15.4,4.4,7.4,92.0,4.562,0.085,3.5,8.2,0.000,342,600,0.00000,0.00,0.00000,0.000,0.00000,0.0000000,,,,,,,4.505,0.595,3.534,0.038,0.022000000000000002,9.6,,200,,,,,,0.00,,,,,,,,,0.0000,,,,,,
승촌보,2016-01-11,2회차,3.63,7.5,12.7,2.9,5.5,36.9,6.617999999999999,0.161,5.1,7.5,0.000,416,370,,,,,,,,,,,,,6.4879999999999995,1.3559999999999999,4.3469999999999995,0.102,0.066,4.7,,16,,,,,,,,,,,,,,,,,,,,15.157,
죽산보,2016-01-12,2회차,,6.3,16.9,4.7,7.1,74.8,4.8919999999999995,0.044000000000000004,3.2,8.5,0.000,359,2000,,,,,,,,,,,,,4.738,0.49,3.805,0.008,0.004,12.0,,200,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-01-18,3회차,3.6,7.0,13.6,2.9,6.0,38.9,7.88,0.14,5.8,7.4,0.000,462,400,,,,,,,,,,,,,7.608,1.8840000000000001,4.7139999999999995,0.073,0.033,5.5,,14,,,,,,,,,,,,,,,,,,,,15.212,
죽산보,2016-01-18,3회차,,5.9,15.8,4.1,8.0,99.0,6.325,0.028999999999999998,3.8,8.2,0.000,386,1000,,,,,,,,,,,,,5.031000000000001,0.71,3.88,0.006,0.004,12.4,,200,,,,,,,,,,,,,,,,,,,,,
죽산보,2016-01-26,4회차,,3.5,18.0,4.1,8.3,75.0,5.77,0.087,3.7,8.4,0.000,408,400,,,,,,,,,,,,,5.624,0.894,4.2219999999999995,0.02,0.006999999999999999,10.4,,60,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-01-28,4회차,3.61,4.2,13.1,2.4,5.0,21.2,7.099,0.114,5.7,7.0,0.000,385,830,0.00000,0.00,0.00010,0.000,0.00060,0.0000000,,,,,,,6.959,2.0140000000000002,4.4319999999999995,0.063,0.021,4.2,,200,,,,,,0.00,,,,,,,,,0.0002,,,,,17.269000000000002,
승촌보,2016-02-02,1회차,3.68,4.2,11.3,4.2,6.5,13.3,4.747,0.23199999999999998,5.6,6.7,0.000,371,13000,0.00000,0.00,0.00020,0.000,0.00070,0.0000000,,,,,,,4.376,1.3869999999999998,2.7289999999999996,0.142,0.125,8.7,,1700,,,,,,0.00,,,,,,,,,0.0003,,,,,23.686999999999998,
죽산보,2016-02-03,1회차,,4.4,12.2,2.5,6.8,12.3,5.1,0.16399999999999998,3.3,7.6,0.000,416,3000,0.00000,0.00,0.00000,0.000,0.00000,0.0000000,,,,,,,4.996,1.6469999999999998,2.656,0.14400000000000002,0.13,6.4,,100,,,,,,0.00,,,,,,,,,0.0000,,,,,,
승촌보,2016-02-11,2회차,3.57,6.3,13.2,2.6,5.1,14.7,6.9079999999999995,0.10099999999999999,5.9,7.1,0.000,414,66,,,,,,,,,,,,,6.6339999999999995,2.569,3.807,0.064,0.028999999999999998,4.1,,2,,,,,,,,,,,,,,,,,,,,19.949,
죽산보,2016-02-11,2회차,,5.8,15.1,4.2,7.0,51.8,4.0889999999999995,0.08199999999999999,3.5,7.9,0.000,382,600,,,,,,,,,,,,,4.011,0.624,2.76,0.062,0.045,10.0,,100,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-02-15,3회차,3.64,8.8,10.2,3.8,6.0,16.0,4.372,0.16699999999999998,6.1,7.2,0.000,294,14000,,,,,,,,,,,,,4.224,1.383,2.0869999999999997,0.107,0.07,14.8,,600,,,,,,,,,,,,,,,,,,,,33.585,
죽산보,2016-02-15,3회차,,7.6,11.2,2.8,7.5,26.7,6.218,0.10300000000000001,3.3,7.5,0.000,367,3200,,,,,,,,,,,,,6.169,1.95,3.1010000000000004,0.068,0.055,10.0,,600,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-02-22,4회차,3.61,7.8,11.5,2.2,5.6,13.1,5.504,0.11900000000000001,4.8,6.8,0.000,348,500,,,,,,,,,,,,,5.402,1.895,3.114,0.096,0.069,6.8,,4,,,,,,,,,,,,,,,,,,,,21.427,
죽산보,2016-02-22,4회차,,7.2,12.6,2.3,6.7,18.4,4.077,0.1,3.6,7.8,0.000,286,1400,,,,,,,,,,,,,4.024,1.04,2.193,0.069,0.06,5.6,,160,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-02-29,5회차,3.61,7.3,13.9,4.5,5.9,44.5,5.608,0.149,5.0,7.5,0.000,350,240,,,,,,,,,,,,,5.369,1.575,3.216,0.07200000000000001,0.067,8.7,,4,,,,,,,,,,,,,,,,,,,,18.047,
죽산보,2016-03-02,1회차,,7.7,13.3,3.6,7.3,43.8,4.488,0.08199999999999999,3.7,8.2,0.000,319,200,0.00000,0.00,0.00000,0.000,0.00000,0.0000000,,,,,,,4.188,0.8140000000000001,2.8480000000000003,0.02,0.012,8.8,,20,,,,,,0.00,,,,,,,,,0.0000,,,,,,
승촌보,2016-03-07,1회차,3.74,12.1,8.3,5.9,7.5,5.7,3.295,0.204,6.3,7.0,0.000,229,10000,0.00000,0.00,0.00060,0.001,0.00090,0.0000000,,,,,,,3.173,0.636,1.7790000000000001,0.083,0.055,44.7,0.0,920,,,,,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0005,0.0,,0.0,,59.313,0.0
죽산보,2016-03-07,2회차,,13.8,9.6,3.8,8.6,27.7,4.48,0.17600000000000002,3.9,7.5,0.000,287,7400,,,,,,,,,,,,,4.34,1.745,2.015,0.115,0.095,22.4,,460,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-03-14,2회차,3.59,8.3,12.6,2.6,6.1,15.6,4.76,0.18,5.1,6.7,0.000,287,1900,,,,,,,,,,,,,4.59,1.393,2.63,0.127,0.086,8.7,,35,,,,,,,,,,,,,,,,,,,,19.616,
죽산보,2016-03-14,3회차,,9.5,10.6,1.5,6.3,10.3,3.594,0.098,3.5,7.6,0.000,220,1100,,,,,,,,,,,,,3.5269999999999997,0.7509999999999999,2.096,0.07400000000000001,0.069,8.4,,120,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-03-21,3회차,3.59,12.8,8.6,4.5,7.3,59.8,5.455,0.156,5.7,7.1,0.000,345,2500,,,,,,,,,,,,,5.05,1.462,3.238,0.073,0.027999999999999997,10.9,,65,,,,,,,,,,,,,,,,,,,,14.17,
죽산보,2016-03-21,4회차,,12.8,10.2,2.7,7.5,43.5,3.969,0.081,3.4,8.2,0.000,270,100,,,,,,,,,,,,,3.739,0.6679999999999999,2.441,0.03,0.018000000000000002,9.6,,600,,,,,,,,,,,,,,,,,,,,,
승촌보,2016-03-28,4회차,3.25,13.0,12.2,6.3,8.7,104.5,5.9079999999999995,0.16399999999999998,7.1,8.0,0.000,407,300,,,,,,,,,,,,,5.471,1.7530000000000001,3.113,0.046,0.013999999999999999,13.6,,10,,,,,,,,,,,,,,,,,,,,14.129000000000001,
죽산보,2016-03-29,5회차,,12.9,13.0,6.5,9.8,80.6,4.24,0.021,4.4,8.4,0.000,285,140,,,,,,,,,,,,,4.113,0.515,2.786,0.015,0.004,11.2,,12,,,,,,,,,,,,,,,,,,,,,
