측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),테트라클로로에틸렌(㎎/L),테트라클로로에틸렌(㎎/L).1,사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
승촌보,2020-01-28,4회차,,9.2,9.8,4.8,7.8,21.4,7.077000000000001,0.113,6.3,7.2,0.000,362,35000,,,,,,,,,,,,,6.891,3.665,2.931,0.048,0.032,8.3,,2200,,,,,,,,,,,,,,,,,,,,18.003,
죽산보,2020-01-28,4회차,,8.0,16.4,3.4,7.5,35.5,7.169,0.054000000000000006,4.2,7.6,정량한계미만,358,7000,,,,,,,,,,,,,5.437,2.171,3.359,0.032,0.009000000000000001,10.4,,4600,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-02-03,1회차,,8.6,12.9,5.7,8.9,28.3,6.617999999999999,0.105,7.3,7.2,0.000,380,3800,0.00001,0.00,0.00007,0.000,0.00051,0.0000000,,,,,,,5.581,2.97,2.605,0.077,0.063,11.1,,210,,,,,,0.00,,,,,,,,,0.0002,,,,,13.2,
죽산보,2020-02-03,1회차,,7.4,17.8,5.4,9.5,84.5,4.8180000000000005,0.121,5.1,7.5,정량한계미만,320,4000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,4.157,0.509,3.09,0.040999999999999995,0.003,20.8,,500,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-02-10,2회차,,6.9,12.1,5.5,8.5,24.0,7.367000000000001,0.08,6.9,7.3,0.000,393,2200,,,,,,,,,,,,,7.236000000000001,3.0269999999999997,3.917,0.028999999999999998,0.013999999999999999,7.3,,5,,,,,,,,,,,,,,,,,,,,7.83,
죽산보,2020-02-10,2회차,,7.0,16.3,3.0,7.5,149.3,5.944,0.05,5.1,8.4,정량한계미만,346,300,,,,,,,,,,,,,5.728,1.256,3.095,0.022000000000000002,0.005,26.7,,12,,,,,,,,,,,,,,,,,,,,,
죽산보,2020-02-17,3회차,,7.5,12.2,4.5,9.3,73.2,6.867000000000001,0.083,4.2,7.7,정량한계미만,376,530,,,,,,,,,,,,,6.447,1.9369999999999998,3.3789999999999996,0.037000000000000005,0.009000000000000001,12.8,,64,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-02-18,3회차,,7.7,10.2,6.8,12.9,45.3,6.728,0.27,7.4,7.4,0.000,365,100000,,,,,,,,,,,,,6.25,3.502,2.273,0.147,0.11,15.2,,12000,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-02-24,4회차,,10.2,9.2,6.5,12.0,57.4,6.446000000000001,0.303,8.7,7.5,0.000,437,80000,,,,,,,,,,,,,5.995,3.259,2.271,0.168,0.152,14.5,,7900,,,,,,,,,,,,,,,,,,,,23.340999999999998,
죽산보,2020-02-24,4회차,,10.7,16.8,6.3,10.9,87.0,5.414,0.158,4.2,8.4,정량한계미만,402,1040,,,,,,,,,,,,,5.082,1.236,2.659,0.040999999999999995,0.01,19.6,,90,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-03-02,1회차,,10.2,11.2,5.0,7.9,27.9,4.507,0.109,6.0,7.6,0.000,317,3800,0.00001,0.00,0.00008,0.000,0.00053,0.0000010,,,,,,,4.493,2.012,2.144,0.044000000000000004,0.028999999999999998,13.6,0.0,210,,,,,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0002,0.0,,0.0,,18.777,0.0
죽산보,2020-03-02,1회차,,10.0,11.2,6.0,8.4,137.3,5.947,0.15,4.8,7.6,정량한계미만,385,4200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,5.468,2.182,2.2569999999999997,0.065,0.045,16.4,,420,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-03-09,2회차,,11.3,10.5,6.0,9.0,31.5,7.135,0.15,7.4,7.1,0.000,382,32000,,,,,,,,,,,,,6.643,3.58,2.698,0.038,0.011000000000000001,12.5,,4100,,,,,,,,,,,,,,,,,,,,15.254000000000001,
죽산보,2020-03-09,2회차,,10.3,15.5,5.8,10.5,190.9,4.439,0.09300000000000001,5.4,8.5,정량한계미만,333,580,,,,,,,,,,,,,3.549,1.08,2.246,0.022000000000000002,0.01,20.4,,160,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-03-16,3회차,,11.1,13.6,6.6,12.6,88.4,6.9510000000000005,0.131,8.4,7.6,0.000,392,2700,,,,,,,,,,,,,6.6770000000000005,3.531,2.546,0.032,0.005,19.0,,120,,,,,,,,,,,,,,,,,,,,10.424000000000001,
죽산보,2020-03-16,3회차,,11.1,15.8,5.6,12.4,187.9,5.662999999999999,0.126,4.8,8.8,정량한계미만,320,450,,,,,,,,,,,,,4.638,1.6219999999999999,2.378,0.027999999999999997,0.006,20.8,,92,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-03-23,4회차,,14.7,14.6,6.5,13.7,107.3,7.233,0.106,8.1,8.2,0.000,431,1500,,,,,,,,,,,,,6.615,3.1210000000000004,3.0069999999999997,0.028999999999999998,0.004,19.6,,60,,,,,,,,,,,,,,,,,,,,7.231,
죽산보,2020-03-23,4회차,,14.4,15.1,5.6,10.7,94.3,4.3580000000000005,0.062,5.4,8.7,정량한계미만,367,450,,,,,,,,,,,,,3.9730000000000003,1.383,2.497,0.02,0.0,16.4,,20,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-03-30,5회차,,13.2,10.1,8.7,12.5,121.6,4.772,0.237,9.7,7.3,0.000,335,21000,,,,,,,,,,,,,4.439,2.287,1.538,0.042,0.01,18.4,,1800,,,,,,,,,,,,,,,,,,,,13.2,
죽산보,2020-03-30,5회차,,16.9,11.4,4.1,9.2,32.5,7.183,0.069,5.0,7.8,정량한계미만,427,300,,,,,,,,,,,,,7.004,2.6630000000000003,2.612,0.036000000000000004,0.005,8.4,,18,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-04-06,1회차,,14.4,16.3,8.7,15.8,120.9,6.354,0.11900000000000001,9.6,8.8,0.000,419,1200,0.00001,0.00,0.00009,0.000,0.00070,0.0000006,,,,,,,6.202000000000001,2.62,2.8289999999999997,0.033,0.004,23.7,,49,,,,,,0.00,,,,,,,,,0.0002,,,,,8.863,
죽산보,2020-04-06,1회차,,15.5,10.4,4.4,9.8,22.1,3.9189999999999996,0.111,4.7,7.7,정량한계미만,346,940,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,3.59,1.3,1.805,0.047,0.035,8.0,,5,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-04-13,2회차,,14.6,10.7,6.8,12.9,61.4,8.776,0.08900000000000001,8.1,7.3,0.000,469,900,,,,,,,,,,,,,8.717,4.8660000000000005,3.177,0.059000000000000004,0.013000000000000001,14.0,,30,,,,,,,,,,,,,,,,,,,,10.6,
죽산보,2020-04-13,2회차,,14.2,11.9,13.3,15.3,183.7,6.386,0.083,6.7,8.4,정량한계미만,404,60,,,,,,,,,,,,,3.2689999999999997,0.889,1.423,0.042,0.016,15.2,,8,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-04-20,3회차,,15.0,3.4,7.6,13.2,19.6,7.305,0.28,9.0,6.8,0.000,326,25000,,,,,,,,,,,,,6.252000000000001,4.933,1.046,0.16899999999999998,0.145,18.5,,11000,,,,,,,,,,,,,,,,,,,,33.639,
죽산보,2020-04-20,3회차,,15.5,10.0,4.7,9.7,59.3,6.055,0.099,5.0,7.8,정량한계미만,342,2000,,,,,,,,,,,,,5.775,2.6210000000000004,2.022,0.063,0.025,12.0,,800,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-04-27,4회차,,16.5,13.7,7.5,14.8,60.9,7.056,0.107,8.9,7.9,0.000,412,2200,,,,,,,,,,,,,6.559,3.3930000000000002,2.505,0.037000000000000005,0.005,16.4,,110,,,,,,,,,,,,,,,,,,,,10.6,
죽산보,2020-04-27,4회차,,17.5,10.9,4.3,8.3,45.7,3.623,0.077,4.9,8.5,정량한계미만,283,1360,,,,,,,,,,,,,3.592,1.244,1.526,0.037000000000000005,0.004,7.2,,208,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-05-04,1회차,,19.9,1.6,8.2,12.1,14.0,6.655,0.231,9.5,6.7,0.000,340,70000,0.00001,0.00,0.00013,0.000,0.00079,0.0000000,,,,,,,5.835,4.595,1.2009999999999998,0.142,0.098,16.8,,7000,,,,,,0.00,,,,,,,,,0.0003,,,,,19.83,
죽산보,2020-05-04,1회차,,22.1,9.9,3.9,9.5,26.8,5.7589999999999995,0.105,5.0,7.7,정량한계미만,374,3100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,5.597,2.197,1.999,0.049,0.032,8.8,,2000,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-05-11,2회차,,19.4,4.2,6.3,11.4,26.3,3.739,0.209,7.1,7.0,0.000,290,13000,,,,,,,,,,,,,3.696,2.374,0.752,0.13699999999999998,0.10800000000000001,7.9,,3600,,,,,,,,,,,,,,,,,,,,20.745,
죽산보,2020-05-11,2회차,,18.7,8.8,4.0,8.8,11.6,4.504,0.138,5.3,7.5,정량한계미만,309,6000,,,,,,,,,,,,,4.395,2.7119999999999997,1.432,0.106,0.07200000000000001,9.2,,1060,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-05-18,3회차,,21.2,6.0,6.7,12.1,66.5,3.762,0.139,7.9,6.8,0.000,293,3900,,,,,,,,,,,,,3.2939999999999996,1.9269999999999998,0.975,0.069,0.04,11.5,,540,,,,,,,,,,,,,,,,,,,,22.787,
죽산보,2020-05-18,3회차,,21.8,10.0,10.0,12.2,56.0,4.51,0.127,5.7,7.9,정량한계미만,276,252,,,,,,,,,,,,,4.041,1.4669999999999999,1.494,0.055,0.015,16.8,,160,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-05-25,4회차,,21.6,6.8,6.5,10.2,58.5,5.273,0.115,7.1,6.9,0.000,347,4900,,,,,,,,,,,,,4.957,2.5269999999999997,1.6480000000000001,0.052000000000000005,0.027999999999999997,17.6,,2000,,,,,,,,,,,,,,,,,,,,19.355999999999998,
죽산보,2020-05-25,4회차,,21.7,10.1,7.8,12.2,65.1,3.135,0.128,5.6,8.1,정량한계미만,244,760,,,,,,,,,,,,,2.5789999999999997,0.513,1.15,0.046,0.017,15.2,,400,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-06-01,1회차,,22.9,6.7,6.0,10.1,38.1,4.879,0.11599999999999999,6.4,6.9,0.000,346,47000,0.00001,0.00,0.00005,0.000,0.00088,0.0000007,,,,,,,4.605,2.502,1.39,0.051,0.026000000000000002,10.7,,210,,,,,,0.00,,,,,,,,,0.0002,,,,,26.276999999999997,
죽산보,2020-06-01,1회차,,21.6,8.3,4.0,10.3,28.8,4.061,0.11900000000000001,6.2,7.6,정량한계미만,282,156,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,3.787,1.208,1.369,0.066,0.034,10.8,,120,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-06-08,2회차,,26.6,8.5,6.8,13.1,90.7,5.22,0.15,7.3,7.4,0.000,333,1400,,,,,,,,,,,,,4.783,2.208,1.618,0.039,0.01,17.8,,390,,,,,,,,,,,,,,,,,,,,16.972,
죽산보,2020-06-08,2회차,,29.3,10.4,2.6,11.4,30.2,3.985,0.047,6.2,8.2,정량한계미만,300,152,,,,,,,,,,,,,3.784,1.337,1.3780000000000001,0.035,0.01,9.6,,80,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-06-15,3회차,,24.6,5.4,6.9,10.8,8.2,3.173,0.196,7.1,7.2,0.000,184,62000,,,,,,,,,,,,,3.1039999999999996,0.92,1.49,0.153,0.129,24.2,,41000,,,,,,,,,,,,,,,,,,,,57.43,
죽산보,2020-06-15,3회차,,28.1,6.3,2.5,9.3,8.4,3.181,0.163,5.8,7.3,정량한계미만,182,3500,,,,,,,,,,,,,2.92,0.718,1.4609999999999999,0.132,0.121,11.2,,1100,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-06-22,4회차,,26.1,7.3,5.6,10.1,57.4,3.6830000000000003,0.128,6.3,7.3,0.000,243,2200,,,,,,,,,,,,,3.425,0.708,1.982,0.046,0.023,12.2,,2000,,,,,,,,,,,,,,,,,,,,31.5,
죽산보,2020-06-22,4회차,,27.3,11.6,12.7,14.7,208.5,3.252,0.187,5.6,8.8,정량한계미만,186,4000,,,,,,,,,,,,,2.719,0.133,1.798,0.08,0.036000000000000004,21.6,,1200,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-07-01,1회차,,23.1,5.5,6.0,9.9,20.1,3.282,0.198,7.6,7.5,0.000,228,79000,,,,,,,,,,,,,3.195,1.025,1.413,0.14,0.11900000000000001,11.1,,31000,,,,,,,,,,,,,,,,,,,,29.735,
죽산보,2020-07-06,1회차,,21.7,12.7,3.7,9.0,84.5,2.775,0.096,6.0,7.8,정량한계미만,219,1260,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,2.677,0.389,1.558,0.032,0.012,12.0,,600,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-07-06,2회차,,23.8,6.6,5.5,8.4,25.7,4.065,0.11,6.2,6.9,0.000,274,13000,0.00000,0.00,0.00008,0.000,0.00097,0.0000019,,,,,,,3.9139999999999997,1.411,1.795,0.07,0.055,10.5,,9000,,,,,,0.00,,,,,,,0.0,0.0,0.0002,,,,,20.491,
죽산보,2020-07-15,2회차,,20.4,8.3,2.8,9.2,6.2,2.582,0.131,4.7,7.2,정량한계미만,132,20000,,,,,,,,,,,,,2.49,0.365,1.7209999999999999,0.109,0.085,30.0,,4500,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-07-15,3회차,,20.6,7.4,3.6,6.9,5.7,2.998,0.17,5.0,7.4,0.000,146,70000,,,,,,,,,,,,,2.752,0.52,1.871,0.127,0.11599999999999999,25.7,,32000,,,,,,,,,,,,,,,,,,,,166.562,
죽산보,2020-07-20,3회차,,24.1,7.5,1.7,5.8,17.0,2.7239999999999998,0.121,3.5,7.3,정량한계미만,182,760,,,,,,,,,,,,,2.5639999999999996,0.502,1.8359999999999999,0.086,0.07200000000000001,13.2,,640,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-07-21,4회차,,25.1,7.4,3.5,6.3,18.6,3.4960000000000004,0.126,4.6,6.9,0.000,225,21000,,,,,,,,,,,,,3.386,1.1320000000000001,1.796,0.096,0.083,11.0,,5900,,,,,,,,,,,,,,,,,,,,57.513000000000005,
죽산보,2020-07-27,4회차,,21.3,8.7,1.1,5.1,6.1,2.189,0.105,2.3,7.4,정량한계미만,142,7600,,,,,,,,,,,,,2.162,0.373,1.564,0.092,0.085,9.6,,3200,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-07-27,5회차,,23.1,7.4,3.1,5.9,6.0,2.7689999999999997,0.14,3.5,7.0,0.000,162,30000,,,,,,,,,,,,,2.738,0.612,1.739,0.114,0.1,8.0,,10000,,,,,,,,,,,,,,,,,,,,93.86200000000001,
승촌보,2020-08-03,1회차,,25.3,6.5,3.9,5.7,5.2,3.1689999999999996,0.154,4.2,7.6,0.000,182,22000,,,,,,,,,,,,,3.1519999999999997,0.759,1.88,0.14300000000000002,0.131,13.7,,5400,,,,,,,,,,,,,,,,,,,,73.294,
죽산보,2020-08-03,1회차,,26.2,8.1,2.3,6.6,13.4,2.5810000000000004,0.114,3.6,7.4,정량한계미만,150,5600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,2.289,0.313,1.703,0.09,0.084,69.2,,2000,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
죽산보,2020-08-13,2회차,,25.5,9.0,1.5,5.1,1.8,2.6489999999999996,0.139,2.9,7.2,정량한계미만,131,9600,,,,,,,,,,,,,2.454,0.616,1.483,0.106,0.098,16.0,,4800,,,,,,,,,,,,,,,,,,,,,
죽산보,2020-08-18,3회차,,32.4,12.2,5.9,9.2,56.3,2.7030000000000003,0.09699999999999999,4.1,9.0,정량한계미만,192,1200,,,,,,,,,,,,,2.542,0.10300000000000001,1.8230000000000002,0.039,0.019,15.2,,520,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-08-19,2회차,,29.7,7.9,4.3,7.8,57.5,3.472,0.18,4.5,7.6,0.000,244,41000,0.00000,0.00,0.00003,0.000,0.00085,0.0000000,,,,,,,3.36,1.073,1.736,0.133,0.102,5.7,,4300,,,,,,0.00,,,,,,,,,0.0001,,,,,35.363,
승촌보,2020-08-24,3회차,,29.3,7.0,4.7,8.2,45.3,4.24,0.11,5.0,7.0,0.000,284,45000,,,,,,,,,,,,,3.99,1.6580000000000001,1.4569999999999999,0.065,0.038,8.7,,27000,,,,,,,,,,,,,,,,,,,,26.385,
죽산보,2020-08-24,4회차,,30.0,9.9,2.9,8.8,23.7,2.859,0.128,3.8,8.0,정량한계미만,242,400,,,,,,,,,,,,,2.48,0.495,1.358,0.08,0.067,9.6,,248,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-09-01,1회차,,28.3,6.1,4.8,8.0,24.1,2.511,0.218,5.2,6.7,0.000,165,78000,,,,,,,,,,,,,2.282,0.54,1.3159999999999998,0.121,0.10099999999999999,50.2,,10000,,,,,,,,,,,,,,,,,,,,101.789,
죽산보,2020-09-08,1회차,,22.6,6.4,1.5,7.0,5.1,2.167,0.145,3.2,7.2,정량한계미만,129,50000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,2.129,0.436,1.291,0.11199999999999999,0.10800000000000001,42.0,,39000,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-09-08,2회차,,21.5,7.4,3.7,6.4,4.2,2.218,0.172,4.0,7.1,0.000,140,68000,0.00001,0.00,0.00022,0.000,0.00089,0.0000000,,,,,,,2.14,0.37799999999999995,1.3130000000000002,0.124,0.11,28.7,0.0,10000,,,,,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0002,0.0,,0.0,,139.753,0.0
죽산보,2020-09-14,2회차,,24.2,7.8,1.8,6.0,3.3,2.499,0.139,3.3,7.2,정량한계미만,152,10000,,,,,,,,,,,,,2.43,0.431,1.475,0.11,0.098,11.2,,6400,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-09-14,3회차,,23.3,7.2,3.1,5.4,6.0,2.545,0.14400000000000002,3.3,7.1,0.000,172,59000,,,,,,,,,,,,,2.501,0.489,1.6130000000000002,0.111,0.1,9.8,,27000,,,,,,,,,,,,,,,,,,,,81.35,
죽산보,2020-09-21,3회차,,22.7,8.2,3.3,6.4,89.4,2.5780000000000003,0.073,3.2,8.3,정량한계미만,172,1000,,,,,,,,,,,,,2.484,0.086,1.851,0.032,0.017,11.6,,740,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-09-21,4회차,,22.7,10.9,4.5,8.3,71.5,2.948,0.091,4.7,7.8,0.000,223,20000,,,,,,,,,,,,,2.742,0.365,2.037,0.04,0.03,12.1,,11000,,,,,,,,,,,,,,,,,,,,35.561,
죽산보,2020-09-28,4회차,,21.0,18.8,4.8,9.8,56.2,2.9939999999999998,0.081,3.8,9.0,정량한계미만,243,112,,,,,,,,,,,,,2.6239999999999997,0.024,1.93,0.019,0.006,18.8,,80,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-09-28,5회차,,23.5,13.5,6.8,13.5,230.8,4.192,0.083,7.0,8.7,0.000,322,5400,,,,,,,,,,,,,3.904,1.247,1.7730000000000001,0.019,0.002,22.9,,1200,,,,,,,,,,,,,,,,,,,,17.855,
승촌보,2020-10-05,1회차,,22.2,10.5,5.4,11.7,184.4,4.236000000000001,0.094,5.7,8.1,0.000,323,500,0.00000,0.00,0.00005,0.000,0.00088,0.0000000,,,,,,,3.7460000000000004,1.137,1.761,0.02,0.005,22.1,,420,,,,,,0.00,,,,,,,,,0.0002,,,,,17.340999999999998,
죽산보,2020-10-05,1회차,,19.9,17.2,4.3,11.0,192.6,3.7230000000000003,0.153,5.4,8.8,정량한계미만,292,70,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,3.103,0.21100000000000002,1.921,0.019,0.0,32.8,,40,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-10-12,2회차,,21.2,13.9,4.5,12.9,204.7,4.5489999999999995,0.113,4.6,8.9,0.000,356,2300,,,,,,,,,,,,,3.986,1.105,2.0540000000000003,0.019,0.006999999999999999,24.7,,900,,,,,,,,,,,,,,,,,,,,16.995,
죽산보,2020-10-12,2회차,,20.7,12.2,1.1,13.8,245.9,3.713,0.084,5.0,9.0,정량한계미만,282,120,,,,,,,,,,,,,3.362,0.17800000000000002,2.185,0.025,0.0,18.8,,88,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-10-19,3회차,,17.4,12.6,4.4,11.5,143.3,4.308,0.09300000000000001,4.7,7.8,0.000,344,1600,,,,,,,,,,,,,3.867,1.018,2.144,0.019,0.001,17.4,,400,,,,,,,,,,,,,,,,,,,,12.33,
죽산보,2020-10-19,3회차,,18.7,11.8,3.7,11.5,202.5,3.589,0.09300000000000001,4.7,9.1,정량한계미만,294,98,,,,,,,,,,,,,3.3169999999999997,0.298,2.0669999999999997,0.023,0.005,17.6,,56,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-10-26,4회차,,16.1,12.1,4.6,11.8,116.2,5.857,0.109,5.2,7.6,0.000,404,2400,,,,,,,,,,,,,5.367999999999999,2.375,2.397,0.023,0.004,15.8,,1200,,,,,,,,,,,,,,,,,,,,11.913,
죽산보,2020-10-26,4회차,,16.4,13.8,4.3,10.4,211.0,3.728,0.10099999999999999,4.3,8.8,정량한계미만,307,300,,,,,,,,,,,,,3.466,0.252,2.342,0.022000000000000002,0.0,23.2,,100,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-11-02,1회차,,16.3,9.7,4.8,9.6,95.9,5.605,0.077,5.2,7.3,0.000,432,780,0.00000,0.00,0.00001,0.001,0.00039,0.0000000,,,,,,,5.392,1.8730000000000002,2.7039999999999997,0.018000000000000002,0.0,12.6,,410,,,,,,0.00,,,,,,,,,0.0001,,,,,12.122,
죽산보,2020-11-03,1회차,,15.2,14.7,6.6,11.5,93.1,4.537,0.049,4.1,8.5,정량한계미만,392,188,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,4.5,0.865,2.318,0.027999999999999997,0.0,22.0,,114,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-11-09,2회차,,14.0,9.4,4.7,8.6,61.0,5.952000000000001,0.091,5.4,7.2,0.000,437,3800,,,,,,,,,,,,,5.689,2.149,2.71,0.026000000000000002,0.009000000000000001,12.1,,170,,,,,,,,,,,,,,,,,,,,9.087,
죽산보,2020-11-09,2회차,,14.0,13.8,9.3,12.2,128.8,4.841,0.11900000000000001,4.5,8.7,정량한계미만,397,112,,,,,,,,,,,,,4.632,0.74,2.499,0.031,0.0,18.0,,52,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-11-16,3회차,,13.7,10.8,4.4,9.0,58.5,6.377999999999999,0.054000000000000006,4.7,7.4,0.000,448,500,,,,,,,,,,,,,6.104,2.5269999999999997,2.853,0.023,0.001,7.2,,220,,,,,,,,,,,,,,,,,,,,5.098,
죽산보,2020-11-16,3회차,,14.1,12.0,3.4,9.4,38.6,4.311,0.05,4.0,8.6,정량한계미만,397,128,,,,,,,,,,,,,4.292,0.574,2.57,0.021,0.0,10.0,,44,,,,,,,,,,,,,,,,,,,,,
죽산보,2020-11-23,4회차,,13.3,8.2,2.9,7.0,25.7,6.106,0.087,3.8,7.3,정량한계미만,413,820,,,,,,,,,,,,,5.599,2.174,2.373,0.043,0.031,10.0,,480,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-11-24,4회차,,13.6,4.9,3.7,6.6,13.1,4.0760000000000005,0.242,4.3,7.1,0.000,341,1200,,,,,,,,,,,,,3.92,2.235,1.34,0.209,0.18899999999999997,3.6,,500,,,,,,,,,,,,,,,,,,,,10.06,
승촌보,2020-12-01,1회차,,10.1,11.8,5.1,8.4,43.5,6.695,0.114,5.6,7.5,0.000,431,3800,0.00000,0.00,0.00008,0.000,0.00062,0.0000003,,,,,,,6.348,2.778,2.707,0.033,0.017,9.6,,360,,,,,,0.00,,,,,,,,,0.0002,,,,,32.214,
죽산보,2020-12-01,1회차,,10.0,13.0,2.8,7.4,54.4,4.795,0.095,4.0,7.7,정량한계미만,352,1360,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,4.498,1.7519999999999998,2.09,0.048,0.013999999999999999,7.6,,122,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2020-12-07,2회차,,8.7,11.7,3.4,7.9,54.1,7.082999999999999,0.092,3.6,7.2,0.000,448,3400,,,,,,,,,,,,,6.853,2.7089999999999996,3.3110000000000004,0.03,0.011000000000000001,7.0,,230,,,,,,,,,,,,,,,,,,,,12.027000000000001,
죽산보,2020-12-08,2회차,,8.1,16.1,4.5,9.9,34.6,5.943,0.084,5.2,8.4,정량한계미만,379,720,,,,,,,,,,,,,5.5089999999999995,1.501,2.884,0.016,0.013000000000000001,12.0,,140,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-12-15,3회차,,7.6,12.3,3.9,8.1,65.5,8.345,0.105,4.1,7.2,0.000,485,2400,,,,,,,,,,,,,8.326,5.018,2.781,0.024,0.005,10.8,,180,,,,,,,,,,,,,,,,,,,,17.108,
죽산보,2020-12-15,3회차,,6.1,14.3,4.9,10.0,113.1,6.087999999999999,0.075,4.4,8.5,정량한계미만,382,1120,,,,,,,,,,,,,6.08,1.2329999999999999,3.387,0.026000000000000002,0.0,15.2,,116,,,,,,,,,,,,,,,,,,,,,
승촌보,2020-12-21,4회차,,5.7,13.5,4.1,8.6,68.6,8.616,0.121,4.3,7.1,0.000,489,4800,,,,,,,,,,,,,8.126,3.696,3.705,0.026000000000000002,0.002,9.9,,700,,,,,,,,,,,,,,,,,,,,22.14,
죽산보,2020-12-22,4회차,,4.5,14.8,5.3,11.4,88.0,8.084,0.091,6.2,8.9,정량한계미만,416,840,,,,,,,,,,,,,7.537999999999999,2.512,3.5439999999999996,0.043,0.0,14.8,,152,,,,,,,,,,,,,,,,,,,,,
