분류,지점명,채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),Microcystis,Anabaena,Oscillatoria,Aphanizomenon,지오스민,2MIB,Microcystin-LR (μg/L)
하천,죽산보,죽산,2013-01-22,3.6,7.0,13.7,,,65.7,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-01-29,5.3,8.0,14.8,,,63.5,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-02-06,6.3,6.9,12.7,,,34.4,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-02-13,3.8,6.7,12.9,,,10.2,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-02-19,3.5,7.3,12.5,,,17.9,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-02-25,4.9,7.7,13.9,,,37.0,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-03-06,8.3,7.1,13.7,,,47.8,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-03-12,10.8,8.0,14.1,,,63.3,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-03-20,11.4,7.3,9.2,,,61.3,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-03-28,12.5,7.1,12.2,,,47.8,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-04-02,11.0,7.5,11.5,,,58.7,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-04-09,11.6,7.4,11.0,,,33.8,450.0,0.0,450.0,0.0,0.0,,,
하천,죽산보,죽산,2013-04-18,14.5,8.3,11.6,,,47.5,375.0,0.0,375.0,0.0,0.0,,,
하천,죽산보,죽산,2013-04-24,14.4,7.8,10.9,,,60.1,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-04-30,15.4,7.8,9.8,,,39.4,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-05-06,18.3,8.4,11.4,,,41.1,125.0,0.0,0.0,125.0,0.0,,,
하천,죽산보,죽산,2013-05-14,21.8,7.6,7.7,,,18.8,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-05-20,21.6,7.4,5.9,,,11.5,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-05-27,22.8,7.8,8.6,,,34.7,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-06-04,21.8,7.7,9.0,,,34.3,250.0,0.0,250.0,0.0,0.0,,,
하천,죽산보,죽산,2013-06-12,24.0,7.6,8.3,,,28.8,125.0,0.0,125.0,0.0,0.0,,,
하천,죽산보,죽산,2013-06-17,24.2,6.8,5.8,,,77.9,450.0,0.0,450.0,0.0,0.0,,,
하천,죽산보,죽산,2013-06-24,26.4,8.1,8.4,,,38.2,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-07-01,27.0,8.1,9.1,,,61.4,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-07-08,23.4,6.6,8.1,,,2.6,275.0,0.0,0.0,0.0,275.0,,,
하천,죽산보,죽산,2013-07-16,28.3,8.3,9.2,,,31.2,825.0,0.0,0.0,300.0,525.0,,,
하천,죽산보,죽산,2013-07-22,29.1,7.8,8.2,,,41.0,450.0,0.0,75.0,0.0,375.0,,,
하천,죽산보,죽산,2013-07-29,28.2,7.4,6.9,,,28.2,975.0,0.0,75.0,100.0,800.0,,,
하천,죽산보,죽산,2013-08-06,29.2,8.1,7.5,,,48.8,750.0,325.0,125.0,300.0,0.0,,,
하천,죽산보,죽산,2013-08-08,29.9,8.0,7.2,,,32.3,700.0,250.0,275.0,0.0,175.0,,,
하천,죽산보,죽산,2013-08-13,32.0,8.7,9.1,,,34.2,2750.0,2750.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-08-14,32.3,9.4,12.1,,,63.8,4875.0,4475.0,0.0,400.0,0.0,,,
하천,죽산보,죽산,2013-08-19,31.4,9.4,8.0,,,59.5,4850.0,4850.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-08-22,31.6,9.4,9.3,,,205.2,20400.0,20400.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-08-26,25.7,6.7,6.0,,,2.7,75.0,75.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-08-28,27.3,7.5,8.1,,,17.0,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-09-02,24.8,6.7,6.5,,,23.6,125.0,0.0,125.0,0.0,0.0,,,
하천,죽산보,죽산,2013-09-10,24.4,7.9,9.2,,,41.5,325.0,0.0,200.0,125.0,0.0,,,
하천,죽산보,죽산,2013-09-16,23.5,6.8,6.7,,,10.1,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-09-24,25.9,8.6,10.5,,,30.0,425.0,275.0,0.0,150.0,0.0,,,
하천,죽산보,죽산,2013-10-01,23.3,7.5,8.3,,,18.5,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-10-08,22.9,8.3,10.9,,,73.5,2000.0,0.0,0.0,2000.0,0.0,,,
하천,죽산보,죽산,2013-10-15,21.1,8.1,9.0,,,40.8,300.0,0.0,0.0,300.0,0.0,,,
하천,죽산보,죽산,2013-10-22,19.4,7.9,10.1,,,43.2,2150.0,0.0,375.0,1550.0,225.0,,,
하천,죽산보,죽산,2013-10-28,17.3,8.0,10.1,,,47.0,1250.0,0.0,0.0,1250.0,0.0,,,
하천,죽산보,죽산,2013-11-04,16.6,7.6,10.4,,,61.6,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-11-12,14.0,8.2,10.3,,,26.2,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-11-18,12.6,7.4,12.4,,,45.6,325.0,0.0,0.0,0.0,325.0,,,
하천,죽산보,죽산,2013-11-25,10.8,8.1,12.5,,,53.7,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-12-03,8.4,6.9,13.6,,,29.8,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-12-11,7.3,7.3,12.1,,,23.5,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-12-16,6.3,7.3,12.7,,,10.7,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2013-12-24,5.4,7.7,12.0,,,10.3,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-01-07,6.2,7.3,14.7,,,12.0,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-01-13,5.2,7.5,12.2,,,32.6,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-01-22,5.3,7.7,14.8,,,28.3,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-01-28,6.3,7.6,11.4,,,32.1,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-02-04,8.0,7.5,12.2,,,73.5,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-02-10,6.0,7.8,11.5,,,79.1,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-02-18,7.7,7.5,12.9,,,52.9,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-02-24,8.5,7.6,12.5,,,24.2,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-03-04,10.2,7.0,9.1,,,21.5,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2014-03-10,8.8,7.8,11.9,,,66.8,0.0,0.0,0.0,0.0,0.0,11,정량한계미만,
하천,승촌보,광산,2014-03-18,11.1,7.3,7.8,,,33.8,0.0,0.0,0.0,0.0,0.0,11,정량한계미만,
하천,승촌보,광산,2014-03-24,11.6,8.2,12.2,,,91.0,575.0,0.0,575.0,0.0,0.0,12,정량한계미만,
하천,승촌보,광산,2014-04-01,15.9,7.1,4.6,,,24.5,0.0,0.0,0.0,0.0,0.0,10,정량한계미만,
하천,승촌보,광산,2014-04-07,14.7,7.7,8.7,,,51.1,0.0,0.0,0.0,0.0,0.0,9,3,
하천,승촌보,광산,2014-04-15,16.8,7.4,9.5,,,52.7,0.0,0.0,0.0,0.0,0.0,8,3,
하천,승촌보,광산,2014-04-21,17.3,7.3,7.1,,,76.7,325.0,0.0,325.0,0.0,0.0,11,7,
하천,승촌보,광산,2014-04-28,18.0,7.5,7.7,,,58.6,0.0,0.0,0.0,0.0,0.0,18,7,
하천,승촌보,광산,2014-05-07,18.7,7.6,9.9,,,46.4,0.0,0.0,0.0,0.0,0.0,15,5,
하천,승촌보,광산,2014-05-12,19.9,7.6,10.0,,,91.2,0.0,0.0,0.0,0.0,0.0,9,4,
하천,승촌보,광산,2014-05-20,22.1,7.8,8.5,,,64.0,0.0,0.0,0.0,0.0,0.0,5,7,
하천,승촌보,광산,2014-05-26,22.8,7.3,10.8,,,85.2,0.0,0.0,0.0,0.0,0.0,3,5,
하천,승촌보,광산,2014-05-28,23.4,7.9,9.7,,,86.4,0.0,0.0,0.0,0.0,0.0,3,8,
하천,승촌보,광산,2014-06-02,24.1,7.5,7.6,,,74.9,0.0,0.0,0.0,0.0,0.0,2,4,
하천,승촌보,광산,2014-06-10,24.6,8.0,9.8,,,62.7,0.0,0.0,0.0,0.0,0.0,1,정량한계미만,
하천,승촌보,광산,2014-06-16,24.7,8.2,11.2,,,50.8,0.0,0.0,0.0,0.0,0.0,3,4,
하천,승촌보,광산,2014-06-24,25.2,7.4,8.7,,,53.3,0.0,0.0,0.0,0.0,0.0,6,3,
하천,승촌보,광산,2014-07-01,26.3,8.3,10.3,,,69.3,1050.0,450.0,450.0,0.0,150.0,2,2,
하천,승촌보,광산,2014-07-07,23.4,7.0,3.5,,,64.4,0.0,0.0,0.0,0.0,0.0,6,정량한계미만,
하천,승촌보,광산,2014-07-15,26.8,7.7,8.4,,,50.2,0.0,0.0,0.0,0.0,0.0,6,9,
하천,승촌보,광산,2014-07-21,25.6,7.1,5.9,,,7.4,0.0,0.0,0.0,0.0,0.0,5,7,
하천,승촌보,광산,2014-07-28,28.0,8.1,7.5,,,99.5,625.0,0.0,0.0,625.0,0.0,11,5,
하천,승촌보,광산,2014-08-05,25.0,7.0,7.6,,,7.3,0.0,0.0,0.0,0.0,0.0,6,9,
하천,승촌보,광산,2014-08-11,26.5,7.5,7.3,,,41.4,600.0,0.0,600.0,0.0,0.0,정량한계미만,4,
하천,승촌보,광산,2014-08-19,22.9,7.2,7.8,,,1.8,0.0,0.0,0.0,0.0,0.0,정량한계미만,8,
하천,승촌보,광산,2014-08-26,23.1,6.7,7.1,,,3.2,0.0,0.0,0.0,0.0,0.0,정량한계미만,정량한계미만,
하천,승촌보,광산,2014-09-01,24.7,7.5,8.0,,,12.0,125.0,0.0,125.0,0.0,0.0,5,4,
하천,승촌보,광산,2014-09-11,25.5,7.2,8.2,,,22.4,0.0,0.0,0.0,0.0,0.0,7,6,
하천,승촌보,광산,2014-09-16,25.0,7.5,10.3,,,20.6,0.0,0.0,0.0,0.0,0.0,5,5,
하천,승촌보,광산,2014-09-22,23.8,7.7,11.4,,,44.3,700.0,0.0,0.0,425.0,275.0,5,8,
하천,승촌보,광산,2014-09-30,23.3,6.9,4.9,,,9.1,0.0,0.0,0.0,0.0,0.0,10,9,
하천,승촌보,광산,2014-10-06,21.8,7.9,13.8,,,27.0,0.0,0.0,0.0,0.0,0.0,11,10,
하천,승촌보,광산,2014-10-14,20.1,7.4,10.1,,,4.6,475.0,475.0,0.0,0.0,0.0,22,12,
하천,승촌보,광산,2014-10-21,19.2,7.4,7.6,,,5.8,750.0,750.0,0.0,0.0,0.0,20,12,
하천,승촌보,광산,2014-10-27,17.9,6.7,6.7,,,11.1,0.0,0.0,0.0,0.0,0.0,8,4,
하천,승촌보,광산,2014-11-04,14.8,7.5,7.6,,,39.4,0.0,0.0,0.0,0.0,0.0,11,9,
하천,승촌보,광산,2014-11-11,14.2,7.6,13.6,,,70.8,0.0,0.0,0.0,0.0,0.0,10,13,
하천,승촌보,광산,2014-11-18,11.9,7.6,13.5,,,50.4,0.0,0.0,0.0,0.0,0.0,10,13,
하천,승촌보,광산,2014-11-24,12.1,7.0,11.1,,,28.6,0.0,0.0,0.0,0.0,0.0,12,11,
하천,승촌보,광산,2014-12-03,9.7,7.2,7.8,,,5.4,0.0,0.0,0.0,0.0,0.0,8,7,
하천,승촌보,광산,2014-12-08,6.8,6.7,9.7,,,2.2,0.0,0.0,0.0,0.0,0.0,7,4,
하천,승촌보,광산,2014-12-15,6.0,7.2,10.6,,,3.6,0.0,0.0,0.0,0.0,0.0,7,6,
하천,승촌보,광산,2014-12-23,5.2,6.0,9.7,,,2.8,0.0,0.0,0.0,0.0,0.0,6,5,
하천,승촌보,광산,2014-12-29,5.8,7.3,11.8,,,2.8,0.0,0.0,0.0,0.0,0.0,5,2,
하천,죽산보,죽산,2014-01-07,4.3,7.9,16.8,,,28.4,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-01-13,3.5,8.8,16.0,,,63.7,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-01-22,3.2,9.0,16.2,,,152.8,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-01-23,3.3,9.3,18.2,,,95.6,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-01-27,3.9,9.0,16.8,,,56.7,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-01-28,4.0,9.1,16.3,,,67.1,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-02-04,4.2,8.9,13.5,,,55.0,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-02-11,4.7,8.9,15.6,,,67.0,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-02-17,5.3,9.0,16.4,,,49.3,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-02-19,5.5,9.0,14.7,,,115.8,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-02-24,6.3,8.8,15.2,,,60.9,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-03-04,7.7,8.9,14.5,,,23.2,0.0,0.0,0.0,0.0,0.0,,,
하천,죽산보,죽산,2014-03-11,7.4,7.8,11.8,,,27.5,0.0,0.0,0.0,0.0,0.0,9,8,
하천,죽산보,죽산,2014-03-18,9.6,8.0,13.5,,,49.3,0.0,0.0,0.0,0.0,0.0,7,정량한계미만,
하천,죽산보,죽산,2014-03-24,10.7,8.2,11.0,,,21.0,0.0,0.0,0.0,0.0,0.0,9,정량한계미만,
하천,죽산보,죽산,2014-04-01,14.4,7.3,8.6,,,21.4,0.0,0.0,0.0,0.0,0.0,13,정량한계미만,
하천,죽산보,죽산,2014-04-08,14.1,7.9,10.8,,,49.2,0.0,0.0,0.0,0.0,0.0,15,2,
하천,죽산보,죽산,2014-04-15,16.0,6.9,9.2,,,46.5,0.0,0.0,0.0,0.0,0.0,10,정량한계미만,
하천,죽산보,죽산,2014-04-21,16.4,7.3,9.0,,,29.1,0.0,0.0,0.0,0.0,0.0,9,3,
하천,죽산보,죽산,2014-04-28,17.7,7.3,6.8,,,20.4,0.0,0.0,0.0,0.0,0.0,8,4,
하천,죽산보,죽산,2014-05-07,17.9,7.3,6.6,,,23.7,0.0,0.0,0.0,0.0,0.0,9,4,
하천,죽산보,죽산,2014-05-13,19.5,7.5,6.0,,,17.8,0.0,0.0,0.0,0.0,0.0,8,정량한계미만,
하천,죽산보,죽산,2014-05-20,21.5,7.3,7.8,,,17.7,0.0,0.0,0.0,0.0,0.0,6,정량한계미만,
하천,죽산보,죽산,2014-05-27,22.6,7.8,8.1,,,32.8,0.0,0.0,0.0,0.0,0.0,4,2,
하천,죽산보,죽산,2014-06-02,23.8,8.5,11.6,,,63.2,0.0,0.0,0.0,0.0,0.0,4,3,
하천,죽산보,죽산,2014-06-10,24.0,7.4,6.4,,,19.7,0.0,0.0,0.0,0.0,0.0,2,정량한계미만,
하천,죽산보,죽산,2014-06-17,24.5,7.6,4.4,,,38.6,0.0,0.0,0.0,0.0,0.0,13,7,
하천,죽산보,죽산,2014-06-23,24.9,7.9,7.1,,,50.2,2675.0,2675.0,0.0,0.0,0.0,8,6,
하천,죽산보,죽산,2014-07-01,26.1,7.8,8.0,,,32.0,1725.0,1050.0,675.0,0.0,0.0,30,14,
하천,죽산보,죽산,2014-07-08,24.6,7.3,3.7,,,29.5,2225.0,2225.0,0.0,0.0,0.0,5,9,
하천,죽산보,죽산,2014-07-15,25.6,7.9,7.9,,,22.5,1700.0,1700.0,0.0,0.0,0.0,5,15,
하천,죽산보,죽산,2014-07-22,25.3,7.0,7.3,,,19.0,0.0,0.0,0.0,0.0,0.0,5,4,
하천,죽산보,죽산,2014-07-28,27.3,7.5,7.5,,,20.7,675.0,0.0,200.0,375.0,0.0,11,5,
하천,죽산보,죽산,2014-08-05,23.6,6.8,6.8,,,6.3,250.0,0.0,0.0,250.0,0.0,6,7,
하천,죽산보,죽산,2014-08-12,26.0,7.8,7.7,,,5.5,600.0,0.0,225.0,375.0,0.0,6,4,
하천,죽산보,죽산,2014-08-19,23.0,7.1,8.0,,,1.2,0.0,0.0,0.0,0.0,0.0,정량한계미만,6,
하천,죽산보,죽산,2014-08-26,23.7,7.3,9.3,,,1.9,0.0,0.0,0.0,0.0,0.0,정량한계미만,6,
하천,죽산보,죽산,2014-09-01,24.3,8.0,10.1,,,16.7,225.0,0.0,225.0,0.0,0.0,11,4,
하천,죽산보,죽산,2014-09-11,24.6,8.1,7.5,,,5.9,1350.0,0.0,350.0,1000.0,0.0,17,6,
하천,죽산보,죽산,2014-09-16,25.3,8.2,11.0,,,7.6,1425.0,550.0,350.0,0.0,525.0,15,6,
하천,죽산보,죽산,2014-09-22,24.9,8.4,13.2,,,17.1,1750.0,525.0,850.0,375.0,0.0,25,14,
하천,죽산보,죽산,2014-09-29,22.8,7.9,12.2,,,12.0,0.0,0.0,0.0,0.0,0.0,4,4,
하천,죽산보,죽산,2014-10-07,21.6,7.2,7.3,,,3.4,0.0,0.0,0.0,0.0,0.0,7,8,
하천,죽산보,죽산,2014-10-14,20.8,7.5,8.3,,,4.0,250.0,0.0,250.0,0.0,0.0,33,9,
하천,죽산보,죽산,2014-10-20,19.2,7.3,8.3,,,3.0,500.0,0.0,500.0,0.0,0.0,23,4,
하천,죽산보,죽산,2014-10-28,17.4,7.4,8.0,,,17.2,0.0,0.0,0.0,0.0,0.0,7,5,
하천,죽산보,죽산,2014-11-04,15.4,7.2,8.0,,,7.3,0.0,0.0,0.0,0.0,0.0,11,5,
하천,죽산보,죽산,2014-11-11,14.2,7.5,9.1,,,8.8,0.0,0.0,0.0,0.0,0.0,11,5,
하천,죽산보,죽산,2014-11-17,12.6,7.2,8.8,,,7.5,0.0,0.0,0.0,0.0,0.0,9,4,
하천,죽산보,죽산,2014-11-25,11.8,7.0,10.4,,,10.3,0.0,0.0,0.0,0.0,0.0,11,9,
하천,죽산보,죽산,2014-12-01,11.6,7.3,11.3,,,7.2,0.0,0.0,0.0,0.0,0.0,5,4,
하천,죽산보,죽산,2014-12-08,7.9,7.1,10.3,,,15.9,0.0,0.0,0.0,0.0,0.0,6,4,
하천,죽산보,죽산,2014-12-15,5.4,7.2,11.3,,,23.4,0.0,0.0,0.0,0.0,0.0,5,3,
하천,죽산보,죽산,2014-12-23,4.6,7.4,12.7,,,19.4,0.0,0.0,0.0,0.0,0.0,3,2,
하천,죽산보,죽산,2014-12-29,4.4,7.1,13.3,,,14.5,0.0,0.0,0.0,0.0,0.0,5,2,
하천,승촌보,광산,2015-01-05,5.3,7.0,12.8,,,3.3,0.0,0.0,0.0,0.0,0.0,7,4,
하천,승촌보,광산,2015-01-13,4.8,7.0,11.5,,,5.5,0.0,0.0,0.0,0.0,0.0,6,0,
하천,승촌보,광산,2015-01-20,5.3,7.0,12.9,,,7.7,0.0,0.0,0.0,0.0,0.0,9,7,
하천,승촌보,광산,2015-01-26,7.1,6.4,10.3,,,12.0,0.0,0.0,0.0,0.0,0.0,11,10,
하천,승촌보,광산,2015-02-02,5.5,7.1,12.0,,,15.3,0.0,0.0,0.0,0.0,0.0,6,2,
하천,승촌보,광산,2015-02-10,5.3,7.3,15.3,,,21.6,0.0,0.0,0.0,0.0,0.0,11,3,
하천,승촌보,광산,2015-02-16,7.1,6.9,11.7,,,28.8,0.0,0.0,0.0,0.0,0.0,9,4,
하천,승촌보,광산,2015-02-23,8.2,7.2,11.3,,,45.9,0.0,0.0,0.0,0.0,0.0,7,0,
하천,승촌보,광산,2015-03-02,8.0,6.8,12.7,,,55.4,0.0,0.0,0.0,0.0,0.0,14,11,
하천,승촌보,광산,2015-03-10,8.3,7.3,13.8,,,91.5,0.0,0.0,0.0,0.0,0.0,13,2,0.0
하천,승촌보,광산,2015-03-12,8.2,7.8,13.6,,,121.6,0.0,0.0,0.0,0.0,0.0,13,3,
하천,승촌보,광산,2015-03-16,9.2,7.6,12.8,,,73.4,0.0,0.0,0.0,0.0,0.0,13,5,0.0
하천,승촌보,광산,2015-03-24,13.5,7.8,11.2,,,142.0,0.0,0.0,0.0,0.0,0.0,17,0,0.0
하천,승촌보,광산,2015-03-26,13.1,8.2,13.4,,,150.5,0.0,0.0,0.0,0.0,0.0,19,6,0.0
하천,승촌보,광산,2015-03-30,13.0,7.6,9.4,,,136.8,0.0,0.0,0.0,0.0,0.0,18,7,0.0
하천,승촌보,광산,2015-04-07,14.4,7.0,3.4,,,9.1,0.0,0.0,0.0,0.0,0.0,13,10,0.0
하천,승촌보,광산,2015-04-14,15.3,7.3,9.0,,,75.5,0.0,0.0,0.0,0.0,0.0,9,0,0.0
하천,승촌보,광산,2015-04-20,15.6,7.3,9.1,,,97.7,0.0,0.0,0.0,0.0,0.0,5,12,0.0
하천,승촌보,광산,2015-04-27,18.0,7.2,8.3,,,41.5,0.0,0.0,0.0,0.0,0.0,6,10,0.0
하천,승촌보,광산,2015-05-04,20.2,6.9,7.6,,,65.7,0.0,0.0,0.0,0.0,0.0,8,0,0.0
하천,승촌보,광산,2015-05-11,19.7,6.9,2.6,,,55.4,0.0,0.0,0.0,0.0,0.0,3,9,0.0
하천,승촌보,광산,2015-05-19,21.2,6.9,5.7,,,49.0,0.0,0.0,0.0,0.0,0.0,4,9,0.0
하천,승촌보,광산,2015-05-26,22.5,7.4,9.7,,,55.1,0.0,0.0,0.0,0.0,0.0,5,7,0.0
하천,승촌보,광산,2015-06-02,24.4,7.0,9.8,,,46.8,0.0,0.0,0.0,0.0,0.0,0,0,0.0
하천,승촌보,광산,2015-06-08,23.5,6.8,8.4,,,56.6,0.0,0.0,0.0,0.0,0.0,31,12,0.0
하천,승촌보,광산,2015-06-16,24.0,6.4,3.4,,,15.4,0.0,0.0,0.0,0.0,0.0,6,5,0.0
하천,승촌보,광산,2015-06-23,23.7,6.3,5.0,,,30.0,0.0,0.0,0.0,0.0,0.0,4,4,0.0
하천,승촌보,광산,2015-06-29,24.0,6.8,7.2,,,74.4,0.0,0.0,0.0,0.0,0.0,4,3,0.0
하천,승촌보,광산,2015-07-06,26.0,7.7,9.3,,,82.0,4825.0,4375.0,450.0,0.0,0.0,4,5,0.0
하천,승촌보,광산,2015-07-14,23.9,7.0,5.9,,,8.7,0.0,0.0,0.0,0.0,0.0,3,0,0.0
하천,승촌보,광산,2015-07-20,27.0,7.6,6.8,,,69.1,3525.0,1875.0,1050.0,0.0,600.0,30,0,0.0
하천,승촌보,광산,2015-07-28,27.8,7.6,6.5,,,68.1,2000.0,1625.0,375.0,0.0,0.0,4,0,0.0
하천,승촌보,광산,2015-08-03,30.3,7.4,7.9,,,64.2,4425.0,3025.0,1400.0,0.0,0.0,12,4,0.0
하천,승촌보,광산,2015-08-10,29.6,7.1,4.7,,,79.9,4075.0,4075.0,0.0,0.0,0.0,89,4,0.0
하천,승촌보,광산,2015-08-17,27.5,7.5,6.9,,,60.5,5375.0,4875.0,500.0,0.0,0.0,6,5,0.0
하천,승촌보,광산,2015-08-25,25.3,6.9,5.9,,,30.8,0.0,0.0,0.0,0.0,0.0,5,6,0.0
하천,승촌보,광산,2015-08-31,26.3,7.5,8.3,,,64.4,0.0,0.0,0.0,0.0,0.0,4,5,0.0
하천,승촌보,광산,2015-09-08,24.7,6.9,4.7,,,28.6,0.0,0.0,0.0,0.0,0.0,5,5,0.0
하천,승촌보,광산,2015-09-14,23.9,7.6,11.8,,,95.2,0.0,0.0,0.0,0.0,0.0,4,7,0.0
하천,승촌보,광산,2015-09-22,24.0,7.2,8.8,,,17.1,0.0,0.0,0.0,0.0,0.0,7,8,0.0
하천,승촌보,광산,2015-09-30,23.2,7.0,6.9,,,11.4,0.0,0.0,0.0,0.0,0.0,5,6,0.0
하천,승촌보,광산,2015-10-05,20.5,7.0,6.1,,,20.3,0.0,0.0,0.0,0.0,0.0,4,4,0.0
하천,승촌보,광산,2015-10-12,19.9,7.4,12.7,,,71.2,0.0,0.0,0.0,0.0,0.0,8,22,0.0
하천,승촌보,광산,2015-10-20,19.9,7.0,7.8,,,35.8,0.0,0.0,0.0,0.0,0.0,4,27,0.0
하천,승촌보,광산,2015-10-26,19.9,6.7,8.9,,,27.9,0.0,0.0,0.0,0.0,0.0,7,18,0.0
하천,승촌보,광산,2015-11-02,15.5,6.7,5.0,,,22.1,0.0,0.0,0.0,0.0,0.0,6,5,0.0
하천,승촌보,광산,2015-11-09,16.9,6.7,5.5,,,29.1,0.0,0.0,0.0,0.0,0.0,9,6,0.0
하천,승촌보,광산,2015-11-17,15.4,6.8,6.0,,,23.3,0.0,0.0,0.0,0.0,0.0,3,0,0.0
하천,승촌보,광산,2015-11-24,14.5,6.6,6.7,,,17.6,0.0,0.0,0.0,0.0,0.0,6,3,0.0
하천,승촌보,광산,2015-12-01,9.7,6.4,8.7,,,7.3,0.0,0.0,0.0,0.0,0.0,5,4,0.0
하천,승촌보,광산,2015-12-07,8.8,6.6,8.0,,,5.2,0.0,0.0,0.0,0.0,0.0,6,4,0.0
하천,승촌보,광산,2015-12-15,10.7,6.4,8.4,,,6.2,0.0,0.0,0.0,0.0,0.0,5,4,0.0
하천,승촌보,광산,2015-12-21,8.0,6.8,10.3,,,10.1,0.0,0.0,0.0,0.0,0.0,5,2,0.0
하천,죽산보,죽산,2015-01-06,4.6,7.2,15.4,,,28.8,0.0,0.0,0.0,0.0,0.0,5,0,
하천,죽산보,죽산,2015-01-12,4.5,6.9,12.7,,,28.1,0.0,0.0,0.0,0.0,0.0,10,0,
하천,죽산보,죽산,2015-01-19,4.2,7.0,13.4,,,34.2,0.0,0.0,0.0,0.0,0.0,6,4,
하천,죽산보,죽산,2015-01-27,5.1,7.2,15.1,,,57.6,0.0,0.0,0.0,0.0,0.0,7,2,
하천,죽산보,죽산,2015-02-03,4.9,8.1,15.5,,,55.2,0.0,0.0,0.0,0.0,0.0,4,0,
하천,죽산보,죽산,2015-02-09,4.5,6.7,16.5,,,74.6,0.0,0.0,0.0,0.0,0.0,7,3,
하천,죽산보,죽산,2015-02-16,5.5,7.8,17.6,,,123.7,0.0,0.0,0.0,0.0,0.0,5,4,
하천,죽산보,죽산,2015-02-23,6.2,7.3,14.7,,,82.3,0.0,0.0,0.0,0.0,0.0,5,0,
하천,죽산보,죽산,2015-03-03,7.0,8.0,16.7,,,117.7,0.0,0.0,0.0,0.0,0.0,13,3,
