분류,지점명,채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),Microcystis,Anabaena,Oscillatoria,Aphanizomenon,지오스민,2MIB,Microcystin-LR (μg/L)
하천,죽산보,죽산,2017-02-06,4.4,8.0,16.6,,,115.1,0.0,0.0,0.0,0.0,0.0,7,3,0.0
하천,죽산보,죽산,2017-02-08,4.5,8.2,14.8,,,76.6,0.0,0.0,0.0,0.0,0.0,7,3,0.0
하천,죽산보,죽산,2017-02-13,4.2,8.0,15.2,,,142.4,0.0,0.0,0.0,0.0,0.0,7,3,0.0
하천,죽산보,죽산,2017-02-15,4.7,8.2,15.5,,,145.2,0.0,0.0,0.0,0.0,0.0,7,3,0.0
하천,죽산보,죽산,2017-02-20,5.9,7.2,15.7,,,61.8,0.0,0.0,0.0,0.0,0.0,7,3,0.0
하천,죽산보,죽산,2017-02-23,6.3,7.2,14.0,,,86.2,0.0,0.0,0.0,0.0,0.0,10,4,0.0
하천,죽산보,죽산,2017-02-27,6.8,7.6,14.1,,,73.6,0.0,0.0,0.0,0.0,0.0,11,4,0.0
하천,죽산보,죽산,2017-03-02,7.5,7.8,15.2,,,51.5,0.0,0.0,0.0,0.0,0.0,11,4,0.0
하천,죽산보,죽산,2017-03-06,7.2,7.9,13.8,,,49.4,0.0,0.0,0.0,0.0,0.0,10,3,0.0
하천,죽산보,죽산,2017-03-13,8.8,8.0,15.7,,,22.9,0.0,0.0,0.0,0.0,0.0,13,3,0.0
하천,죽산보,죽산,2017-03-20,9.6,7.2,11.1,,,8.8,0.0,0.0,0.0,0.0,0.0,14,3,0.0
하천,죽산보,죽산,2017-03-27,11.1,7.6,13.2,,,42.9,0.0,0.0,0.0,0.0,0.0,22,5,0.0
하천,죽산보,죽산,2017-04-03,12.0,7.4,11.8,,,36.3,0.0,0.0,0.0,0.0,0.0,11,3,0.0
하천,죽산보,죽산,2017-04-10,15.5,6.9,10.0,,,40.8,0.0,0.0,0.0,0.0,0.0,15,4,0.0
하천,죽산보,죽산,2017-04-17,17.5,6.9,12.5,,,112.2,0.0,0.0,0.0,0.0,0.0,12,3,0.0
하천,죽산보,죽산,2017-04-24,16.8,7.1,9.1,,,55.0,225.0,0.0,225.0,0.0,0.0,11,4,0.0
하천,죽산보,죽산,2017-05-02,19.9,7.5,9.1,,,17.4,0.0,0.0,0.0,0.0,0.0,5,4,0.0
하천,죽산보,죽산,2017-05-08,19.7,6.7,7.1,,,10.7,0.0,0.0,0.0,0.0,0.0,8,4,0.0
하천,죽산보,죽산,2017-05-15,19.8,7.5,8.6,,,30.2,0.0,0.0,0.0,0.0,0.0,7,3,0.0
하천,죽산보,죽산,2017-05-22,21.4,7.9,10.5,,,14.2,0.0,0.0,0.0,0.0,0.0,5,3,0.0
하천,죽산보,죽산,2017-05-29,21.8,7.6,11.2,,,25.7,0.0,0.0,0.0,0.0,0.0,4,3,0.0
하천,죽산보,죽산,2017-06-05,23.5,7.7,8.7,,,49.7,43150.0,39825.0,0.0,0.0,3325.0,13,2,0.0
하천,죽산보,죽산,2017-06-08,22.0,7.1,7.5,,,14.6,0.0,0.0,0.0,0.0,0.0,6,2,0.0
하천,죽산보,죽산,2017-06-12,23.5,7.4,9.9,,,44.8,700.0,300.0,400.0,0.0,0.0,36,3,0.0
하천,죽산보,죽산,2017-06-19,24.3,7.2,8.4,,,25.5,14020.0,7180.0,5860.0,0.0,980.0,7,3,0.0
하천,죽산보,죽산,2017-06-22,25.2,7.7,9.0,,,28.8,93200.0,91540.0,800.0,0.0,860.0,13,3,2.7
하천,죽산보,죽산,2017-06-26,25.5,7.2,6.2,,,15.8,15920.0,13480.0,600.0,0.0,1840.0,9,3,0.0
하천,죽산보,죽산,2017-06-29,25.3,6.6,5.7,,,8.5,11560.0,11560.0,0.0,0.0,0.0,7,5,0.0
하천,죽산보,죽산,2017-07-03,25.7,6.7,4.5,,,10.8,0.0,0.0,0.0,0.0,0.0,5,7,0.0
하천,죽산보,죽산,2017-07-06,27.4,6.9,6.1,,,14.5,5300.0,5300.0,0.0,0.0,0.0,21,6,0.0
하천,죽산보,죽산,2017-07-10,27.6,6.6,5.4,,,11.6,0.0,0.0,0.0,0.0,0.0,5,11,0.0
하천,죽산보,죽산,2017-07-17,26.7,6.2,5.7,,,8.3,0.0,0.0,0.0,0.0,0.0,6,8,0.0
하천,죽산보,죽산,2017-07-24,28.5,7.1,6.5,,,27.0,6820.0,5320.0,1500.0,0.0,0.0,16,4,0.0
하천,죽산보,죽산,2017-08-01,29.4,7.2,6.5,,,22.3,83100.0,78380.0,620.0,0.0,4100.0,34,3,0.0
하천,죽산보,죽산,2017-08-03,29.4,7.0,9.0,,,116.4,357600.0,357600.0,0.0,0.0,0.0,11,2,0.0
하천,죽산보,죽산,2017-08-07,30.5,8.1,10.9,,,33.5,134100.0,130400.0,0.0,3700.0,0.0,10,5,0.0
하천,죽산보,죽산,2017-08-09,30.7,8.2,11.0,,,33.8,98950.0,98150.0,0.0,800.0,0.0,9,9,0.0
하천,죽산보,죽산,2017-08-14,28.5,6.6,6.0,,,31.0,21500.0,21500.0,0.0,0.0,0.0,17,13,0.0
하천,죽산보,죽산,2017-08-17,26.1,6.6,4.6,,,8.6,200.0,200.0,0.0,0.0,0.0,6,10,0.0
하천,죽산보,죽산,2017-08-21,26.6,6.6,5.8,,,12.3,0.0,0.0,0.0,0.0,0.0,4,7,0.0
하천,죽산보,죽산,2017-08-28,25.5,6.7,6.5,,,7.1,0.0,0.0,0.0,0.0,0.0,6,11,0.0
하천,죽산보,죽산,2017-09-04,25.6,7.9,11.6,,,66.0,18300.0,16660.0,240.0,0.0,1400.0,3,18,0.0
하천,죽산보,죽산,2017-09-07,24.3,6.8,4.8,,,5.8,375.0,375.0,0.0,0.0,0.0,5,10,0.0
하천,죽산보,죽산,2017-09-12,22.5,6.6,6.9,,,10.6,2975.0,2975.0,0.0,0.0,0.0,6,6,0.0
하천,죽산보,죽산,2017-09-18,23.6,7.4,11.5,,,71.0,1125.0,0.0,0.0,0.0,1125.0,6,12,0.0
하천,죽산보,죽산,2017-09-25,23.9,7.8,11.3,,,52.3,15440.0,14340.0,440.0,0.0,660.0,7,25,0.0
하천,죽산보,죽산,2017-09-27,24.2,6.7,8.8,,,15.0,5240.0,5240.0,0.0,0.0,0.0,5,33,0.0
하천,죽산보,죽산,2017-10-10,21.0,7.5,8.2,,,89.8,3900.0,3900.0,0.0,0.0,0.0,7,10,0.0
하천,죽산보,죽산,2017-10-16,19.3,6.8,7.1,,,13.2,0.0,0.0,0.0,0.0,0.0,3,8,0.0
하천,죽산보,죽산,2017-10-23,18.3,7.3,8.5,,,13.3,0.0,0.0,0.0,0.0,0.0,2,8,0.0
하천,죽산보,죽산,2017-10-30,16.9,7.0,10.8,,,23.9,0.0,0.0,0.0,0.0,0.0,3,6,0.0
하천,죽산보,죽산,2017-11-06,14.7,6.8,9.8,,,13.2,0.0,0.0,0.0,0.0,0.0,3,6,0.0
하천,죽산보,죽산,2017-11-13,13.5,7.6,8.4,,,9.0,2780.0,720.0,1940.0,0.0,120.0,5,6,0.0
하천,죽산보,죽산,2017-11-20,10.3,7.9,10.6,,,32.7,0.0,0.0,0.0,0.0,0.0,3,4,0.0
하천,죽산보,죽산,2017-11-27,8.5,7.5,11.0,,,11.1,0.0,0.0,0.0,0.0,0.0,6,6,0.0
하천,죽산보,죽산,2017-12-04,7.2,7.0,10.7,,,14.8,0.0,0.0,0.0,0.0,0.0,22,16,0.0
하천,죽산보,죽산,2017-12-11,5.7,7.7,12.4,,,27.7,0.0,0.0,0.0,0.0,0.0,6,4,0.0
하천,죽산보,죽산,2017-12-18,4.0,8.1,15.0,,,28.3,0.0,0.0,0.0,0.0,0.0,7,5,0.0
하천,죽산보,죽산,2017-12-26,4.8,7.7,14.1,,,39.5,0.0,0.0,0.0,0.0,0.0,6,4,0.0
하천,승촌보,광산,2018-01-02,6.9,7.2,13.8,,,24.9,0.0,0.0,0.0,0.0,0.0,7.0,4,0.0
하천,승촌보,광산,2018-01-08,6.3,7.0,13.0,,,42.1,0.0,0.0,0.0,0.0,0.0,8.0,5,0.0
하천,승촌보,광산,2018-01-15,5.3,7.0,13.3,,,80.8,0.0,0.0,0.0,0.0,0.0,8.0,5,0.0
하천,승촌보,광산,2018-01-22,7.0,7.5,13.2,,,67.2,0.0,0.0,0.0,0.0,0.0,5.0,3,0.0
하천,승촌보,광산,2018-01-29,3.6,7.5,14.4,,,67.3,0.0,0.0,0.0,0.0,0.0,7.0,3,0.0
하천,승촌보,광산,2018-02-05,4.5,7.5,13.3,,,51.1,0.0,0.0,0.0,0.0,0.0,7.0,정량한계미만,0.0
하천,승촌보,광산,2018-02-13,6.1,7.6,13.6,,,64.5,0.0,0.0,0.0,0.0,0.0,7.0,4,0.0
하천,승촌보,광산,2018-02-19,6.9,7.5,13.1,,,100.2,0.0,0.0,0.0,0.0,0.0,8.0,4,0.0
하천,승촌보,광산,2018-02-26,8.5,7.5,13.1,,,64.3,0.0,0.0,0.0,0.0,0.0,9.0,4,0.0
하천,승촌보,광산,2018-03-05,10.1,7.2,5.6,,,72.6,0.0,0.0,0.0,0.0,0.0,10.0,5,0.0
하천,승촌보,광산,2018-03-12,10.6,7.6,11.1,,,67.8,0.0,0.0,0.0,0.0,0.0,13.0,5,0.0
하천,승촌보,광산,2018-03-19,12.3,7.2,6.8,,,6.8,0.0,0.0,0.0,0.0,0.0,9.0,8,0.0
하천,승촌보,광산,2018-03-26,13.8,7.3,7.7,,,20.4,0.0,0.0,0.0,0.0,0.0,8.0,5,0.0
하천,승촌보,광산,2018-04-02,17.6,7.5,6.7,,,54.4,0.0,0.0,0.0,0.0,0.0,7.0,6,0.0
하천,승촌보,광산,2018-04-09,13.8,7.3,8.6,,,24.0,0.0,0.0,0.0,0.0,0.0,6.0,8,0.0
하천,승촌보,광산,2018-04-16,14.8,7.2,9.0,,,54.2,575.0,0.0,575.0,0.0,0.0,6.0,6,0.0
하천,승촌보,광산,2018-04-24,16.3,7.6,7.3,,,12.5,0.0,0.0,0.0,0.0,0.0,7.0,11,0.0
하천,승촌보,광산,2018-04-30,20.0,7.4,8.4,,,32.9,0.0,0.0,0.0,0.0,0.0,5.0,8,0.0
하천,승촌보,광산,2018-05-08,18.9,7.6,8.1,,,76.3,0.0,0.0,0.0,0.0,0.0,5.0,6,0.0
하천,승촌보,광산,2018-05-14,21.3,7.5,7.8,,,50.5,0.0,0.0,0.0,0.0,0.0,4.0,4,0.0
하천,승촌보,광산,2018-05-21,21.0,7.5,9.3,,,35.5,0.0,0.0,0.0,0.0,0.0,4.0,5,0.0
하천,승촌보,광산,2018-05-28,24.6,7.5,8.1,,,28.6,0.0,0.0,0.0,0.0,0.0,4.0,7,0.0
하천,승촌보,광산,2018-06-04,25.1,7.5,7.6,,,43.2,0.0,0.0,0.0,0.0,0.0,3.0,7,0.0
하천,승촌보,광산,2018-06-11,24.8,7.4,6.1,,,21.3,0.0,0.0,0.0,0.0,0.0,3.0,5,0.0
하천,승촌보,광산,2018-06-18,26.5,7.8,9.4,,,99.6,123.0,0.0,123.0,0.0,0.0,6.0,7,0.0
하천,승촌보,광산,2018-06-25,27.4,7.8,7.8,,,35.8,0.0,0.0,0.0,0.0,0.0,3.0,4,0.0
하천,승촌보,광산,2018-07-02,23.7,7.5,5.8,,,5.2,175.0,0.0,0.0,175.0,0.0,5.0,6,0.0
하천,승촌보,광산,2018-07-09,24.9,7.5,4.6,,,13.3,0.0,0.0,0.0,0.0,0.0,3.0,4,0.0
하천,승촌보,광산,2018-07-16,31.2,7.9,9.0,,,27.4,203.0,203.0,0.0,0.0,0.0,3.0,6,0.0
하천,승촌보,광산,2018-07-23,31.2,8.4,13.2,,,156.1,467.0,14.0,0.0,453.0,0.0,4.0,8,0.0
하천,승촌보,광산,2018-07-26,31.7,8.3,12.8,,,166.8,868.0,267.0,24.0,577.0,0.0,6.0,8,0.0
하천,승촌보,광산,2018-07-30,32.4,8.7,13.3,,,150.6,417.0,291.0,27.0,99.0,0.0,3.0,9,0.0
하천,승촌보,광산,2018-08-02,32.3,8.0,11.9,,,160.2,420.0,367.0,14.0,39.0,0.0,2.0,7,0.0
하천,승촌보,광산,2018-08-06,32.5,8.6,12.5,,,174.7,465.0,320.0,14.0,131.0,0.0,5.0,11,0.0
하천,승촌보,광산,2018-08-09,32.1,8.5,13.8,,,168.5,1153.0,198.0,0.0,944.0,11.0,6.0,15,0.0
하천,승촌보,광산,2018-08-13,31.5,7.9,9.5,,,54.6,342.0,205.0,0.0,137.0,0.0,5.0,11,0.0
하천,승촌보,광산,2018-08-16,30.6,7.7,8.2,,,36.8,376.0,34.0,0.0,342.0,0.0,6.0,20,0.0
하천,승촌보,광산,2018-08-20,29.8,8.4,10.2,,,85.3,805.0,236.0,0.0,569.0,0.0,5.0,11,0.0
하천,승촌보,광산,2018-08-28,24.3,6.9,6.7,,,5.6,0.0,0.0,0.0,0.0,0.0,6.0,6,0.0
하천,승촌보,광산,2018-09-03,25.8,7.1,5.1,,,2.6,0.0,0.0,0.0,0.0,0.0,4.0,6,0.0
하천,승촌보,광산,2018-09-10,24.8,7.1,5.2,,,15.7,0.0,0.0,0.0,0.0,0.0,5.0,6,0.0
하천,승촌보,광산,2018-09-17,25.1,7.4,7.2,,,54.3,146.0,112.0,34.0,0.0,0.0,7.0,7,분석중
하천,승촌보,광산,2018-09-27,22.3,7.6,10.0,,,41.4,304.0,304.0,0.0,0.0,0.0,9.0,9,0.0
하천,승촌보,광산,2018-10-01,21.2,7.2,10.2,,,72.8,286.0,286.0,0.0,0.0,0.0,12.0,9,0.0
하천,승촌보,광산,2018-10-08,19.7,7.1,6.3,,,6.2,66.0,0.0,24.0,0.0,42.0,7.0,9,0.0
하천,승촌보,광산,2018-10-15,18.1,7.4,8.8,,,27.3,23.0,0.0,0.0,0.0,23.0,8.0,5,0.0
하천,승촌보,광산,2018-10-22,17.1,7.5,9.5,,,26.3,0.0,0.0,0.0,0.0,0.0,7.0,5,
하천,승촌보,광산,2018-10-29,16.0,7.4,8.5,,,36.2,0.0,0.0,0.0,0.0,0.0,10.0,6,
하천,승촌보,광산,2018-11-05,14.6,7.8,9.7,,,31.8,0.0,0.0,0.0,0.0,0.0,10.0,8,
하천,승촌보,광산,2018-11-12,15.1,7.5,6.0,,,36.9,0.0,0.0,0.0,0.0,0.0,9.0,13,
하천,승촌보,광산,2018-11-19,12.8,7.9,11.6,,,73.2,0.0,0.0,0.0,0.0,0.0,9.0,7,0.0
하천,승촌보,광산,2018-11-26,11.1,7.8,11.5,,,85.5,0.0,0.0,0.0,0.0,0.0,10.0,7,0.0
하천,승촌보,광산,2018-12-03,12.0,8.0,12.1,,,77.5,0.0,0.0,0.0,0.0,0.0,12.0,7,0.0
하천,승촌보,광산,2018-12-10,6.0,7.9,11.2,,,74.0,0.0,0.0,0.0,0.0,0.0,7.0,5,0.0
하천,승촌보,광산,2018-12-17,6.7,7.9,12.3,,,45.8,0.0,0.0,0.0,0.0,0.0,7.0,4,0.0
하천,승촌보,광산,2018-12-24,8.9,7.8,11.1,,,분석중,0.0,0.0,0.0,0.0,0.0,9.0,5,0.0
하천,죽산보,죽산,2018-01-02,4.4,7.6,14.9,,,15.8,0.0,0.0,0.0,0.0,0.0,6.0,4,0.0
하천,죽산보,죽산,2018-01-08,4.4,7.8,16.5,,,100.3,0.0,0.0,0.0,0.0,0.0,6.0,5,0.0
하천,죽산보,죽산,2018-01-15,3.4,8.2,15.6,,,87.1,0.0,0.0,0.0,0.0,0.0,6.0,4,0.0
하천,죽산보,죽산,2018-01-18,4.7,8.1,15.8,,,99.2,0.0,0.0,0.0,0.0,0.0,7.0,5,0.0
하천,죽산보,죽산,2018-01-22,5.5,8.3,15.3,,,136.0,0.0,0.0,0.0,0.0,0.0,5.0,3,0.0
하천,죽산보,죽산,2018-01-25,4.2,8.8,17.4,,,108.2,0.0,0.0,0.0,0.0,0.0,8.0,3,0.0
하천,죽산보,죽산,2018-01-29,3.9,8.4,13.4,,,174.2,0.0,0.0,0.0,0.0,0.0,7.0,3,0.0
하천,죽산보,죽산,2018-02-01,3.5,8.1,17.4,,,,,,,,,,,
하천,죽산보,죽산,2018-02-05,2.5,8.9,15.8,,,57.1,0.0,0.0,0.0,0.0,0.0,6.0,2,0.0
하천,죽산보,죽산,2018-02-08,,,,,,,,,,,,,,
하천,죽산보,죽산,2018-02-12,,,,,,,,,,,,,,
하천,죽산보,죽산,2018-02-13,3.8,8.5,14.8,,,49.3,0.0,0.0,0.0,0.0,0.0,7.0,3,0.0
하천,죽산보,죽산,2018-02-19,4.4,8.3,15.2,,,48.6,0.0,0.0,0.0,0.0,0.0,8.0,3,0.0
하천,죽산보,죽산,2018-02-26,6.0,8.2,14.2,,,38.3,0.0,0.0,0.0,0.0,0.0,8.0,3,0.0
하천,죽산보,죽산,2018-03-05,9.3,7.8,11.1,,,29.1,0.0,0.0,0.0,0.0,0.0,9.0,3,0.0
하천,죽산보,죽산,2018-03-12,10.6,7.7,9.5,,,20.3,0.0,0.0,0.0,0.0,0.0,13.0,5,0.0
하천,죽산보,죽산,2018-03-19,12.5,7.5,9.1,,,9.9,0.0,0.0,0.0,0.0,0.0,11.0,6,0.0
하천,죽산보,죽산,2018-03-26,11.4,7.5,10.1,,,39.5,0.0,0.0,0.0,0.0,0.0,8.0,5,0.0
하천,죽산보,죽산,2018-04-02,17.1,8.5,12.7,,,49.2,0.0,0.0,0.0,0.0,0.0,11.0,5,0.0
하천,죽산보,죽산,2018-04-09,12.9,7.8,9.6,,,57.5,0.0,0.0,0.0,0.0,0.0,7.0,5,0.0
하천,죽산보,죽산,2018-04-16,14.9,8.2,11.2,,,65.7,0.0,0.0,0.0,0.0,0.0,5.0,5,0.0
하천,죽산보,죽산,2018-04-23,18.3,8.2,9.7,,,27.6,0.0,0.0,0.0,0.0,0.0,6.0,6,0.0
하천,죽산보,죽산,2018-04-30,19.0,8.3,9.7,,,66.3,0.0,0.0,0.0,0.0,0.0,5.0,7,0.0
하천,죽산보,죽산,2018-05-08,18.5,7.5,8.3,,,34.0,0.0,0.0,0.0,0.0,0.0,4.0,5,0.0
하천,죽산보,죽산,2018-05-14,20.2,7.5,6.9,,,48.8,0.0,0.0,0.0,0.0,0.0,3.0,9,0.0
하천,죽산보,죽산,2018-05-21,21.9,7.4,6.9,,,64.1,0.0,0.0,0.0,0.0,0.0,4.0,7,0.0
하천,죽산보,죽산,2018-05-28,22.4,8.3,8.1,,,91.7,0.0,0.0,0.0,0.0,0.0,9.0,17,0.0
하천,죽산보,죽산,2018-06-04,24.5,7.9,5.9,,,29.7,0.0,0.0,0.0,0.0,0.0,4.0,10,0.0
하천,죽산보,죽산,2018-06-11,25.5,7.6,4.1,,,20.5,0.0,0.0,0.0,0.0,0.0,3.0,7,0.0
하천,죽산보,죽산,2018-06-18,25.3,7.8,4.0,,,30.2,1094.0,832.0,262.0,0.0,0.0,12.0,7,0.0
하천,죽산보,죽산,2018-06-25,26.3,8.1,6.2,,,24.4,8124.0,6740.0,1076.0,0.0,308.0,40.0,3,0.1
하천,죽산보,죽산,2018-07-02,23.6,7.5,6.1,,,4.5,0.0,0.0,0.0,0.0,0.0,5.0,4,0.0
하천,죽산보,죽산,2018-07-09,26.1,7.5,7.8,,,67.1,1942.0,1450.0,453.0,0.0,39.0,12.0,5,0.0
하천,죽산보,죽산,2018-07-16,29.4,8.7,5.8,,,19.4,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0
하천,죽산보,죽산,2018-07-23,31.2,8.7,7.4,,,41.5,71700.0,66220.0,2320.0,640.0,2360.0,15.0,8,0.6
하천,죽산보,죽산,2018-07-26,31.0,8.7,5.8,,,36.4,259700.0,251000.0,2600.0,3900.0,2200.0,33.0,8,2.0
하천,죽산보,죽산,2018-07-30,31.7,9.0,7.9,,,77.0,162004.0,158300.0,378.0,3198.0,128.0,16.0,12,0.8
하천,죽산보,죽산,2018-08-02,32.1,8.9,8.1,,,113.3,167523.0,167400.0,0.0,0.0,123.0,5.0,6,2.8
하천,죽산보,죽산,2018-08-06,31.4,8.7,7.6,,,44.0,71537.0,70800.0,190.0,547.0,0.0,11.0,11,1.4
하천,죽산보,죽산,2018-08-09,31.6,8.3,6.4,,,38.9,38804.0,37900.0,140.0,747.0,17.0,16.0,11,1.7
하천,죽산보,죽산,2018-08-13,30.8,7.4,3.5,,,25.0,24500.0,23900.0,0.0,0.0,600.0,3.0,12,0.2
하천,죽산보,죽산,2018-08-16,31.0,7.8,4.7,,,20.6,38507.0,37300.0,591.0,616.0,0.0,25.0,11,0.3
하천,죽산보,죽산,2018-08-20,29.2,8.0,7.4,,,44.4,59091.0,56400.0,202.0,2489.0,0.0,37.0,13,0.5
하천,죽산보,죽산,2018-08-24,26.4,7.4,5.0,,,34.2,827.0,554.0,24.0,232.0,17.0,4.0,10,0.0
하천,죽산보,죽산,2018-08-28,24.1,6.6,5.8,,,7.7,0.0,0.0,0.0,0.0,0.0,6.0,7,0.0
하천,죽산보,죽산,2018-09-03,24.1,6.9,6.5,,,5.7,151.0,103.0,0.0,16.0,32.0,3.0,6,0.0
하천,죽산보,죽산,2018-09-10,23.4,7.3,7.7,,,52.5,981.0,833.0,136.0,0.0,12.0,4.0,6,0.0
하천,죽산보,죽산,2018-09-17,24.5,7.7,7.3,,,45.1,6498.0,5870.0,58.0,0.0,570.0,3.0,7,분석중
하천,죽산보,죽산,2018-09-27,22.4,8.0,10.5,,,103.6,8900.0,8180.0,0.0,0.0,720.0,4.0,6,0.1
하천,죽산보,죽산,2018-10-01,22.0,8.7,11.7,,,135.5,1092.0,964.0,31.0,0.0,97.0,4.0,8,0.0
하천,죽산보,죽산,2018-10-08,19.1,7.1,7.3,,,7.1,0.0,0.0,0.0,0.0,0.0,3.0,5,0.0
하천,죽산보,죽산,2018-10-15,17.5,8.3,12.3,,,59.9,0.0,0.0,0.0,0.0,0.0,4.0,4,0.0
하천,죽산보,죽산,2018-10-22,16.8,8.9,14.2,,,37.7,0.0,0.0,0.0,0.0,0.0,3.0,4,
하천,죽산보,죽산,2018-10-29,16.3,7.9,10.5,,,29.3,0.0,0.0,0.0,0.0,0.0,6.0,5,
하천,죽산보,죽산,2018-11-05,13.8,8.3,14.7,,,93.4,0.0,0.0,0.0,0.0,0.0,6.0,7,
하천,죽산보,죽산,2018-11-12,13.8,7.6,9.6,,,51.4,0.0,0.0,0.0,0.0,0.0,4.0,7,
하천,죽산보,죽산,2018-11-19,11.1,8.6,13.9,,,109.6,0.0,0.0,0.0,0.0,0.0,5.0,6,0.0
하천,죽산보,죽산,2018-11-26,10.1,8.0,13.0,,,77.2,0.0,0.0,0.0,0.0,0.0,8.0,6,0.0
하천,죽산보,죽산,2018-12-03,11.5,8.4,13.5,,,72.0,0.0,0.0,0.0,0.0,0.0,10.0,7,0.0
하천,죽산보,죽산,2018-12-10,4.5,8.4,15.2,,,75.9,0.0,0.0,0.0,0.0,0.0,6.0,4,0.0
하천,죽산보,죽산,2018-12-17,4.8,8.4,16.7,,,106.8,0.0,0.0,0.0,0.0,0.0,5.0,3,0.0
하천,죽산보,죽산,2018-12-24,7.2,8.2,14.2,,,분석중,0.0,0.0,0.0,0.0,0.0,9.0,4,0.0
하천,승촌보,광산,2019-01-03,,,,,,,,,,,,,,
하천,승촌보,광산,2019-01-07,6.0,8.2,12.5,,,31.4,0.0,0.0,0.0,0.0,0.0,6.0,3,0.0
하천,승촌보,광산,2019-01-14,7.6,7.5,12.1,,,44.7,0.0,0.0,0.0,0.0,0.0,8.0,3,0.0
하천,승촌보,광산,2019-01-21,6.8,7.6,12.1,,,32.4,0.0,0.0,0.0,0.0,0.0,6.0,2,0.0
하천,승촌보,광산,2019-01-28,6.5,7.8,13.3,,,59.6,0.0,0.0,0.0,0.0,0.0,9.0,2,0.0
하천,승촌보,광산,2019-02-07,8.1,7.4,8.9,,,99.0,0.0,0.0,0.0,0.0,0.0,10.0,7,0.0
하천,승촌보,광산,2019-02-11,5.9,8.1,13.5,,,121.4,34.0,0.0,0.0,34.0,0.0,15.0,5,0.0
하천,승촌보,광산,2019-02-14,6.5,8.3,14.3,,,126.1,0.0,0.0,0.0,0.0,0.0,16.0,6,0.0
하천,승촌보,광산,2019-02-18,7.0,7.7,15.6,,,92.2,0.0,0.0,0.0,0.0,0.0,12.0,4,0.0
하천,승촌보,광산,2019-02-21,7.4,7.4,7.5,,,54.7,0.0,0.0,0.0,0.0,0.0,13.0,7,0.0
하천,승촌보,광산,2019-02-25,9.0,8.0,11.6,,,148.2,0.0,0.0,0.0,0.0,0.0,17.0,6,0.0
하천,승촌보,광산,2019-02-27,10.1,7.9,13.4,,,71.7,0.0,0.0,0.0,0.0,0.0,21.0,9,0.0
하천,승촌보,광산,2019-03-04,12.0,7.6,12.8,,,68.1,0.0,0.0,0.0,0.0,0.0,20.0,6,0.0
하천,승촌보,광산,2019-03-07,12.3,7.8,12.6,,,79.6,0.0,0.0,0.0,0.0,0.0,24.0,5,0.0
하천,승촌보,광산,2019-03-11,12.1,7.5,8.7,,,76.8,0.0,0.0,0.0,0.0,0.0,31.0,5,0.0
하천,승촌보,광산,2019-03-18,12.1,7.8,12.1,,,80.5,0.0,0.0,0.0,0.0,0.0,22.0,8,0.0
하천,승촌보,광산,2019-03-25,11.8,8.1,8.0,,,41.4,0.0,0.0,0.0,0.0,0.0,16.0,6,0.0
하천,승촌보,광산,2019-04-01,12.2,8.1,8.6,,,24.1,0.0,0.0,0.0,0.0,0.0,16.0,8,0.0
하천,승촌보,광산,2019-04-08,14.8,8.2,7.9,,,26.0,0.0,0.0,0.0,0.0,0.0,14.0,13,0.0
하천,승촌보,광산,2019-04-15,13.7,9.0,11.8,,,84.0,0.0,0.0,0.0,0.0,0.0,8.0,7,0.0
하천,승촌보,광산,2019-04-22,20.2,8.4,10.1,,,70.5,0.0,0.0,0.0,0.0,0.0,10.0,13,0.0
하천,승촌보,광산,2019-04-30,15.6,7.8,6.8,,,16.2,0.0,0.0,0.0,0.0,0.0,7.0,6,0.0
하천,승촌보,광산,2019-05-07,19.4,8.6,10.1,,,41.1,0.0,0.0,0.0,0.0,0.0,9.0,13,0.0
하천,승촌보,광산,2019-05-13,21.6,7.5,12.4,,,79.0,0.0,0.0,0.0,0.0,0.0,12.0,9,0.0
하천,승촌보,광산,2019-05-20,20.9,7.3,5.6,,,42.5,0.0,0.0,0.0,0.0,0.0,8.0,11,0.0
하천,승촌보,광산,2019-05-28,20.4,7.0,4.3,,,35.9,0.0,0.0,0.0,0.0,0.0,6.0,10,0.0
하천,승촌보,광산,2019-06-03,22.9,7.6,8.4,,,68.7,0.0,0.0,0.0,0.0,0.0,5.0,6,0.0
하천,승촌보,광산,2019-06-10,24.1,7.7,4.7,,,34.6,0.0,0.0,0.0,0.0,0.0,5.0,6,0.0
하천,승촌보,광산,2019-06-17,24.4,8.2,8.2,,,77.6,0.0,0.0,0.0,0.0,0.0,4.0,4,0.0
하천,승촌보,광산,2019-06-24,26.0,7.9,4.8,,,74.7,48.0,48.0,0.0,0.0,0.0,6.0,7,0.0
하천,승촌보,광산,2019-07-02,24.3,7.2,3.8,,,8.3,0.0,0.0,0.0,0.0,0.0,8.0,9,0.0
하천,승촌보,광산,2019-07-08,27.1,7.3,6.7,,,67.1,164.0,164.0,0.0,0.0,0.0,6.0,6,0.0
하천,승촌보,광산,2019-07-15,26.4,8.7,7.4,,,63.7,46.0,46.0,0.0,0.0,0.0,4.0,6,0.0
하천,승촌보,광산,2019-07-23,26.6,8.1,4.7,,,5.9,0.0,0.0,0.0,0.0,0.0,7.0,8,0.0
