"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"광산","2019/04/15","3회차","","13.7","11.8","5.8","12.5","84.0","5.834","0.349","8.8","9.0","0.000","374","23000","","","","","","","","","","","","","5.246","3.224","1.772","0.062","0.019","28.5","","1300","","","","","","","","","","","","","","","","","","","","21.184",""
"영산포1","2019/04/15","3회차","","13.9","11.7","4.3","8.6","52.7","3.785","0.144","4.9","7.8","정량한계미만","289","720","","","","","","","","","","","","","3.567","1.119","1.544","0.081","0.054","8.8","","60","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/04/22","4회차","","20.2","10.1","5.8","12.7","70.5","6.980","0.253","8.5","8.4","0.000","412","2200","","","","","","","","","","","","","6.469","4.554","1.799","0.081","0.021","18.0","","240","","","","","","","","","","","","","","","","","","","","14.510",""
"영산포1","2019/04/22","4회차","","20.7","16.0","5.6","9.7","34.0","4.843","0.081","5.0","9.4","정량한계미만","335","60","","","","","","","","","","","","","4.737","1.163","2.098","0.081","0.000","8.8","","7","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2019/04/29","5회차","","15.8","9.1","4.6","9.2","11.4","6.113","0.093","4.7","7.6","정량한계미만","377","370","","","","","","","","","","","","","5.645","2.807","1.600","0.045","0.027","10.0","","78","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/04/30","5회차","","15.6","6.8","5.8","12.2","16.2","3.922","0.407","8.3","7.8","0.000","234","310000","","","","","","","","","","","","","3.753","2.428","1.255","0.159","0.156","59.1","","61000","","","","","","","","","","","","","","","","","","","","25.249",""
"광산","2019/05/07","1회차","","19.4","10.1","4.7","9.7","41.1","6.186","0.147","7.3","8.6","0.000","410","3600","","","","","","","","","","","","","5.995","3.514","2.356","0.071","0.023","13.5","","250","","","","","","","","","","","","","","","","","","","","7.723",""
"영산포1","2019/05/07","1회차","","20.8","12.2","6.4","11.1","21.2","3.094","0.105","5.0","9.2","정량한계미만","285","76","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.781","0.725","1.380","0.028","0.014","8.4","","9","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2019/05/13","2회차","","21.6","12.4","5.5","11.9","79.0","6.702","0.192","8.4","7.5","0.000","451","1500","0.00000","0.00","0.00000","0.000","0.00000","0.0000050","","","","","","","6.688","4.021","2.485","0.073","0.019","12.3","","220","","","","","","0.00","","","","","","","","","0.0000","","","","","5.984",""
"영산포1","2019/05/14","2회차","","22.7","15.3","7.3","11.8","22.4","4.590","0.103","6.3","8.8","정량한계미만","347","13","","","","","","","","","","","","","4.285","1.293","1.453","0.059","0.007","14.0","","10","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/05/20","3회차","","20.9","5.6","4.3","9.7","42.5","4.323","0.181","7.0","7.3","0.000","290","7000","","","","","","","","","","","","","4.126","1.271","1.724","0.064","0.038","10.7","","1600","","","","","","","","","","","","","","","","","","","","13.853",""
"영산포1","2019/05/20","3회차","","19.7","7.6","4.2","9.1","18.0","4.906","0.187","5.4","7.4","정량한계미만","299","650","","","","","","","","","","","","","4.510","2.992","0.723","0.138","0.122","6.4","","640","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/05/28","4회차","","20.4","4.3","4.5","9.8","35.9","3.150","0.269","8.0","7.0","0.000","246","240000","","","","","","","","","","","","","3.025","1.763","1.115","0.105","0.101","16.5","","76000","","","","","","","","","","","","","","","","","","","","36.764",""
"영산포1","2019/05/28","4회차","","22.5","6.2","5.1","10.5","35.4","4.853","0.171","5.6","7.4","정량한계미만","331","350","","","","","","","","","","","","","4.562","2.835","0.833","0.113","0.083","15.6","","500","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/06/03","1회차","","22.9","8.4","6.3","13.5","68.7","4.318","0.195","10.9","7.6","0.000","322","1400","0.00000","0.00","0.00000","0.000","0.00003","0.0000000","","","","","","","4.261","2.490","1.743","0.049","0.016","16.4","","360","","","","","","0.00","","","","","","","","","0.0000","","","","","21.386",""
"영산포1","2019/06/03","1회차","","25.1","13.7","6.3","14.3","70.1","3.332","0.102","5.7","9.2","정량한계미만","265","32","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.137","0.924","1.005","0.042","0.006","17.6","","24","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2019/06/10","2회차","","24.1","4.7","5.4","11.1","34.6","3.511","0.247","8.0","7.7","0.000","295","30000","","","","","","","","","","","","","3.505","2.037","1.413","0.098","0.085","10.8","","1300","","","","","","","","","","","","","","","","","","","","21.006",""
"영산포1","2019/06/10","2회차","","24.2","10.9","4.0","11.7","8.4","3.952","0.122","6.2","7.8","정량한계미만","227","88","","","","","","","","","","","","","3.355","0.974","1.075","0.074","0.046","14.4","","74","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/06/17","3회차","","24.4","8.2","6.9","14.9","77.6","4.374","0.225","8.6","8.2","0.000","334","4700","","","","","","","","","","","","","4.337","2.197","2.060","0.054","0.009","13.2","","21","","","","","","","","","","","","","","","","","","","","7.440",""
"영산포1","2019/06/17","3회차","","26.5","14.2","5.4","13.4","76.1","3.200","0.099","7.3","9.2","정량한계미만","262","500","","","","","","","","","","","","","3.077","0.709","1.211","0.049","0.019","15.6","","6","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/06/24","4회차","","26.0","4.8","6.8","14.4","74.4","5.528","0.132","9.3","7.9","0.000","347","40000","","","","","","","","","","","","","5.376","3.397","1.635","0.073","0.037","16.9","","7800","","","","","","","","","","","","","","","","","","","","8.625",""
"영산포1","2019/06/24","4회차","","26.3","9.6","5.2","13.3","8.1","4.296","0.163","7.4","8.3","정량한계미만","176","168","","","","","","","","","","","","","3.929","1.447","1.070","0.087","0.043","12.4","","24","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2019/07/01","1회차","","23.0","6.8","2.3","9.4","11.8","2.768","0.139","5.1","7.2","정량한계미만","157","8000","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.698","0.593","1.282","0.114","0.089","16.8","","2500","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2019/07/02","1회차","","24.3","3.8","4.8","10.8","8.3","4.910","0.217","8.7","7.2","0.000","265","77000","0.00000","0.00","0.00000","0.000","0.00024","0.0000000","","","","","","","4.906","2.785","1.914","0.161","0.150","21.4","","74000","","","","","","0.00","","","","","","","0.0000","0.0000","0.0000","","","","","31.490",""
"광산","2019/07/08","2회차","","27.1","6.7","4.8","14.6","67.1","4.727","0.127","10.7","7.3","0.000","329","1400","","","","","","","","","","","","","4.374","2.016","1.475","0.044","0.020","14.6","","540","","","","","","","","","","","","","","","","","","","","17.809",""
"영산포1","2019/07/08","2회차","","27.9","9.4","2.9","8.8","30.9","3.183","0.124","5.4","7.8","정량한계미만","245","900","","","","","","","","","","","","","3.158","0.715","1.333","0.093","0.069","10.8","","20","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/07/15","3회차","","26.4","7.4","4.4","10.4","63.7","4.924","0.163","11.1","8.7","0.000","323","42000","","","","","","","","","","","","","4.717","2.685","1.383","0.043","0.025","14.9","","900","","","","","","","","","","","","","","","","","","","","9.600",""
"영산포1","2019/07/15","3회차","","27.1","12.8","12.0","20.0","63.6","3.839","0.512","13.0","9.0","정량한계미만","206","164","","","","","","","","","","","","","2.365","0.458","0.886","0.140","0.094","42.4","","72","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2019/07/22","4회차","","24.9","7.8","1.7","7.9","3.2","2.412","0.130","4.9","6.9","정량한계미만","151","13200","","","","","","","","","","","","","2.226","0.396","1.182","0.129","0.111","14.0","","5800","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/07/23","4회차","","26.6","4.7","3.5","8.3","5.9","3.651","0.154","8.1","8.1","0.000","201","72000","","","","","","","","","","","","","3.644","1.520","1.783","0.123","0.114","8.1","","22000","","","","","","","","","","","","","","","","","","","","41.395",""
"광산","2019/07/29","5회차","","26.1","5.7","2.8","7.0","4.3","2.390","0.153","7.7","7.4","0.000","165","82000","","","","","","","","","","","","","2.368","0.633","1.728","0.093","0.088","15.4","","29000","","","","","","","","","","","","","","","","","","","","72.506",""
"광산","2019/08/05","1회차","","30.2","8.6","4.6","10.0","65.4","3.816","0.165","5.9","7.7","0.000","326","1000","0.00000","0.00","0.00000","0.000","0.00003","0.0000000","","","","","","","3.427","1.529","1.865","0.045","0.005","9.0","","320","","","","","","0.00","","","","","","","","","0.0000","","","","","9.967",""
"영산포1","2019/08/05","1회차","","33.0","10.1","4.8","8.6","27.8","2.712","0.100","5.1","9.0","정량한계미만","240","4","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.679","0.130","1.416","0.045","0.009","9.2","","2","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2019/08/12","2회차","","27.3","4.6","3.1","12.8","22.1","3.724","0.305","11.0","7.2","0.000","230","210000","","","","","","","","","","","","","3.590","1.989","1.356","0.197","0.188","39.7","","79000","","","","","","","","","","","","","","","","","","","","155.564",""
"영산포1","2019/08/12","2회차","","26.8","6.5","7.0","11.6","24.3","4.317","0.243","7.5","6.9","정량한계미만","156","820","","","","","","","","","","","","","4.126","1.254","1.301","0.193","0.159","42.0","","82","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/08/19","3회차","","28.7","10.2","5.1","10.2","106.9","4.803","0.151","10.3","8.1","0.000","316","2400","","","","","","","","","","","","","4.684","1.756","2.405","0.062","0.019","20.2","","800","","","","","","","","","","","","","","","","","","","","12.800",""
"영산포1","2019/08/19","3회차","","29.5","13.4","4.7","10.8","31.6","2.536","0.131","7.7","9.0","정량한계미만","228","52","","","","","","","","","","","","","2.430","0.271","1.079","0.080","0.049","17.6","","28","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/08/26","4회차","","26.0","6.8","3.3","7.1","15.3","3.330","0.102","7.1","7.3","0.000","219","6200","","","","","","","","","","","","","3.276","1.024","2.208","0.055","0.040","10.0","","12000","","","","","","","","","","","","","","","","","","","","27.340",""
"영산포1","2019/08/26","4회차","","27.7","8.6","2.0","7.8","27.7","2.542","0.127","5.2","7.3","정량한계미만","168","500","","","","","","","","","","","","","2.415","0.463","1.136","0.092","0.084","8.4","","420","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2019/09/02","1회차","","24.8","10.1","4.0","7.6","61.4","2.954","0.114","3.9","7.7","정량한계미만","226","260","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.798","0.427","1.401","0.059","0.038","13.2","","168","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2019/09/03","1회차","","24.3","7.7","3.8","6.4","40.7","3.690","0.078","4.9","7.3","0.000","280","7900","","","","","","","","","","","","","3.456","1.444","1.526","0.036","0.035","8.7","","5700","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/09/10","2회차","","25.8","5.4","3.5","7.0","5.4","3.045","0.238","4.9","7.2","0.000","228","96000","","","","","","","","","","","","","2.978","1.189","1.198","0.185","0.178","9.2","","15000","","","","","","","","","","","","","","","","","","","","46.592",""
"영산포1","2019/09/10","2회차","","25.6","9.4","2.1","7.8","3.2","2.847","0.176","3.9","7.7","정량한계미만","194","2800","","","","","","","","","","","","","2.825","0.585","1.497","0.141","0.122","12.0","","2000","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/09/16","3회차","","27.3","10.1","4.6","8.1","43.8","3.832","0.072","5.5","8.0","0.000","289","2200","0.00002","0.00","0.00012","0.000","0.00072","0.0000003","","","","","","","3.586","1.337","1.801","0.030","0.003","6.1","0.000","590","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0002","0.000","","0.000","","20.979","0.000"
"영산포1","2019/09/16","3회차","","25.8","13.2","5.5","9.7","126.4","2.631","0.108","4.3","8.4","정량한계미만","209","216","","","","","","","","","","","","","2.333","0.195","1.464","0.047","0.028","13.6","","120","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/09/24","4회차","","20.0","7.0","2.8","6.6","4.2","2.883","0.162","4.4","7.3","0.000","152","150000","","","","","","","","","","","","","2.824","0.684","1.809","0.144","0.140","11.5","","60000","","","","","","","","","","","","","","","","","","","","73.722",""
"영산포1","2019/09/24","4회차","","21.3","9.7","1.0","7.2","5.7","2.672","0.208","3.9","7.0","정량한계미만","121","2600","","","","","","","","","","","","","2.596","0.243","1.784","0.177","0.114","15.6","","900","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/09/30","5회차","","25.0","8.7","4.1","7.2","47.8","3.606","0.093","4.8","7.4","0.000","268","3300","","","","","","","","","","","","","3.532","1.034","2.045","0.030","0.007","8.5","","2000","","","","","","","","","","","","","","","","","","","","27.399",""
"광산","2019/10/07","1회차","","21.3","7.3","1.2","4.7","3.2","3.397","0.079","3.1","7.5","0.000","219","6300","0.00001","0.00","0.00018","0.000","0.00081","0.0000001","","","","","","","3.362","0.689","2.316","0.048","0.043","5.3","","2400","","","","","","0.00","","","","","","","","","0.0001","","","","","43.254",""
"영산포1","2019/10/07","1회차","","20.3","10.3","0.4","5.3","3.2","2.898","0.118","3.2","7.2","정량한계미만","158","5900","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.716","0.274","1.959","0.094","0.090","9.6","","3000","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2019/10/14","2회차","","20.3","8.8","3.7","6.0","29.4","3.984","0.055","5.3","7.6","0.000","249","2000","","","","","","","","","","","","","3.867","0.906","2.388","0.027","0.017","9.6","","280","","","","","","","","","","","","","","","","","","","","27.438",""
"영산포1","2019/10/14","2회차","","19.8","11.6","1.7","6.7","18.8","3.348","0.052","3.1","7.9","정량한계미만","216","420","","","","","","","","","","","","","3.338","0.515","2.260","0.016","0.010","8.8","","370","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/10/21","3회차","","19.7","12.1","4.8","7.2","65.9","4.452","0.060","5.1","7.9","0.000","330","4100","","","","","","","","","","","","","4.382","0.940","2.624","0.020","0.002","14.3","","650","","","","","","","","","","","","","","","","","","","","20.164",""
"영산포1","2019/10/21","3회차","","19.1","18.6","2.8","7.6","58.5","3.586","0.039","3.5","8.7","정량한계미만","263","290","","","","","","","","","","","","","3.426","0.158","2.674","0.033","0.000","12.8","","44","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/10/28","4회차","","17.1","12.7","5.8","8.2","88.7","4.791","0.056","7.4","8.2","0.000","365","600","","","","","","","","","","","","","4.668","1.763","2.484","0.015","0.002","11.9","","200","","","","","","","","","","","","","","","","","","","","8.700",""
"영산포1","2019/10/28","4회차","","17.7","12.0","1.8","5.7","16.9","3.420","0.041","3.2","7.8","정량한계미만","275","140","","","","","","","","","","","","","3.220","0.611","2.509","0.022","0.008","5.6","","64","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/11/04","1회차","","17.5","11.9","5.9","9.3","86.0","6.094","0.071","8.4","7.9","0.000","398","520","0.00001","0.00","0.00007","0.000","0.00056","0.0000000","","","","","","","5.085","1.886","2.972","0.018","0.000","14.0","","130","","","","","","0.00","","","","","","","","","0.0002","","","","","6.814",""
"영산포1","2019/11/04","1회차","","18.8","17.5","4.2","9.0","54.9","4.653","0.065","4.5","8.9","정량한계미만","321","240","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.976","0.420","2.785","0.018","0.000","11.2","","20","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2019/11/11","2회차","","14.8","9.6","4.8","7.4","26.9","6.901","0.079","6.6","7.6","0.000","447","3900","","","","","","","","","","","","","6.774","2.949","3.111","0.071","0.064","7.5","","390","","","","","","","","","","","","","","","","","","","","4.900",""
"영산포1","2019/11/11","2회차","","18.1","10.6","3.3","8.5","32.8","4.707","0.068","4.1","8.0","정량한계미만","363","252","","","","","","","","","","","","","4.174","0.613","2.946","0.025","0.000","13.6","","200","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/11/18","3회차","","14.1","8.0","3.9","8.2","32.8","5.876","0.124","7.4","7.5","0.000","408","3700","","","","","","","","","","","","","5.805","3.189","2.124","0.122","0.108","4.7","","510","","","","","","","","","","","","","","","","","","","","42.926",""
"영산포1","2019/11/18","3회차","","11.7","11.1","2.8","7.5","18.9","5.551","0.043","3.6","7.4","정량한계미만","393","1120","","","","","","","","","","","","","5.536","1.150","3.159","0.024","0.000","14.0","","560","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/11/25","4회차","","13.2","11.5","5.4","9.0","62.2","6.574","0.070","8.3","7.7","0.000","421","500","","","","","","","","","","","","","6.320","2.831","2.366","0.060","0.038","8.6","","170","","","","","","","","","","","","","","","","","","","","24.990",""
"영산포1","2019/11/25","4회차","","11.0","12.4","3.5","9.1","40.8","5.929","0.097","4.1","7.7","정량한계미만","383","1540","","","","","","","","","","","","","5.181","2.290","2.632","0.050","0.043","7.2","","1000","","","","","","","","","","","","","","","","","","","","",""
"광산","2019/12/02","1회차","","11.6","9.2","5.1","9.5","48.2","7.876","0.223","8.3","7.5","0.000","487","52000","0.00001","0.00","0.00010","0.000","0.00067","0.0000000","","","","","","","7.537","4.035","3.019","0.145","0.111","12.0","","12000","","","","","","0.00","","","","","","","","","0.0002","","","","","19.678",""
