"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"광산","2012/04/26","4회차","","17.2","8.1","6.0","10.4","61.3","4.901","0.400","7.5","7.2","0.000","307","13955","","","","","","","","","","","","","4.878","2.357","1.493","0.288","0.269","13.8","","2400","","","","","","","","","","","","","","","","","","","","20.278",""
"광산","2012/05/03","1회차","","21.1","11.3","6.4","11.0","70.9","5.440","0.465","7.2","7.3","0.000","310","4850","","","","","","","","","","","","","4.998","3.038","1.267","0.307","0.291","16.2","","1050","","","","","","","","","","","","","","","","","","","","24.241",""
"광산","2012/05/11","2회차","","23.3","12.6","8.8","13.4","76.2","5.398","0.417","8.2","8.1","0.000","351","3700","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.170","3.184","1.192","0.337","0.328","13.2","","210","","","","","","0.00","","","","","","","","","","","","","","13.961",""
"광산","2012/05/15","3회차","","20.8","5.0","5.3","8.6","64.3","6.573","0.436","7.0","6.5","0.000","393","180","","","","","","","","","","","","","6.409","4.771","0.978","0.402","0.386","7.4","","23","","","","","","","","","","","","","","","","","","","","19.904",""
"영산포1","2012/05/17","1회차","","22.0","6.2","3.6","7.0","16.0","4.503","0.252","4.4","7.1","0.000","308","1500","","","","","","","","","","","","","4.288","1.824","1.602","0.228","0.227","7.2","","80","","","","","","","","","","","","","","","","","","","","",""
"광산","2012/05/23","4회차","","22.7","10.4","5.7","11.6","82.8","3.708","0.167","8.2","7.7","0.000","398","20","","","","","","","","","","","","","3.170","1.171","1.327","0.087","0.065","11.7","","5","","","","","","","","","","","","","","","","","","","","16.984",""
"광산","2012/05/29","5회차","","28.1","14.1","7.9","14.4","83.3","5.044","0.175","8.7","8.7","0.000","354","80","","","","","","","","","","","","","4.728","2.366","1.246","0.130","0.068","15.7","","23","","","","","","","","","","","","","","","","","","","","16.924",""
"광산","2012/06/05","1회차","","25.9","12.0","6.0","12.3","89.8","5.243","0.285","8.4","8.9","0.000","337","230","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.162","2.503","1.314","0.231","0.197","10.6","","62","","","","","","0.00","","","","","","","","","","","","","","21.466",""
"영산포1","2012/06/11","2회차","","25.8","11.7","8.4","13.4","119.0","6.115","0.224","7.3","8.8","0.000","163","1300","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","0.0000","","","","5.733","1.870","1.381","0.165","0.161","19.2","","400","","","","","","0.00","","","","","","","","","","","","","","",""
"광산","2012/06/14","2회차","","27.0","14.2","6.3","15.7","72.5","6.173","0.329","9.7","8.3","0.000","346","340","","","","","","","","","","","","","5.651","3.239","1.260","0.276","0.255","13.9","","195","","","","","","","","","","","","","","","","","","","","19.360",""
"광산","2012/06/19","3회차","","25.7","11.4","12.2","14.3","143.5","6.003","0.318","9.2","7.9","0.000","349","360","","","","","","","","","","","","","5.396","2.833","1.158","0.205","0.186","18.4","","70","","","","","","","","","","","","","","","","","","","","26.550",""
"광산","2012/06/28","4회차","","26.6","10.4","6.0","12.5","50.2","7.086","0.487","9.4","7.1","0.000","406","120","","","","","","","","","","","","","6.663","4.097","1.310","0.395","0.305","12.0","","14","","","","","","","","","","","","","","","","","","","","16.625",""
"영산포1","2012/07/02","1회차","","27.2","9.6","7.4","14.0","99.1","5.655","0.369","7.3","8.1","0.000","249","5000","","","","","","","","","","","","","5.382","2.208","1.254","0.279","0.190","16.8","","30","","","","","","","","","","","","","","","","","","","","",""
"광산","2012/07/04","1회차","","25.8","12.1","6.8","15.3","146.9","3.650","0.209","8.8","7.6","0.000","305","140","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.227","1.323","1.067","0.119","0.096","19.9","","110","","","","","","0.00","","","","","","","0.0000","0.0000","","","","","","86.417",""
"광산","2012/07/12","2회차","","24.5","7.7","4.3","9.0","9.1","2.930","0.156","5.3","6.6","0.000","150","32000","","","","","","","","","","","","","2.840","0.526","1.614","0.115","0.110","34.9","","8400","","","","","","","","","","","","","","","","","","","","156.417",""
"광산","2012/07/16","3회차","","23.0","9.3","3.2","6.8","5.1","2.643","0.117","4.1","6.8","0.000","123","60000","","","","","","","","","","","","","2.578","0.234","2.035","0.101","0.089","36.5","","10600","","","","","","","","","","","","","","","","","","","","232.167",""
"광산","2012/07/26","4회차","","31.4","13.0","5.1","8.6","29.9","3.200","0.129","5.7","9.3","0.000","255","115","","","","","","","","","","","","","2.935","0.325","1.993","0.067","0.037","6.5","","56","","","","","","","","","","","","","","","","","","","","24.500",""
"광산","2012/07/31","5회차","","31.3","8.8","5.3","11.2","71.2","3.299","0.138","6.6","8.1","0.000","288","100","","","","","","","","","","","","","3.197","0.962","1.790","0.088","0.079","11.1","","2","","","","","","","","","","","","","","","","","","","","15.076",""
"광산","2012/08/08","1회차","","31.5","9.4","7.2","11.4","100.3","3.009","0.137","6.8","8.8","0.000","236","14000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.893","1.076","1.109","0.079","0.074","19.5","","740","","","","","","0.00","","","","","","","","","","","","","","39.021",""
"영산포1","2012/08/13","1회차","","28.9","5.7","6.6","7.6","62.3","3.171","0.170","4.4","7.4","0.000","259","800","","","","","","","","","","","","","3.026","1.095","1.165","0.135","0.118","10.8","","42","","","","","","","","","","","","","","","","","","","","",""
"광산","2012/08/14","2회차","","27.3","4.0","5.0","8.2","26.4","2.703","0.157","5.3","6.4","0.000","202","56000","","","","","","","","","","","","","2.627","1.183","0.936","0.150","0.143","23.1","","19600","","","","","","","","","","","","","","","","","","","","76.285",""
"광산","2012/08/23","3회차","","26.4","6.0","3.2","8.1","13.4","2.321","0.148","4.5","7.2","0.000","168","40000","","","","","","","","","","","","","2.282","0.764","1.068","0.145","0.140","15.8","","7200","","","","","","","","","","","","","","","","","","","","102.111",""
"광산","2012/08/27","4회차","","26.7","6.7","3.2","6.4","9.0","2.535","0.101","3.4","6.3","0.000","171","30000","","","","","","","","","","","","","2.524","0.048","2.185","0.098","0.088","11.1","","5400","","","","","","","","","","","","","","","","","","","","84.375",""
"영산포1","2012/09/03","1회차","","25.9","8.2","1.3","4.5","9.9","2.567","0.094","2.8","6.5","0.000","101","4000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","0.0000","","","","2.560","0.216","1.914","0.065","0.055","16.4","","730","","","","","","0.00","","","","","","","","","","","","","","",""
"광산","2012/09/04","1회차","","24.9","7.7","1.2","5.7","7.1","2.052","0.040","2.3","7.3","0.000","121","19850","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","1.784","0.109","1.514","0.036","0.033","12.3","","800","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","","0.000","","","","137.889",""
"광산","2012/09/11","2회차","","23.7","8.7","1.7","5.4","4.9","2.635","0.095","2.7","7.8","0.000","151","11400","","","","","","","","","","","","","2.505","0.543","1.621","0.091","0.088","3.6","","2800","","","","","","","","","","","","","","","","","","","","93.882",""
"광산","2012/09/18","3회차","","20.2","9.3","1.7","5.8","5.1","1.774","0.082","2.9","7.5","0.000","91","60000","","","","","","","","","","","","","1.717","0.131","1.177","0.075","0.064","24.0","","8600","","","","","","","","","","","","","","","","","","","","325.944",""
"광산","2012/09/25","4회차","","23.0","9.6","2.5","5.2","25.7","3.275","0.060","2.2","7.2","0.000","199","3450","","","","","","","","","","","","","3.270","0.480","2.452","0.039","0.024","5.0","","600","","","","","","","","","","","","","","","","","","","","26.535",""
"광산","2012/10/02","1회차","","21.1","10.7","2.7","5.9","34.6","2.874","0.053","2.6","7.2","0.000","216","1760","","","","","","","","","","","","","2.821","0.470","1.937","0.017","0.005","7.4","","500","","","","","","","","","","","","","","","","","","","","26.653",""
"광산","2012/10/08","2회차","","21.3","11.7","3.9","6.9","43.2","3.363","0.037","3.1","7.1","0.000","255","1560","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.025","0.480","2.349","0.016","0.003","7.2","","220","","","","","","0.00","","","","","","","","","","","","","","20.917",""
"영산포1","2012/10/15","1회차","","20.0","10.7","2.3","5.9","50.1","3.304","0.036","3.6","8.1","0.000","274","1200","","","","","","","","","","","","","3.279","0.303","2.664","0.018","0.003","10.4","","70","","","","","","","","","","","","","","","","","","","","",""
"광산","2012/10/16","3회차","","18.7","11.4","4.8","7.2","86.9","4.395","0.045","4.6","7.2","0.000","297","555","","","","","","","","","","","","","3.783","0.342","3.214","0.019","0.005","9.3","","135","","","","","","","","","","","","","","","","","","","","10.396",""
"광산","2012/10/24","4회차","","17.2","7.2","4.0","6.8","16.0","3.637","0.165","4.1","7.1","0.000","192","10000","","","","","","","","","","","","","3.379","1.230","1.582","0.128","0.117","12.8","","7700","","","","","","","","","","","","","","","","","","","","15.076",""
"광산","2012/10/30","5회차","","16.5","7.5","2.3","5.9","12.4","2.606","0.103","3.6","6.9","0.000","208","3000","","","","","","","","","","","","","2.543","0.516","1.733","0.086","0.080","6.8","","600","","","","","","","","","","","","","","","","","","","","17.625",""
"광산","2012/11/08","1회차","","15.0","8.1","3.5","7.4","21.0","5.749","0.137","5.2","7.2","0.000","338","6200","","","","","","","","","","","","","5.599","2.077","3.229","0.107","0.101","4.2","","890","","","","","","","","","","","","","","","","","","","","10.819",""
"영산포1","2012/11/12","1회차","","12.9","10.6","1.3","5.8","47.9","4.514","0.097","3.4","7.5","0.000","307","600","","","","","","","","","","","","","4.216","0.359","3.239","0.046","0.031","10.0","","190","","","","","","","","","","","","","","","","","","","","",""
"광산","2012/11/12","2회차","","14.2","8.9","3.2","6.4","24.1","5.598","0.086","3.8","7.2","0.000","374","2600","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.455","1.214","4.022","0.058","0.049","5.2","","390","","","","","","0.00","","","","","","","","","","","","","","22.882",""
"광산","2012/11/20","3회차","","10.8","7.7","3.0","6.7","14.1","4.876","0.154","3.8","7.3","0.000","315","9000","","","","","","","","","","","","","4.843","1.858","2.347","0.130","0.116","6.1","","830","","","","","","","","","","","","","","","","","","","","20.993",""
"광산","2012/11/28","4회차","","9.3","11.7","2.3","5.8","14.8","5.090","0.071","3.3","7.5","0.000","378","6200","","","","","","","","","","","","","5.058","1.576","3.364","0.039","0.027","5.9","","120","","","","","","","","","","","","","","","","","","","","14.854",""
"광산","2012/12/04","1회차","","8.1","11.1","2.7","6.4","23.9","5.902","0.080","3.6","7.6","0.000","283","1320","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.794","1.664","3.454","0.036","0.024","7.1","","80","","","","","","0.00","","","","","","","","","","","","","","13.771",""
"광산","2012/12/12","2회차","","4.5","11.6","4.5","7.4","14.0","5.557","0.186","3.9","7.1","0.000","420","15200","","","","","","","","","","","","","5.340","2.011","3.098","0.134","0.098","8.1","","520","","","","","","","","","","","","","","","","","","","","15.264",""
"광산","2012/12/17","3회차","","6.8","11.1","3.4","6.4","6.0","4.011","0.117","3.8","7.3","0.000","324","12400","","","","","","","","","","","","","3.987","1.011","2.425","0.092","0.075","14.6","","9400","","","","","","","","","","","","","","","","","","","","32.285",""
"영산포1","2012/12/24","1회차","","4.4","13.7","1.0","5.1","5.6","4.713","0.096","3.7","7.4","0.000","337","3800","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","0.0000","","","","4.514","0.935","2.986","0.080","0.074","4.0","","175","","","","","","0.00","","","","","","","","","","","","","","",""
"광산","2012/12/26","4회차","","3.7","14.4","3.3","6.1","3.5","5.258","0.165","3.3","7.1","0.000","335","16400","","","","","","","","","","","","","5.108","2.019","2.898","0.115","0.105","8.2","","1300","","","","","","","","","","","","","","","","","","","","19.292",""
