"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"광산","2013/06/03","1회차","","23.0","8.9","5.8","11.7","87.3","5.311","0.149","6.1","7.1","0.000","270","11200","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.903","2.027","1.912","0.107","0.087","12.5","","1850","","","","","","0.00","","","","","","","","","","","","","","23.375",""
"영산포1","2013/06/03","1회차","","25.8","12.3","2.9","7.8","45.7","3.389","0.086","4.2","8.3","0.000","158","50","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","0.0000","","","","3.172","0.976","1.396","0.062","0.049","7.6","","38","","","","","","0.00","","","","","","","","","","","","","","",""
"광산","2013/06/10","2회차","","25.5","8.3","5.3","10.7","61.7","5.578","0.151","6.2","7.5","0.000","329","5400","","","","","","","","","","","","","4.763","2.830","1.806","0.090","0.063","11.8","","1700","","","","","","","","","","","","","","","","","","","","22.160",""
"광산","2013/06/17","3회차","","25.5","7.2","5.4","11.6","88.7","4.955","0.143","6.4","7.2","0.000","309","42000","","","","","","","","","","","","","4.619","2.427","1.422","0.072","0.031","12.1","","19500","","","","","","","","","","","","","","","","","","","","38.444",""
"광산","2013/06/26","4회차","","25.7","6.3","4.7","10.6","30.7","5.391","0.199","6.9","7.1","0.000","297","24000","","","","","","","","","","","","","5.307","2.735","1.727","0.162","0.143","10.6","","7200","","","","","","","","","","","","","","","","","","","","34.938",""
"광산","2013/07/02","1회차","","27.2","7.5","4.2","9.2","45.0","4.753","0.138","6.1","7.4","0.000","360","120","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.202","1.680","1.847","0.067","0.034","7.6","","112","","","","","","0.00","","","","","","","0.0000","0.0000","0.0000","","","","","20.000",""
"광산","2013/07/08","2회차","","23.6","7.6","2.8","6.0","2.5","2.614","0.162","4.2","7.2","0.000","122","84000","","","","","","","","","","","","","2.528","0.390","1.710","0.112","0.096","26.5","","11800","","","","","","","","","","","","","","","","","","","","255.464",""
"영산포1","2013/07/15","1회차","","29.4","12.0","2.9","5.8","77.6","2.871","0.091","1.2","9.0","0.000","170","300","","","","","","","","","","","","","2.776","0.289","2.170","0.069","0.059","4.0","","10","","","","","","","","","","","","","","","","","","","","",""
"광산","2013/07/16","3회차","","28.2","7.7","4.0","6.6","38.7","3.583","0.120","5.0","7.5","0.000","288","2100","","","","","","","","","","","","","3.268","0.779","2.035","0.071","0.058","8.5","","720","","","","","","","","","","","","","","","","","","","","23.654",""
"광산","2013/07/23","4회차","","28.6","7.9","6.1","8.6","82.8","3.986","0.123","5.5","7.9","0.000","291","280","","","","","","","","","","","","","3.647","1.114","1.945","0.038","0.004","17.3","","240","","","","","","","","","","","","","","","","","","","","28.481",""
"광산","2013/07/30","5회차","","27.7","4.8","4.4","7.1","28.6","3.479","0.161","4.9","7.0","0.000","244","32000","","","","","","","","","","","","","3.224","1.393","1.405","0.104","0.089","11.6","","10500","","","","","","","","","","","","","","","","","","","","52.021",""
"광산","2013/08/05","1회차","","29.2","6.4","6.6","10.8","98.7","4.218","0.226","5.4","7.6","0.000","267","17000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.748","1.828","1.285","0.148","0.118","11.7","","7500","","","","","","0.00","","","","","","","","","","","","","","76.875",""
"광산","2013/08/13","2회차","","32.5","8.1","6.3","11.0","70.9","3.254","0.208","6.9","8.5","0.000","270","700","","","","","","","","","","","","","2.973","1.015","1.288","0.120","0.094","14.8","","220","","","","","","","","","","","","","","","","","","","","16.368",""
"광산","2013/08/19","3회차","","31.2","7.6","3.1","8.7","45.3","4.206","0.140","5.3","7.9","0.000","330","58","","","","","","","","","","","","","3.985","2.073","1.444","0.101","0.076","7.2","","36","","","","","","","","","","","","","","","","","","","","20.361",""
"영산포1","2013/08/22","1회차","","32.1","14.7","6.6","17.0","249.9","1.531","0.109","6.0","9.8","0.000","287","125000","","","","","","","","","","","","","0.952","0.032","0.627","0.039","0.004","117.1","","40","","","","","","","","","","","","","","","","","","","","",""
"광산","2013/08/26","4회차","","26.2","6.1","1.5","6.6","2.6","2.698","0.153","4.2","6.8","0.000","132","8600","","","","","","","","","","","","","2.694","0.496","1.674","0.150","0.132","8.6","","6400","","","","","","","","","","","","","","","","","","","","75.507",""
"영산포1","2013/09/02","1회차","","26.7","9.7","2.2","6.5","51.6","2.284","0.106","3.4","8.0","0.000","137","4000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","0.0000","","","","2.205","0.163","1.728","0.090","0.082","12.4","","1400","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2013/09/03","1회차","","25.4","6.5","3.1","6.0","41.7","3.468","0.160","4.6","6.9","0.000","214","2267","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.455","0.865","1.946","0.121","0.088","7.1","","940","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","27.792",""
"광산","2013/09/11","2회차","","24.6","8.5","4.3","8.2","81.1","3.700","0.143","5.0","8.0","0.000","255","6400","","","","","","","","","","","","","3.139","0.830","1.610","0.039","0.023","6.3","","1380","","","","","","","","","","","","","","","","","","","","24.563",""
"광산","2013/09/16","3회차","","24.5","6.5","3.1","5.8","24.1","2.853","0.164","4.9","7.1","0.000","191","15400","","","","","","","","","","","","","2.589","0.741","1.336","0.120","0.115","5.7","","8400","","","","","","","","","","","","","","","","","","","","32.972",""
"광산","2013/09/24","4회차","","26.6","12.5","5.2","7.9","50.4","3.481","0.107","4.2","9.0","0.000","267","105","","","","","","","","","","","","","3.157","0.584","2.010","0.036","0.013","7.5","","62","","","","","","","","","","","","","","","","","","","","19.139",""
"광산","2013/10/01","1회차","","23.3","7.9","4.7","7.1","48.2","3.941","0.069","4.7","7.6","0.000","324","1500","","","","","","","","","","","","","3.646","0.793","2.390","0.025","0.010","7.2","","200","","","","","","","","","","","","","","","","","","","","19.882",""
"영산포1","2013/10/01","1회차","","24.9","8.6","2.1","6.8","22.6","2.892","0.087","1.6","7.9","0.000","235","50","","","","","","","","","","","","","2.878","0.249","1.707","0.053","0.050","6.4","","6","","","","","","","","","","","","","","","","","","","","",""
"광산","2013/10/08","2회차","","22.6","9.8","3.5","7.0","69.0","4.705","0.063","4.5","7.1","0.000","346","933","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.405","1.097","2.620","0.021","0.003","8.2","","182","","","","","","0.00","","","","","","","","","0.0000","","","","","23.292",""
"광산","2013/10/14","3회차","","21.8","8.4","3.6","6.9","44.0","5.654","0.164","5.1","7.0","0.000","348","4200","","","","","","","","","","","","","4.686","1.821","2.395","0.078","0.060","13.8","","690","","","","","","","","","","","","","","","","","","","","15.771",""
"광산","2013/10/22","4회차","","19.1","10.9","4.0","8.3","83.2","5.818","0.077","5.1","7.6","0.000","360","75","","","","","","","","","","","","","5.383","0.987","3.523","0.036","0.006","8.7","","44","","","","","","","","","","","","","","","","","","","","14.750",""
"광산","2013/10/30","5회차","","16.6","10.6","4.3","7.5","57.1","5.489","0.059","5.2","8.2","0.000","406","160","","","","","","","","","","","","","5.471","1.032","3.814","0.025","0.001","10.1","","50","","","","","","","","","","","","","","","","","","","","10.667",""
"광산","2013/11/04","1회차","","16.9","9.8","4.5","6.9","56.5","6.775","0.093","4.8","7.3","0.000","429","125","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","6.224","1.276","3.944","0.030","0.004","9.0","","80","","","","","","0.00","","","","","","","","","0.0000","","","","","11.549",""
"영산포1","2013/11/04","1회차","","16.9","10.7","4.5","8.0","84.9","4.826","0.054","3.3","8.0","0.000","290","160","","","","","","","","","","","","","4.613","0.483","3.216","0.019","0.010","15.2","","110","","","","","","","","","","","","","","","","","","","","",""
"광산","2013/11/12","2회차","","13.7","10.0","5.4","7.0","35.5","4.924","0.110","5.2","7.9","0.000","380","6400","","","","","","","","","","","","","4.859","1.184","3.126","0.034","0.015","12.9","","640","","","","","","","","","","","","","","","","","","","","14.222",""
"광산","2013/11/20","3회차","","11.6","12.0","7.4","7.8","92.8","5.523","0.108","5.6","7.8","0.000","533","4400","","","","","","","","","","","","","4.854","1.381","3.258","0.017","0.002","13.5","","480","","","","","","","","","","","","","","","","","","","","16.299",""
"광산","2013/11/27","4회차","","9.8","9.9","6.6","7.2","17.4","6.671","0.153","5.8","7.7","0.000","192","68000","","","","","","","","","","","","","3.389","1.391","1.597","0.118","0.104","20.5","","8400","","","","","","","","","","","","","","","","","","","","24.535",""
"영산포1","2013/12/02","1회차","","9.1","11.0","2.8","5.7","26.5","4.511","0.101","3.2","7.5","0.000","293","1000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.503","1.533","2.318","0.059","0.056","10.4","","240","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2013/12/03","1회차","","8.0","10.1","4.9","6.8","16.2","5.604","0.211","5.2","7.2","0.000","449","7000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.394","2.091","2.719","0.178","0.147","5.9","","900","","","","","","0.00","","","","","","","","","0.0000","","","","","18.083",""
"광산","2013/12/11","2회차","","8.7","10.7","4.8","6.0","19.4","6.198","0.097","4.8","7.5","0.000","480","5800","","","","","","","","","","","","","6.172","2.279","3.470","0.040","0.020","7.1","","1300","","","","","","","","","","","","","","","","","","","","11.993",""
"광산","2013/12/16","3회차","","7.2","12.1","3.6","6.6","9.6","7.072","0.116","5.4","7.4","0.000","478","1440","","","","","","","","","","","","","6.656","2.351","3.641","0.065","0.048","5.8","","68","","","","","","","","","","","","","","","","","","","","15.000",""
"광산","2013/12/24","4회차","","6.3","11.9","2.9","6.9","3.3","7.303","0.086","5.0","7.4","0.000","483","260","","","","","","","","","","","","","7.266","2.499","3.933","0.028","0.014","5.8","","6","","","","","","","","","","","","","","","","","","","","14.826",""
