"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"영산포1","2020/10/26","4회차","","16.4","13.8","4.3","10.4","211.0","3.728","0.101","4.3","8.8","정량한계미만","307","300","","","","","","","","","","","","","3.466","0.252","2.342","0.022","0.000","23.2","","100","","","","","","","","","","","","","","","","","","","","",""
"광산","2020/11/02","1회차","","16.3","9.7","4.8","9.6","95.9","5.605","0.077","5.2","7.3","0.000","432","780","0.00000","0.00","0.00001","0.001","0.00039","0.0000000","","","","","","","5.392","1.873","2.704","0.018","0.000","12.6","","410","","","","","","0.00","","","","","","","","","0.0001","","","","","12.122",""
"영산포1","2020/11/03","1회차","","15.2","14.7","6.6","11.5","93.1","4.537","0.049","4.1","8.5","정량한계미만","392","188","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.500","0.865","2.318","0.028","0.000","22.0","","114","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2020/11/09","2회차","","14.0","9.4","4.7","8.6","61.0","5.952","0.091","5.4","7.2","0.000","437","3800","","","","","","","","","","","","","5.689","2.149","2.710","0.026","0.009","12.1","","170","","","","","","","","","","","","","","","","","","","","9.087",""
"영산포1","2020/11/09","2회차","","14.0","13.8","9.3","12.2","128.8","4.841","0.119","4.5","8.7","정량한계미만","397","112","","","","","","","","","","","","","4.632","0.740","2.499","0.031","0.000","18.0","","52","","","","","","","","","","","","","","","","","","","","",""
"광산","2020/11/16","3회차","","13.7","10.8","4.4","9.0","58.5","6.378","0.054","4.7","7.4","0.000","448","500","","","","","","","","","","","","","6.104","2.527","2.853","0.023","0.001","7.2","","220","","","","","","","","","","","","","","","","","","","","5.098",""
"영산포1","2020/11/16","3회차","","14.1","12.0","3.4","9.4","38.6","4.311","0.050","4.0","8.6","정량한계미만","397","128","","","","","","","","","","","","","4.292","0.574","2.570","0.021","0.000","10.0","","44","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2020/11/23","4회차","","13.3","8.2","2.9","7.0","25.7","6.106","0.087","3.8","7.3","정량한계미만","413","820","","","","","","","","","","","","","5.599","2.174","2.373","0.043","0.031","10.0","","480","","","","","","","","","","","","","","","","","","","","",""
"광산","2020/11/24","4회차","","13.6","4.9","3.7","6.6","13.1","4.076","0.242","4.3","7.1","0.000","341","1200","","","","","","","","","","","","","3.920","2.235","1.340","0.209","0.189","3.6","","500","","","","","","","","","","","","","","","","","","","","10.060",""
"광산","2020/12/01","1회차","","10.1","11.8","5.1","8.4","43.5","6.695","0.114","5.6","7.5","0.000","431","3800","0.00000","0.00","0.00008","0.000","0.00062","0.0000003","","","","","","","6.348","2.778","2.707","0.033","0.017","9.6","","360","","","","","","0.00","","","","","","","","","0.0002","","","","","32.214",""
"영산포1","2020/12/01","1회차","","10.0","13.0","2.8","7.4","54.4","4.795","0.095","4.0","7.7","정량한계미만","352","1360","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.498","1.752","2.090","0.048","0.014","7.6","","122","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2020/12/07","2회차","","8.7","11.7","3.4","7.9","54.1","7.083","0.092","3.6","7.2","0.000","448","3400","","","","","","","","","","","","","6.853","2.709","3.311","0.030","0.011","7.0","","230","","","","","","","","","","","","","","","","","","","","12.027",""
"영산포1","2020/12/08","2회차","","8.1","16.1","4.5","9.9","34.6","5.943","0.084","5.2","8.4","정량한계미만","379","720","","","","","","","","","","","","","5.509","1.501","2.884","0.016","0.013","12.0","","140","","","","","","","","","","","","","","","","","","","","",""
"광산","2020/12/15","3회차","","7.6","12.3","3.9","8.1","65.5","8.345","0.105","4.1","7.2","0.000","485","2400","","","","","","","","","","","","","8.326","5.018","2.781","0.024","0.005","10.8","","180","","","","","","","","","","","","","","","","","","","","17.108",""
"영산포1","2020/12/15","3회차","","6.1","14.3","4.9","10.0","113.1","6.088","0.075","4.4","8.5","정량한계미만","382","1120","","","","","","","","","","","","","6.080","1.233","3.387","0.026","0.000","15.2","","116","","","","","","","","","","","","","","","","","","","","",""
"광산","2020/12/21","4회차","","5.7","13.5","4.1","8.6","68.6","8.616","0.121","4.3","7.1","0.000","489","4800","","","","","","","","","","","","","8.126","3.696","3.705","0.026","0.002","9.9","","700","","","","","","","","","","","","","","","","","","","","22.140",""
"영산포1","2020/12/22","4회차","","4.5","14.8","5.3","11.4","88.0","8.084","0.091","6.2","8.9","정량한계미만","416","840","","","","","","","","","","","","","7.538","2.512","3.544","0.043","0.000","14.8","","152","","","","","","","","","","","","","","","","","","","","",""
