"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"광산","2017/03/06","1회차","","9.9","13.6","6.4","11.9","77.6","7.454","0.146","8.1","7.7","0.000","374","10000","0.00001","0.00","0.00013","0.000","0.00069","0.0000004","","","","","","","6.678","3.404","2.617","0.029","0.023","15.8","0.000","130","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0003","0.000","","0.000","","0.631","0.000"
"영산포1","2017/03/07","1회차","","8.1","16.2","6.8","9.6","130.3","4.832","0.107","5.5","8.8","정량한계미만","373","340","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.792","1.156","2.134","0.024","0.005","18.0","","45","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/03/13","2회차","","10.2","16.0","6.0","11.4","53.1","7.831","0.092","8.3","7.8","0.000","438","100","","","","","","","","","","","","","7.650","3.840","2.639","0.041","0.004","11.0","","10","","","","","","","","","","","","","","","","","","","","15.758",""
"영산포1","2017/03/14","2회차","","10.0","12.2","5.8","9.0","75.8","4.943","0.080","4.6","7.8","정량한계미만","357","460","","","","","","","","","","","","","4.835","1.029","2.430","0.025","0.009","15.2","","92","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/03/20","3회차","","11.9","14.0","6.7","12.6","96.8","9.845","0.143","9.0","6.8","0.000","463","5600","","","","","","","","","","","","","9.404","5.182","2.757","0.044","0.003","17.9","","100","","","","","","","","","","","","","","","","","","","","3.015",""
"영산포1","2017/03/21","3회차","","11.2","11.8","4.4","8.8","35.2","7.203","0.085","5.3","7.7","정량한계미만","413","560","","","","","","","","","","","","","6.968","2.943","2.471","0.085","0.062","6.8","","95","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/03/27","4회차","","12.4","15.6","7.9","13.7","177.9","7.939","0.103","9.7","7.7","0.000","437","5400","","","","","","","","","","","","","7.861","4.229","2.497","0.041","0.040","19.4","","40","","","","","","","","","","","","","","","","","","","","0.252",""
"영산포1","2017/03/28","4회차","","12.4","12.3","3.0","6.5","19.6","8.159","0.355","5.2","7.4","정량한계미만","419","390","","","","","","","","","","","","","6.913","3.320","2.357","0.059","0.031","5.6","","52","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/04/03","1회차","","13.5","15.4","7.6","12.6","60.3","8.061","0.115","9.7","7.5","0.000","427","1400","0.00000","0.00","0.00008","0.000","0.00089","0.0000007","","","","","","","6.718","4.254","2.433","0.045","0.003","12.8","","20","","","","","","0.00","","","","","","","","","0.0003","","","","","8.597",""
"영산포1","2017/04/04","1회차","","15.1","11.3","4.2","8.3","34.8","7.190","0.096","5.0","7.9","정량한계미만","400","200","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","7.182","2.999","2.237","0.060","0.027","5.6","","12","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/04/10","2회차","","17.0","9.1","6.8","11.0","29.0","4.446","0.184","8.3","6.5","0.000","324","4700","","","","","","","","","","","","","3.732","1.903","1.428","0.105","0.070","9.9","","340","","","","","","","","","","","","","","","","","","","","17.676",""
"영산포1","2017/04/12","2회차","","16.7","9.9","3.3","8.0","22.1","6.570","0.097","5.2","7.7","정량한계미만","350","820","","","","","","","","","","","","","6.512","2.762","1.872","0.072","0.049","7.2","","144","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/04/17","3회차","","18.0","9.9","6.9","11.4","27.3","5.406","0.134","8.1","6.4","0.000","370","4000","","","","","","","","","","","","","5.114","2.650","1.732","0.077","0.042","8.6","","100","","","","","","","","","","","","","","","","","","","","16.514",""
"영산포1","2017/04/18","3회차","","18.2","10.9","7.3","8.0","98.2","4.277","0.121","5.6","7.7","정량한계미만","301","480","","","","","","","","","","","","","4.223","1.562","1.543","0.072","0.035","9.2","","172","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/04/24","4회차","","17.7","7.5","7.7","11.7","20.3","6.695","0.203","8.6","6.8","0.000","354","1100","","","","","","","","","","","","","6.310","3.385","1.868","0.107","0.059","8.4","","190","","","","","","","","","","","","","","","","","","","","10.862",""
"영산포1","2017/04/25","4회차","","19.7","12.3","7.2","9.1","92.8","4.166","0.092","7.3","8.0","정량한계미만","326","820","","","","","","","","","","","","","3.625","0.994","1.595","0.024","0.006","11.6","","10","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/05/08","1회차","","20.7","7.3","7.4","12.1","35.1","7.545","0.113","8.2","7.1","0.000","452","600","0.00001","0.00","0.00002","0.000","0.00106","0.0000023","","","","","","","7.246","3.431","2.625","0.048","0.008","7.4","","270","","","","","","0.00","","","","","","","","","0.0003","","","","","8.987",""
"영산포1","2017/05/08","1회차","","22.1","8.5","3.0","9.3","12.8","5.871","0.107","6.2","7.6","정량한계미만","389","280","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","5.819","2.084","1.873","0.088","0.054","7.2","","42","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/05/15","2회차","","20.5","7.2","7.1","11.8","27.6","7.208","0.224","8.3","7.1","0.000","439","60","","","","","","","","","","","","","7.034","4.001","1.769","0.159","0.123","7.3","","5","","","","","","","","","","","","","","","","","","","","8.628",""
"영산포1","2017/05/16","2회차","","22.9","11.0","4.6","11.1","52.4","6.008","0.080","6.8","7.9","정량한계미만","418","3100","","","","","","","","","","","","","5.919","1.681","1.953","0.045","0.016","10.0","","70","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/05/22","3회차","","22.1","9.0","4.1","13.1","38.4","8.187","0.100","9.2","7.5","0.000","448","100","","","","","","","","","","","","","7.840","3.802","2.616","0.039","0.014","14.9","","2","","","","","","","","","","","","","","","","","","","","10.098",""
"영산포1","2017/05/23","3회차","","24.7","14.9","3.9","11.4","26.3","4.872","0.067","7.6","8.6","정량한계미만","416","600","","","","","","","","","","","","","4.755","1.600","1.937","0.036","0.000","10.0","","40","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/05/29","4회차","","22.9","10.8","4.9","13.2","39.5","6.821","0.095","10.1","7.1","0.000","440","120","","","","","","","","","","","","","6.664","3.190","2.057","0.031","0.008","14.3","","45","","","","","","","","","","","","","","","","","","","","11.010",""
"영산포1","2017/05/30","4회차","","26.4","13.6","4.8","14.3","63.9","4.755","0.070","7.8","9.0","정량한계미만","411","480","","","","","","","","","","","","","4.411","1.085","1.918","0.035","0.003","14.8","","88","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/06/05","1회차","","23.4","9.1","6.3","13.7","44.3","3.736","0.119","10.1","7.1","0.000","344","90","0.00001","0.00","0.00008","0.000","0.00110","0.0000005","","","","","","","3.549","1.140","1.289","0.041","0.017","12.9","","60","","","","","","0.00","","","","","","","","","0.0002","","","","","14.114",""
"영산포1","2017/06/05","1회차","","26.6","14.7","6.6","15.8","76.4","5.909","0.090","6.6","8.5","정량한계미만","404","1500","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.875","1.601","1.786","0.045","0.011","22.8","","330","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/06/12","2회차","","23.3","7.9","7.9","12.6","94.6","4.005","0.103","9.5","6.9","0.000","334","170","","","","","","","","","","","","","3.697","1.257","1.822","0.031","0.003","12.6","","100","","","","","","","","","","","","","","","","","","","","9.578",""
"영산포1","2017/06/13","2회차","","25.2","17.7","5.5","16.4","69.5","3.913","0.068","8.4","8.5","정량한계미만","313","520","","","","","","","","","","","","","3.818","0.830","1.379","0.037","0.009","18.0","","410","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/06/19","3회차","","24.4","10.6","7.6","15.3","38.4","5.284","0.101","10.1","7.5","0.000","389","60","","","","","","","","","","","","","4.975","1.401","2.537","0.041","0.003","13.1","","1","","","","","","","","","","","","","","","","","","","","5.551",""
"영산포1","2017/06/20","3회차","","25.8","9.0","4.9","13.5","46.8","3.293","0.084","6.9","8.6","정량한계미만","326","3600","","","","","","","","","","","","","3.276","0.579","1.416","0.054","0.011","11.2","","420","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/06/26","4회차","","25.4","4.4","5.8","14.6","43.9","5.176","0.099","11.3","6.7","0.000","338","80","","","","","","","","","","","","","4.993","2.312","1.679","0.042","0.000","16.0","","45","","","","","","","","","","","","","","","","","","","","63.749",""
"영산포1","2017/06/27","4회차","","26.3","8.0","6.2","17.4","50.0","5.955","0.258","6.1","7.5","정량한계미만","301","620","","","","","","","","","","","","","5.092","2.162","1.689","0.098","0.068","75.5","","360","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/07/03","1회차","","26.2","3.2","4.5","11.8","27.0","5.885","0.260","9.4","6.7","0.000","380","10000","","","","","","","","","","","","","5.727","3.637","1.306","0.209","0.182","8.4","","3600","","","","","","","","","","","","","","","","","","","","18.728",""
"영산포1","2017/07/04","1회차","","27.2","7.1","6.2","13.7","37.9","4.935","0.199","7.5","7.8","정량한계미만","283","5900","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.456","1.989","1.231","0.129","0.115","15.2","","2100","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/07/10","2회차","","27.2","4.0","4.8","9.5","31.4","2.986","0.180","7.9","6.7","0.000","270","19000","0.00001","0.00","0.00005","0.000","0.00147","0.0000004","","","","","","","2.719","0.986","1.158","0.108","0.087","10.6","","6100","","","","","","0.00","","","","","","","0.0000","0.0000","0.0003","","","","","27.249",""
"영산포1","2017/07/11","2회차","","28.1","6.9","2.7","10.8","38.2","4.360","0.217","5.5","7.5","정량한계미만","282","5000","","","","","","","","","","","","","4.230","2.433","0.875","0.177","0.132","8.8","","1100","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/07/17","3회차","","26.0","6.0","2.8","7.9","2.4","2.476","0.142","6.2","5.7","0.000","146","9400","","","","","","","","","","","","","2.461","0.393","1.768","0.093","0.071","16.6","","1400","","","","","","","","","","","","","","","","","","","","38.151",""
"영산포1","2017/07/18","3회차","","26.8","7.2","3.4","8.8","29.9","3.075","0.185","4.7","7.3","정량한계미만","157","2400","","","","","","","","","","","","","2.840","0.469","1.389","0.123","0.095","15.2","","940","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/07/24","4회차","","29.2","5.3","3.4","7.2","21.1","4.039","0.123","5.9","6.4","0.000","300","700","","","","","","","","","","","","","3.889","1.826","1.669","0.082","0.064","5.6","","360","","","","","","","","","","","","","","","","","","","","13.108",""
"영산포1","2017/07/25","4회차","","31.3","9.7","4.0","9.2","150.6","3.058","0.142","5.0","9.0","정량한계미만","191","580","","","","","","","","","","","","","2.689","0.248","1.503","0.091","0.082","11.2","","540","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2017/08/01","1회차","","30.5","13.8","9.3","14.8","150.6","4.701","0.223","6.5","8.7","정량한계미만","289","8000","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.333","1.911","1.349","0.102","0.074","40.8","","6000","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/08/07","1회차","","29.9","2.2","4.0","9.2","22.4","3.798","0.150","6.9","7.1","0.000","252","4000","0.00000","0.00","0.00010","0.000","0.00100","0.0000000","","","","","","","3.741","1.987","1.207","0.091","0.073","10.1","","1600","","","","","","0.00","","","","","","","","","0.0002","","","","","11.975",""
"영산포1","2017/08/08","2회차","","31.8","10.5","5.7","8.5","96.0","2.502","0.145","4.5","9.4","정량한계미만","206","5000","","","","","","","","","","","","","1.942","0.150","0.787","0.065","0.040","15.2","","430","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/08/14","2회차","","27.9","2.5","3.6","8.7","11.2","5.378","0.142","6.6","6.5","0.000","347","12000","","","","","","","","","","","","","5.374","3.847","1.053","0.113","0.104","8.3","","7300","","","","","","","","","","","","","","","","","","","","99.312",""
"영산포1","2017/08/14","3회차","","27.7","5.6","3.7","8.2","48.2","3.548","0.153","4.8","7.4","정량한계미만","278","5400","","","","","","","","","","","","","3.152","1.873","0.710","0.106","0.095","15.6","","3400","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/08/21","3회차","","26.5","2.2","4.7","9.6","9.6","4.710","0.277","7.9","6.4","0.000","250","43000","","","","","","","","","","","","","4.617","2.908","0.976","0.178","0.149","28.9","","32000","","","","","","","","","","","","","","","","","","","","219.415",""
"영산포1","2017/08/22","4회차","","26.1","7.9","2.0","7.7","13.5","2.422","0.168","3.8","7.1","정량한계미만","153","32000","","","","","","","","","","","","","2.190","0.632","1.068","0.131","0.121","22.4","","28000","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/08/28","4회차","","25.7","6.1","3.0","7.6","12.3","3.089","0.153","5.7","6.4","0.000","197","35000","","","","","","","","","","","","","2.894","0.707","1.787","0.102","0.089","7.3","","5500","","","","","","","","","","","","","","","","","","","","48.494",""
"광산","2017/09/04","1회차","","25.0","9.6","4.7","8.9","49.4","3.771","0.142","6.3","6.8","0.000","295","300","0.00000","0.00","0.00003","0.000","0.00089","0.0000002","","","","","","","3.199","1.299","1.793","0.055","0.028","7.5","0.000","170","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0002","0.000","","0.000","","30.837","0.000"
"영산포1","2017/09/04","1회차","","26.2","10.1","1.6","7.5","51.2","2.791","0.080","4.2","8.4","정량한계미만","243","240","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.052","0.044","1.297","0.051","0.031","15.6","","210","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/09/12","2회차","","22.2","6.1","2.8","7.3","5.0","2.076","0.173","5.5","6.7","0.000","166","40000","","","","","","","","","","","","","1.979","0.149","1.164","0.111","0.106","20.3","","12000","","","","","","","","","","","","","","","","","","","","125.389",""
"영산포1","2017/09/12","2회차","","24.0","7.2","1.6","7.1","15.7","2.232","0.173","4.3","7.3","정량한계미만","156","1260","","","","","","","","","","","","","2.143","0.373","1.132","0.130","0.129","28.8","","1160","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/09/18","3회차","","23.4","8.4","3.7","7.9","70.0","3.343","0.068","6.2","7.0","0.000","278","1500","","","","","","","","","","","","","3.086","1.102","1.493","0.025","0.013","9.1","","560","","","","","","","","","","","","","","","","","","","","19.158",""
"영산포1","2017/09/19","3회차","","24.1","9.8","2.8","7.4","73.8","2.315","0.090","4.4","8.1","정량한계미만","195","860","","","","","","","","","","","","","2.070","0.171","1.298","0.043","0.029","16.8","","460","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/09/25","4회차","","24.0","9.5","3.4","7.3","31.0","3.461","0.035","5.5","7.5","0.000","350","100","","","","","","","","","","","","","3.431","0.881","1.894","0.019","0.010","5.1","","10","","","","","","","","","","","","","","","","","","","","14.997",""
"영산포1","2017/09/26","4회차","","25.1","8.9","2.3","7.2","34.3","3.242","0.059","4.1","7.9","정량한계미만","299","1900","","","","","","","","","","","","","3.044","0.658","1.658","0.029","0.013","14.8","","490","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/10/10","1회차","","21.4","5.4","5.0","7.9","61.9","4.132","0.120","6.1","6.8","0.000","283","3500","0.00000","0.00","0.00002","0.000","0.00079","0.0000015","","","","","","","4.091","1.820","1.540","0.067","0.048","8.4","","1400","","","","","","0.00","","","","","","","","","0.0002","","","","","27.010",""
"영산포1","2017/10/10","1회차","","22.7","11.8","4.2","7.1","67.8","2.500","0.078","4.2","8.4","정량한계미만","232","1440","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.320","0.213","1.377","0.034","0.011","13.6","","1000","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/10/16","2회차","","19.1","7.7","4.7","7.5","37.5","5.542","0.125","6.1","6.9","0.000","396","2600","","","","","","","","","","","","","4.753","2.157","2.130","0.070","0.050","10.2","","920","","","","","","","","","","","","","","","","","","","","18.640",""
"영산포1","2017/10/17","2회차","","19.7","9.0","2.4","5.3","26.5","3.816","0.115","3.4","7.6","정량한계미만","283","1300","","","","","","","","","","","","","3.602","0.066","1.744","0.057","0.056","14.8","","1100","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/10/23","3회차","","18.3","8.8","4.8","8.5","52.5","5.302","0.060","6.3","7.5","0.000","414","700","","","","","","","","","","","","","5.189","1.902","2.347","0.031","0.020","9.4","","170","","","","","","","","","","","","","","","","","","","","12.920",""
"영산포1","2017/10/23","3회차","","19.8","11.1","2.5","6.8","32.4","4.167","0.063","3.6","7.7","정량한계미만","318","510","","","","","","","","","","","","","4.154","1.031","2.137","0.030","0.019","10.4","","453","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/10/30","4회차","","16.9","11.8","5.2","9.1","43.6","5.688","0.060","8.0","7.0","0.000","459","1500","","","","","","","","","","","","","5.626","1.823","2.955","0.026","0.007","12.4","","30","","","","","","","","","","","","","","","","","","","","11.127",""
"영산포1","2017/10/31","4회차","","17.8","9.7","4.6","8.1","54.3","4.674","0.075","3.5","7.5","정량한계미만","371","1480","","","","","","","","","","","","","4.360","1.018","2.365","0.032","0.009","10.0","","1120","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/11/06","1회차","","14.4","11.8","4.5","7.9","26.9","5.351","0.058","5.9","6.8","0.000","474","45","0.00000","0.00","0.00005","","0.00060","0.0000008","","","","","","","5.321","2.106","2.918","0.032","0.008","8.3","","28","","","","","","0.00","","","","","","","","","0.0002","","","","","11.649",""
"영산포1","2017/11/07","1회차","","15.2","8.7","2.5","6.5","19.1","4.718","0.076","3.6","7.4","정량한계미만","394","1420","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.710","0.990","2.629","0.040","0.026","12.0","","800","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2017/11/13","2회차","","13.9","9.9","4.6","8.4","24.2","6.183","0.074","6.6","8.0","0.000","441","300","","","","","","","","","","","","","6.042","2.249","3.223","0.033","0.004","12.2","","40","","","","","","","","","","","","","","","","","","","","21.488",""
"영산포1","2017/11/14","2회차","","13.8","11.2","2.9","7.4","46.3","4.897","0.059","4.0","7.6","정량한계미만","422","980","","","","","","","","","","","","","4.641","1.147","2.556","0.024","0.000","10.8","","880","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/11/20","3회차","","9.9","13.3","5.8","11.6","75.7","6.484","0.099","8.7","8.3","0.000","476","1800","","","","","","","","","","","","","6.020","2.038","2.888","0.032","0.010","19.6","","210","","","","","","","","","","","","","","","","","","","","14.156",""
"영산포1","2017/11/20","3회차","","12.0","11.0","3.4","8.7","69.0","5.957","0.061","4.5","7.2","정량한계미만","510","580","","","","","","","","","","","","","5.586","1.407","3.049","0.023","0.000","10.8","","470","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/11/27","4회차","","10.2","14.1","6.1","11.4","65.4","7.341","0.116","8.4","7.2","0.000","527","3100","","","","","","","","","","","","","7.341","2.523","3.693","0.039","0.010","14.7","","410","","","","","","","","","","","","","","","","","","","","15.429",""
"영산포1","2017/11/27","4회차","","9.6","13.2","3.1","8.2","73.1","5.533","0.069","4.7","7.6","정량한계미만","464","650","","","","","","","","","","","","","5.465","0.888","3.270","0.028","0.000","9.2","","507","","","","","","","","","","","","","","","","","","","","",""
"광산","2017/12/04","1회차","","9.4","11.6","5.6","9.0","42.9","7.740","0.130","7.8","7.6","0.000","614","3600","0.00000","0.00","0.00006","0.000","0.00060","0.0000005","","","","","","","7.311","3.694","2.981","0.033","0.005","23.3","","430","","","","","","0.00","","","","","","","","","0.0002","","","","","21.285",""
"영산포1","2017/12/04","1회차","","7.1","13.7","7.2","10.9","118.8","6.643","0.102","4.7","7.7","정량한계미만","491","790","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","6.135","1.135","3.588","0.024","0.000","17.6","","760","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
