"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"광산","2021/02/08","2회차","","7.4","11.8","4.5","8.7","51.7","8.182","0.103","5.3","7.4","0.000","463","4800","","","","","","","","","","","","","8.000","5.075","2.850","0.033","0.008","11.9","","210","","","","","","","","","","","","","","","","","","","","13.071",""
"영산포1","2021/02/08","2회차","","6.2","15.1","7.0","16.5","125.5","7.671","0.114","5.6","8.4","정량한계미만","383","2200","","","","","","","","","","","","","7.436","3.363","3.005","0.044","0.014","19.6","","208","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/02/15","3회차","","10.4","14.1","5.1","10.7","91.8","11.109","0.133","6.1","7.5","0.000","474","1600","","","","","","","","","","","","","9.787","7.131","2.632","0.038","0.006","10.4","","130","","","","","","","","","","","","","","","","","","","","12.286",""
"영산포1","2021/02/16","3회차","","7.6","11.6","5.7","9.3","32.0","7.850","0.120","5.3","8.8","정량한계미만","397","980","","","","","","","","","","","","","6.987","2.881","3.134","0.030","0.004","19.2","","260","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/02/22","4회차","","9.6","12.2","4.4","9.0","52.7","9.629","0.127","5.6","7.2","0.000","584","2200","","","","","","","","","","","","","9.603","5.933","3.347","0.032","0.007","12.1","","250","","","","","","","","","","","","","","","","","","","","11.338",""
"영산포1","2021/02/22","4회차","","10.5","14.3","4.5","11.7","40.7","9.137","0.069","6.0","8.2","정량한계미만","419","1260","","","","","","","","","","","","","8.732","2.553","3.010","0.051","0.020","11.6","","200","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/03/02","1회차","","10.7","8.5","3.9","9.3","32.8","4.568","0.288","7.9","7.1","0.000","278","82000","","","","","","","","","","","","","4.121","1.266","1.937","0.112","0.095","39.0","","7200","","","","","","","","","","","","","","","","","","","","94.936",""
"영산포1","2021/03/02","1회차","","10.7","11.2","5.5","10.5","61.0","7.741","0.163","5.0","7.7","정량한계미만","390","8800","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","7.545","2.887","2.732","0.092","0.064","18.8","","1180","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/03/08","2회차","","11.8","10.6","4.9","8.3","73.6","5.285","0.162","4.5","7.1","0.000","289","5400","0.00000","0.00","0.00010","0.000","0.00069","0.0000000","","","","","","","4.841","1.559","2.767","0.037","0.016","17.9","0.000","430","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0003","0.000","","0.000","","18.705","0.000"
"영산포1","2021/03/10","2회차","","14.7","16.3","5.7","10.9","46.3","4.630","0.109","4.8","9.1","정량한계미만","318","2800","","","","","","","","","","","","","4.393","0.692","3.009","0.030","0.009","19.2","","580","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/03/15","3회차","","12.7","10.8","5.3","9.2","103.3","4.686","0.185","5.0","7.5","0.000","286","38000","","","","","","","","","","","","","4.052","1.497","2.030","0.029","0.008","16.0","","3800","","","","","","","","","","","","","","","","","","","","14.801",""
"영산포1","2021/03/16","3회차","","13.7","12.9","5.1","11.2","30.8","4.738","0.106","4.5","8.4","정량한계미만","327","7400","","","","","","","","","","","","","4.351","0.936","2.818","0.031","0.008","19.6","","520","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/03/22","4회차","","12.7","9.8","5.1","9.7","85.6","7.368","0.180","5.5","6.8","0.000","350","8000","","","","","","","","","","","","","6.332","3.917","2.002","0.040","0.016","17.6","","5800","","","","","","","","","","","","","","","","","","","","13.000",""
"영산포1","2021/03/24","4회차","","13.9","10.0","2.9","8.1","13.9","4.916","0.100","4.3","7.5","정량한계미만","312","840","","","","","","","","","","","","","4.874","1.657","2.266","0.068","0.043","12.4","","400","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/03/29","5회차","","14.7","8.6","5.2","9.5","88.2","3.342","0.243","4.7","7.6","0.000","229","78000","","","","","","","","","","","","","2.860","0.822","1.738","0.073","0.057","25.8","","29000","","","","","","","","","","","","","","","","","","","","43.054",""
"광산","2021/04/05","1회차","","15.2","7.4","5.9","8.9","127.3","4.454","0.181","4.4","7.5","0.000","268","51000","0.00000","0.00","0.00006","0.000","0.00073","0.0000000","","","","","","","4.127","1.882","1.531","0.029","0.013","24.0","","5100","","","","","","0.00","","","","","","","","","0.0003","","","","","20.020",""
"영산포1","2021/04/06","1회차","","16.7","13.9","4.5","10.3","79.7","4.617","0.103","4.5","8.0","정량한계미만","278","1240","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.261","1.160","2.198","0.029","0.004","16.8","","840","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/04/12","2회차","","17.4","12.4","6.9","12.3","224.1","4.740","0.170","4.8","8.2","0.000","324","780","","","","","","","","","","","","","4.187","1.352","2.099","0.028","0.008","24.4","","480","","","","","","","","","","","","","","","","","","","","20.078",""
"영산포1","2021/04/14","2회차","","16.5","12.1","6.8","11.5","106.5","4.334","0.098","4.5","9.0","정량한계미만","274","1420","","","","","","","","","","","","","4.072","0.816","2.199","0.034","0.011","20.4","","440","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/04/19","3회차","","15.2","14.2","6.8","13.6","228.3","5.668","0.166","4.5","8.3","0.000","341","1200","","","","","","","","","","","","","4.707","1.614","2.456","0.029","0.004","22.7","","220","","","","","","","","","","","","","","","","","","","","11.673",""
"영산포1","2021/04/20","3회차","","16.9","13.5","5.9","9.8","119.8","3.302","0.134","4.3","9.1","정량한계미만","342","1480","","","","","","","","","","","","","2.709","0.391","1.629","0.051","0.012","16.0","","440","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/04/26","4회차","","19.7","9.3","4.1","9.2","57.2","4.997","0.091","4.7","7.3","0.000","350","440","","","","","","","","","","","","","4.828","2.234","2.006","0.035","0.007","12.2","","130","","","","","","","","","","","","","","","","","","","","11.018",""
"영산포1","2021/04/27","4회차","","20.3","12.9","7.9","11.4","131.4","4.528","0.153","5.1","9.1","정량한계미만","307","14200","","","","","","","","","","","","","3.978","0.715","2.118","0.085","0.014","13.2","","500","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/05/03","1회차","","17.0","6.4","4.8","11.2","77.4","4.657","0.226","6.8","7.0","0.000","319","7000","","","","","","","","","","","","","4.301","2.470","1.222","0.107","0.066","11.8","","590","","","","","","","","","","","","","","","","","","","","13.686",""
"영산포1","2021/05/03","1회차","","21.0","8.0","6.2","11.8","16.5","5.406","0.216","5.3","7.6","정량한계미만","332","15200","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.810","2.146","1.712","0.094","0.051","16.4","","2600","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/05/10","2회차","","19.5","11.2","5.1","11.2","88.3","5.348","0.160","4.5","7.2","0.000","375","1100","0.00000","0.00","0.00005","0.000","0.00094","0.0000000","","","","","","","5.011","2.085","2.385","0.033","0.005","26.1","","43","","","","","","0.00","","","","","","","","","0.0003","","","","","15.458",""
"영산포1","2021/05/11","2회차","","20.0","9.1","5.5","10.9","41.6","4.201","0.145","4.9","7.7","정량한계미만","294","12200","","","","","","","","","","","","","4.004","1.583","1.488","0.087","0.035","15.2","","200","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/05/17","3회차","","20.8","4.3","3.0","7.9","13.9","2.937","0.237","5.2","6.6","0.000","188","160000","","","","","","","","","","","","","2.661","1.159","0.986","0.121","0.105","22.3","","38000","","","","","","","","","","","","","","","","","","","","67.404",""
"영산포1","2021/05/17","3회차","","21.1","6.6","6.3","8.9","21.4","3.315","0.235","4.6","7.3","정량한계미만","192","14200","","","","","","","","","","","","","3.128","1.349","1.022","0.165","0.128","21.2","","3900","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/05/24","4회차","","26.8","11.2","6.9","11.9","177.9","3.966","0.168","7.5","7.4","0.000","303","4400","","","","","","","","","","","","","3.359","0.751","1.725","0.030","0.004","21.3","","40","","","","","","","","","","","","","","","","","","","","18.302",""
"영산포1","2021/05/24","4회차","","23.0","12.4","4.2","11.7","72.8","3.194","0.106","4.8","8.6","정량한계미만","238","10800","","","","","","","","","","","","","2.976","0.473","1.663","0.037","0.015","13.6","","700","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/06/01","1회차","","23.9","12.4","5.3","14.0","122.0","4.005","0.172","8.6","7.6","0.000","307","400","0.00000","0.00","0.00008","0.000","0.00103","0.0000000","","","","","","","3.376","0.664","1.927","0.039","0.010","22.6","","320","","","","","","0.00","","","","","","","","","0.0001","","","","","19.650",""
"영산포1","2021/06/01","1회차","","25.0","11.9","4.0","12.8","26.7","3.585","0.131","5.5","8.6","정량한계미만","266","12400","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.446","0.630","1.621","0.086","0.043","15.2","","560","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/06/07","2회차","","23.8","9.1","5.0","11.8","95.8","3.566","0.087","8.5","6.9","0.000","295","12000","","","","","","","","","","","","","3.398","1.144","1.487","0.031","0.008","22.3","","4600","","","","","","","","","","","","","","","","","","","","23.205",""
"영산포1","2021/06/08","2회차","","26.1","11.1","7.0","15.1","114.8","2.479","0.134","6.6","9.1","정량한계미만","236","12800","","","","","","","","","","","","","1.912","0.265","1.221","0.042","0.013","16.8","","288","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/06/14","3회차","","26.3","6.7","4.7","10.0","82.9","3.631","0.167","7.7","6.4","0.000","265","35000","","","","","","","","","","","","","3.100","1.223","1.225","0.051","0.029","16.8","","5300","","","","","","","","","","","","","","","","","","","","18.557",""
"영산포1","2021/06/16","3회차","","26.4","7.2","5.6","12.6","39.2","3.369","0.229","6.9","7.7","정량한계미만","244","12400","","","","","","","","","","","","","2.962","0.712","1.207","0.115","0.077","20.4","","1080","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/06/21","4회차","","25.8","8.8","7.1","12.5","96.6","3.503","0.079","5.9","6.7","0.000","296","22000","","","","","","","","","","","","","3.418","0.989","1.423","0.034","0.007","15.1","","6000","","","","","","","","","","","","","","","","","","","","21.329",""
"영산포1","2021/06/22","4회차","","28.7","17.9","7.4","18.7","126.4","3.226","0.216","6.5","9.7","정량한계미만","274","12600","","","","","","","","","","","","","2.473","0.094","1.462","0.068","0.018","22.8","","1140","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/06/28","5회차","","27.0","5.3","7.0","12.8","60.2","3.221","0.145","7.4","6.5","0.000","316","32000","","","","","","","","","","","","","3.068","1.222","1.266","0.075","0.049","10.9","","9800","","","","","","","","","","","","","","","","","","","","40.963",""
"광산","2021/07/05","1회차","","24.8","4.5","4.4","9.2","25.1","2.635","0.197","6.8","6.7","0.000","225","37000","","","","","","","","","","","","","2.321","0.885","0.903","0.129","0.115","14.7","","9000","","","","","","","","","","","","","","","","","","","","52.544",""
"영산포1","2021/07/05","1회차","","25.2","5.5","4.5","7.7","21.2","3.461","0.240","5.7","7.4","정량한계미만","273","24800","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.294","1.659","0.920","0.148","0.124","23.6","","2400","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/07/12","2회차","","27.6","7.6","6.8","7.3","60.3","3.040","0.087","4.9","6.5","0.000","231","26000","0.00000","0.00","0.00006","0.000","0.00090","0.0000000","","","","","","","2.779","0.527","1.710","0.036","0.026","8.6","","5000","","","","","","0.00","","","","","","","0.0000","0.0000","0.0002","","","","","30.856",""
"영산포1","2021/07/14","2회차","","29.3","13.1","7.9","12.8","10.6","2.606","0.188","4.8","9.4","정량한계미만","198","20000","","","","","","","","","","","","","2.122","0.095","1.492","0.061","0.026","23.2","","480","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/07/19","3회차","","29.1","7.5","5.6","8.8","75.5","2.867","0.167","5.2","7.0","0.000","272","12000","","","","","","","","","","","","","2.646","0.714","1.005","0.087","0.066","16.3","","2100","","","","","","","","","","","","","","","","","","","","22.387",""
"영산포1","2021/07/20","3회차","","29.7","8.9","3.6","9.2","67.3","2.535","0.185","5.0","8.3","정량한계미만","263","11200","","","","","","","","","","","","","2.333","0.343","1.248","0.099","0.077","14.4","","4000","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/07/26","4회차","","29.3","9.5","5.9","9.6","142.8","3.985","0.143","7.3","7.7","0.000","349","1500","","","","","","","","","","","","","3.667","0.801","1.754","0.040","0.018","19.7","","110","","","","","","","","","","","","","","","","","","","","10.131",""
"영산포1","2021/07/27","4회차","","30.4","10.9","4.9","14.4","70.0","2.107","0.209","5.8","9.1","정량한계미만","290","13600","","","","","","","","","","","","","1.781","0.103","1.088","0.108","0.060","24.0","","960","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/08/02","1회차","","29.0","3.3","7.5","11.6","134.8","3.434","0.195","6.7","6.7","0.000","278","45000","","","","","","","","","","","","","3.118","1.677","0.841","0.075","0.052","18.5","","4600","","","","","","","","","","","","","","","","","","","","53.061",""
"영산포1","2021/08/05","1회차","","32.7","9.2","2.5","9.5","38.5","1.947","0.193","4.7","7.8","정량한계미만","132","10800","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","1.767","0.066","1.172","0.113","0.084","12.8","","2200","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/08/09","2회차","","27.5","4.5","5.9","8.8","54.2","2.493","0.165","5.9","6.5","0.000","223","59000","0.00001","0.00","0.00008","0.000","0.00120","0.0000000","","","","","","","2.261","0.889","0.856","0.085","0.067","18.1","","9700","","","","","","0.00","","","","","","","","","0.0002","","","","","30.396",""
"영산포1","2021/08/11","2회차","","30.6","10.8","7.6","10.9","22.0","2.212","0.199","4.9","9.0","정량한계미만","205","11400","","","","","","","","","","","","","1.814","0.138","1.200","0.097","0.062","17.2","","860","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/08/17","3회차","","28.0","6.8","8.8","9.2","108.8","3.207","0.225","6.7","6.9","0.000","259","32000","","","","","","","","","","","","","2.873","1.221","1.079","0.117","0.104","13.6","","4900","","","","","","","","","","","","","","","","","","","","15.500",""
"영산포1","2021/08/17","3회차","","28.7","7.1","3.9","11.4","76.3","2.981","0.184","5.2","8.3","정량한계미만","287","15200","","","","","","","","","","","","","2.652","0.934","1.105","0.060","0.041","11.2","","6200","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2021/08/26","4회차","","27.1","7.4","1.4","6.7","6.2","2.179","0.183","3.6","7.1","정량한계미만","151","12000","","","","","","","","","","","","","2.058","0.420","1.223","0.142","0.133","11.2","","9200","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/08/30","4회차","","25.2","7.4","2.3","5.7","4.2","2.424","0.148","4.1","6.9","0.000","156","42000","","","","","","","","","","","","","2.362","0.163","1.647","0.098","0.085","18.5","","5500","","","","","","","","","","","","","","","","","","","","93.691",""
"영산포1","2021/09/02","1회차","","25.5","5.8","1.5","5.3","9.0","2.253","0.174","3.2","7.2","정량한계미만","146","12400","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.090","0.689","1.117","0.129","0.118","18.0","","7400","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/09/06","1회차","","24.2","6.8","2.5","5.1","15.4","2.852","0.107","3.9","6.7","0.000","232","3800","0.00000","0.00","0.00000","0.000","0.00081","0.0000000","","","","","","","2.779","0.618","1.654","0.069","0.064","7.4","0.000","3400","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0001","0.000","","0.000","","42.188","0.000"
"영산포1","2021/09/08","2회차","","24.2","8.8","2.0","6.7","14.3","3.128","0.151","3.9","7.5","정량한계미만","233","8800","","","","","","","","","","","","","3.025","0.758","1.765","0.083","0.073","13.6","","5200","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/09/13","2회차","","26.1","9.7","3.9","6.3","62.9","3.208","0.074","4.7","7.1","0.000","291","2300","","","","","","","","","","","","","3.061","0.793","1.814","0.023","0.008","8.5","","520","","","","","","","","","","","","","","","","","","","","23.149",""
"영산포1","2021/09/14","3회차","","25.3","10.7","4.3","7.4","15.8","3.213","0.101","3.9","8.3","정량한계미만","297","640","","","","","","","","","","","","","2.787","0.340","1.901","0.021","0.007","12.0","","420","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/09/23","3회차","","24.9","7.3","4.0","7.3","20.6","2.289","0.109","5.2","6.8","0.000","239","4100","","","","","","","","","","","","","1.936","0.165","1.314","0.066","0.064","8.7","","2200","","","","","","","","","","","","","","","","","","","","24.270",""
"영산포1","2021/09/23","4회차","","25.0","7.6","2.5","11.0","27.8","3.312","0.145","3.9","7.5","정량한계미만","246","1300","","","","","","","","","","","","","3.067","1.153","1.298","0.098","0.069","17.6","","640","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/09/27","4회차","","24.6","9.1","5.7","7.6","24.2","3.828","0.097","5.8","7.0","0.000","318","2300","","","","","","","","","","","","","3.602","1.078","1.813","0.028","0.010","10.0","","2100","","","","","","","","","","","","","","","","","","","","15.141",""
"광산","2021/10/05","1회차","","25.0","9.9","5.7","7.6","89.9","3.603","0.099","5.7","7.3","0.000","351","2200","0.00000","0.00","0.00000","0.000","0.00089","0.0000000","","","","","","","3.351","0.491","2.163","0.030","0.013","12.2","","590","","","","","","0.00","","","","","","","","","0.0002","","","","","9.803",""
"영산포1","2021/10/05","1회차","","26.1","10.4","5.2","10.0","98.2","2.393","0.148","4.4","8.4","정량한계미만","244","370","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.015","0.265","1.361","0.059","0.047","17.6","","140","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/10/12","2회차","","22.8","4.2","5.1","8.2","53.9","5.220","0.221","5.9","6.6","0.000","378","56000","","","","","","","","","","","","","4.993","2.027","2.095","0.145","0.137","14.5","","4500","","","","","","","","","","","","","","","","","","","","24.497",""
"영산포1","2021/10/13","2회차","","23.1","9.6","3.1","6.9","46.2","3.706","0.109","4.3","7.5","정량한계미만","334","1040","","","","","","","","","","","","","3.540","0.371","1.880","0.063","0.046","20.8","","340","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/10/18","3회차","","16.2","9.1","6.2","7.2","49.2","4.033","0.238","6.3","7.0","0.000","316","49000","","","","","","","","","","","","","3.819","1.304","1.824","0.147","0.143","12.0","","9500","","","","","","","","","","","","","","","","","","","","10.862",""
"영산포1","2021/10/19","3회차","","19.6","15.5","3.5","10.6","98.9","3.510","0.153","5.7","8.9","정량한계미만","315","500","","","","","","","","","","","","","3.302","0.514","2.025","0.073","0.036","18.0","","250","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/10/25","4회차","","17.0","16.1","6.9","10.8","91.6","5.178","0.095","7.2","8.2","0.000","397","1800","","","","","","","","","","","","","4.860","0.711","3.353","0.024","0.008","15.8","","750","","","","","","","","","","","","","","","","","","","","11.017",""
"영산포1","2021/10/28","4회차","","17.0","14.3","4.0","8.9","37.1","3.861","0.074","5.0","9.1","정량한계미만","411","200","","","","","","","","","","","","","3.608","0.142","2.758","0.041","0.006","12.0","","42","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/11/01","1회차","","16.9","10.2","5.3","7.8","64.1","5.122","0.074","5.7","7.0","0.000","423","1200","0.00001","0.00","0.00001","0.000","0.00033","0.0000000","","","","","","","4.923","1.100","2.899","0.023","0.002","10.7","","580","","","","","","0.00","","","","","","","","","0.0001","","","","","9.715",""
"영산포1","2021/11/03","1회차","","16.3","14.0","3.8","9.8","33.5","4.490","0.075","5.0","8.8","정량한계미만","387","360","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.954","0.363","2.973","0.045","0.007","12.8","","45","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2021/11/08","2회차","","16.9","11.2","5.7","8.3","70.5","5.411","0.090","6.1","7.2","0.000","428","3900","","","","","","","","","","","","","5.246","1.385","3.026","0.024","0.006","14.4","","3300","","","","","","","","","","","","","","","","","","","","22.280",""
"광산","2021/11/15","3회차","","12.5","8.4","5.4","7.7","36.7","3.944","0.253","5.5","6.9","0.000","321","9800","","","","","","","","","","","","","3.944","1.057","2.035","0.201","0.196","7.0","","4700","","","","","","","","","","","","","","","","","","","","6.480",""
"영산포1","2021/11/16","2회차","","14.6","8.1","2.8","7.7","13.5","4.223","0.166","3.9","7.4","정량한계미만","337","15000","","","","","","","","","","","","","4.198","1.754","1.981","0.146","0.159","5.6","","5900","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/11/22","4회차","","13.3","9.4","4.1","8.3","52.2","4.738","0.097","5.1","6.9","0.000","384","2500","","","","","","","","","","","","","4.519","1.253","2.526","0.042","0.033","6.3","","570","","","","","","","","","","","","","","","","","","","","8.454",""
"영산포1","2021/11/24","3회차","","11.8","9.9","2.8","7.0","24.6","4.036","0.183","4.1","7.4","정량한계미만","356","46000","","","","","","","","","","","","","3.956","0.925","2.339","0.161","0.163","4.8","","2500","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2021/11/29","4회차","","11.0","11.7","3.4","8.1","30.2","4.425","0.090","4.3","7.5","정량한계미만","459","9000","","","","","","","","","","","","","4.094","0.800","2.660","0.064","0.052","6.8","","3200","","","","","","","","","","","","","","","","","","","","",""
"광산","2021/11/29","5회차","","11.6","8.2","4.0","8.0","28.7","6.322","0.206","5.7","6.9","0.000","430","1100","","","","","","","","","","","","","6.155","2.643","2.473","0.157","0.149","6.4","","120","","","","","","","","","","","","","","","","","","","","7.830",""
"광산","2021/12/06","1회차","","9.3","10.4","4.9","7.1","42.5","5.166","0.191","5.3","7.0","0.000","413","6600","0.00000","0.00","0.00003","0.000","0.00064","0.0000000","","","","","","","4.905","1.826","2.495","0.089","0.086","8.8","","640","","","","","","0.00","","","","","","","","","0.0001","","","","","13.455",""
