"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"영산포1","2014/03/03","1회차","","9.5","13.5","5.8","9.4","79.6","8.914","0.056","3.6","8.0","0.000","446","450","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","8.584","4.170","2.981","0.027","0.008","12.4","","25","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","",""
"광산","2014/03/04","1회차","","10.2","9.1","5.1","9.4","21.5","9.795","0.137","7.4","7.0","0.000","526","5200","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","9.583","6.980","2.189","0.048","0.018","9.0","","108","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","9.549",""
"광산","2014/03/10","2회차","","8.8","11.9","8.3","11.9","66.8","9.205","0.252","9.7","7.8","0.000","509","267","","","","","","","","","","","","","8.375","5.607","1.672","0.100","0.067","13.7","","44","","","","","","","","","","","","","","","","","","","","10.306",""
"광산","2014/03/18","3회차","","11.1","7.8","7.3","8.3","33.8","5.368","0.210","7.7","7.3","0.000","363","14000","","","","","","","","","","","","","4.727","2.849","1.290","0.075","0.042","11.5","","720","","","","","","","","","","","","","","","","","","","","13.715",""
"광산","2014/03/24","4회차","","11.6","12.2","7.2","12.9","91.0","6.823","0.129","8.7","8.2","0.000","428","690","","","","","","","","","","","","","6.276","3.686","1.794","0.061","0.031","10.1","","44","","","","","","","","","","","","","","","","","","","","9.028",""
"광산","2014/04/01","1회차","","15.9","4.6","7.3","8.3","24.5","5.182","0.243","6.1","7.1","0.000","348","7800","","","","","","","","","","","","","4.837","2.853","1.385","0.147","0.121","22.0","","230","","","","","","","","","","","","","","","","","","","","17.458",""
"영산포1","2014/04/01","1회차","","15.9","8.3","2.2","7.8","15.5","6.120","0.116","3.3","7.5","0.000","280","2400","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.980","2.931","1.969","0.104","0.103","5.2","","125","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2014/04/07","2회차","","14.7","8.7","5.4","6.5","51.1","5.486","0.103","5.2","7.7","0.000","397","630","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.245","2.632","1.599","0.047","0.012","7.6","","30","","","","","","0.00","","","","","","","","","0.0000","","","","","9.694",""
"광산","2014/04/15","3회차","","16.8","9.5","9.0","10.7","52.7","6.809","0.078","6.8","7.4","0.000","456","760","","","","","","","","","","","","","6.414","3.089","2.132","0.042","0.011","9.0","","325","","","","","","","","","","","","","","","","","","","","10.743",""
"광산","2014/04/21","4회차","","17.3","7.1","8.1","11.4","76.7","6.394","0.138","7.8","7.3","0.000","490","5000","","","","","","","","","","","","","5.762","3.026","1.715","0.065","0.017","15.8","","260","","","","","","","","","","","","","","","","","","","","11.424",""
"광산","2014/04/28","5회차","","18.0","7.7","5.4","8.4","58.6","6.135","0.117","6.7","7.5","0.000","446","25000","","","","","","","","","","","","","5.800","3.252","1.635","0.047","0.035","7.7","","4400","","","","","","","","","","","","","","","","","","","","25.688",""
"광산","2014/05/07","1회차","","18.7","9.9","5.2","7.3","46.4","4.673","0.107","6.4","7.6","0.000","388","280","","","","","","","","","","","","","4.426","1.745","1.571","0.045","0.023","9.0","","32","","","","","","","","","","","","","","","","","","","","11.410",""
"영산포1","2014/05/07","1회차","","19.9","8.5","3.4","8.1","21.8","5.085","0.080","4.6","8.0","0.000","298","8400","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.827","2.199","1.428","0.044","0.026","7.6","","1040","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2014/05/12","2회차","","19.9","10.0","7.7","10.6","91.2","5.829","0.161","8.3","7.6","0.000","422","35500","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.554","2.871","1.797","0.033","0.014","21.9","","5200","","","","","","0.00","","","","","","","","","0.0000","","","","","63.917",""
"광산","2014/05/20","3회차","","22.1","8.5","6.1","11.0","64.0","4.720","0.120","7.8","7.8","0.000","359","350","","","","","","","","","","","","","4.338","1.670","1.450","0.049","0.014","12.1","","46","","","","","","","","","","","","","","","","","","","","22.201",""
"광산","2014/05/26","4회차","","22.8","10.8","7.0","11.0","85.2","5.001","0.207","6.9","7.3","0.000","359","1400","","","","","","","","","","","","","4.600","2.336","1.199","0.077","0.046","18.5","","55","","","","","","","","","","","","","","","","","","","","10.792",""
"광산","2014/06/02","1회차","","24.1","7.6","4.7","9.1","74.9","4.482","0.156","8.1","7.5","0.000","362","180","","","","","","","","","","","","","4.406","1.999","1.301","0.063","0.030","13.4","","30","","","","","","","","","","","","","","","","","","","","24.229",""
"영산포1","2014/06/02","1회차","","23.5","9.3","5.6","11.8","94.3","3.941","0.090","4.6","8.0","0.000","249","2800","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.653","1.240","1.217","0.040","0.023","10.4","","440","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2014/06/10","2회차","","24.6","9.8","5.1","9.1","62.7","4.082","0.101","7.6","8.0","0.000","273","230","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.621","1.191","1.495","0.025","0.006","13.1","","50","","","","","","0.00","","","","","","","","","0.0000","","","","","18.785",""
"광산","2014/06/16","3회차","","24.7","11.2","5.2","8.6","50.8","5.045","0.128","7.2","8.2","0.000","322","8200","","","","","","","","","","","","","4.586","2.748","1.288","0.061","0.041","11.2","","1120","","","","","","","","","","","","","","","","","","","","13.174",""
"광산","2014/06/24","4회차","","25.2","8.7","5.3","11.0","53.3","5.687","0.111","9.3","7.4","0.000","394","400","","","","","","","","","","","","","5.550","2.818","1.458","0.034","0.007","16.1","","50","","","","","","","","","","","","","","","","","","","","15.688",""
"광산","2014/07/01","1회차","","26.3","10.3","5.8","10.9","69.3","5.605","0.167","6.4","8.3","0.000","378","50","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","5.260","2.849","1.150","0.068","0.043","11.3","","8","","","","","","0.00","","","","","","","0.0000","0.0000","0.0000","","","","","9.431",""
"영산포1","2014/07/07","1회차","","24.3","7.1","2.8","10.2","49.9","4.532","0.111","6.2","7.3","0.000","292","2600","","","","","","","","","","","","","4.323","2.213","1.210","0.090","0.065","12.0","","620","","","","","","","","","","","","","","","","","","","","",""
"광산","2014/07/07","2회차","","23.4","3.5","6.1","9.6","64.4","4.263","0.245","7.7","7.0","0.000","321","26500","","","","","","","","","","","","","3.814","2.056","1.140","0.123","0.110","12.9","","7000","","","","","","","","","","","","","","","","","","","","50.806",""
"광산","2014/07/15","3회차","","26.8","8.4","5.4","9.5","50.2","4.986","0.196","6.4","7.7","0.000","318","620","","","","","","","","","","","","","4.502","2.811","1.200","0.124","0.095","8.5","","80","","","","","","","","","","","","","","","","","","","","17.271",""
"광산","2014/07/21","4회차","","25.6","5.9","2.0","6.8","7.4","2.624","0.173","4.3","7.1","0.000","151","22000","","","","","","","","","","","","","2.549","0.390","1.720","0.133","0.123","14.6","","5800","","","","","","","","","","","","","","","","","","","","53.208",""
"광산","2014/07/28","5회차","","28.0","7.5","6.7","10.2","99.5","4.568","0.159","6.7","8.1","0.000","307","340","","","","","","","","","","","","","3.855","1.448","1.850","0.034","0.018","16.6","","180","","","","","","","","","","","","","","","","","","","","171.278",""
"광산","2014/08/05","1회차","","25.0","7.6","3.8","6.2","7.3","3.153","0.217","4.5","7.0","0.000","176","47000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.065","1.175","1.360","0.157","0.151","9.0","","20500","","","","","","0.00","","","","","","","","","0.0000","","","","","88.299",""
"광산","2014/08/11","2회차","","26.5","7.3","5.2","9.0","41.4","3.021","0.144","5.0","7.5","0.000","214","5800","","","","","","","","","","","","","2.651","0.507","1.640","0.020","0.007","15.0","","1950","","","","","","","","","","","","","","","","","","","","25.708",""
"영산포1","2014/08/11","2회차","","26.7","11.4","3.4","6.4","40.6","2.503","0.091","3.9","8.2","0.000","154","600","","","","","","","","","","","","","2.355","0.282","1.540","0.054","0.033","8.4","","120","","","","","","","","","","","","","","","","","","","","",""
"광산","2014/08/19","3회차","","22.9","7.8","2.9","6.1","1.8","2.423","0.232","4.0","7.2","0.000","98","150000","","","","","","","","","","","","","2.339","0.341","1.540","0.100","0.088","51.7","","56000","","","","","","","","","","","","","","","","","","","","249.299",""
"광산","2014/08/26","4회차","","23.1","7.1","2.7","6.6","3.2","2.315","0.285","4.5","6.7","0.000","120","126000","","","","","","","","","","","","","2.045","0.313","1.220","0.130","0.119","43.1","","34000","","","","","","","","","","","","","","","","","","","","258.653",""
"광산","2014/09/01","1회차","","24.7","8.0","3.9","6.3","12.0","3.408","0.135","3.7","7.5","0.000","218","20000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.271","0.660","2.020","0.081","0.055","7.7","","6100","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","30.326",""
"광산","2014/09/11","2회차","","25.5","8.2","4.2","6.5","22.4","3.942","0.132","5.4","7.2","0.000","301","1100","","","","","","","","","","","","","3.634","1.087","0.930","0.039","0.024","8.7","","120","","","","","","","","","","","","","","","","","","","","15.132",""
"영산포1","2014/09/15","2회차","","25.7","9.0","2.7","8.1","49.9","3.049","0.083","4.4","8.0","0.000","243","1100","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.022","0.549","1.730","0.060","0.035","7.6","","400","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","",""
"광산","2014/09/16","3회차","","25.0","10.3","4.9","8.1","20.6","4.355","0.117","6.0","7.5","0.000","317","8600","","","","","","","","","","","","","4.091","1.392","2.000","0.039","0.029","6.8","","2250","","","","","","","","","","","","","","","","","","","","26.243",""
"광산","2014/09/22","4회차","","23.8","11.4","3.9","6.6","44.3","3.543","0.083","5.4","7.7","0.000","314","200","","","","","","","","","","","","","3.086","0.402","2.110","0.026","0.014","11.1","","55","","","","","","","","","","","","","","","","","","","","23.563",""
"광산","2014/09/30","5회차","","23.3","4.9","4.3","7.6","9.1","3.789","0.175","5.2","6.9","0.000","258","6400","","","","","","","","","","","","","3.711","1.129","1.670","0.120","0.109","8.5","","2450","","","","","","","","","","","","","","","","","","","","24.319",""
"광산","2014/10/06","1회차","","21.8","13.8","5.0","7.1","27.0","3.698","0.118","4.6","7.9","0.000","324","1120","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","3.569","0.436","2.230","0.028","0.015","13.2","","740","","","","","","0.00","","","","","","","","","0.0000","","","","","22.569",""
"영산포1","2014/10/06","1회차","","22.1","9.7","2.8","6.7","38.1","2.704","0.064","3.5","7.8","0.000","217","3200","","","","","","","","","","","","","2.550","0.347","1.760","0.032","0.031","11.2","","140","","","","","","","","","","","","","","","","","","","","",""
"광산","2014/10/14","2회차","","20.1","10.1","3.9","5.9","4.6","3.808","0.075","5.0","7.4","0.000","344","740","","","","","","","","","","","","","3.794","0.407","2.400","0.027","0.015","9.8","","400","","","","","","","","","","","","","","","","","","","","10.681",""
"광산","2014/10/21","3회차","","19.2","7.6","5.0","7.3","5.8","6.241","0.093","5.2","7.4","0.000","420","64000","","","","","","","","","","","","","5.991","1.622","3.270","0.043","0.029","7.4","","31500","","","","","","","","","","","","","","","","","","","","31.993",""
"광산","2014/10/27","4회차","","17.9","6.7","3.8","7.1","11.1","3.285","0.158","5.0","6.7","0.000","238","7200","","","","","","","","","","","","","3.202","0.961","1.770","0.114","0.107","7.7","","1260","","","","","","","","","","","","","","","","","","","","21.250",""
"광산","2014/11/04","1회차","","14.8","7.6","3.9","6.1","39.4","3.597","0.137","4.9","7.5","0.000","279","13400","","","","","","","","","","","","","3.574","0.937","1.790","0.064","0.052","11.1","","2000","","","","","","","","","","","","","","","","","","","","19.243",""
"영산포1","2014/11/10","1회차","","15.7","11.8","2.5","5.9","35.4","3.905","0.053","3.3","8.2","0.000","197","2500","","","","","","","","","","","","","3.878","0.506","2.530","0.024","0.015","6.8","","300","","","","","","","","","","","","","","","","","","","","",""
"광산","2014/11/11","2회차","","14.2","13.6","4.3","7.4","70.8","4.530","0.113","4.9","7.6","0.000","377","4400","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.286","0.788","3.150","0.022","0.006","13.5","","560","","","","","","0.00","","","","","","","","","0.0000","","","","","14.819",""
"광산","2014/11/18","3회차","","11.9","13.5","4.9","6.6","50.4","5.628","0.091","5.1","7.6","0.000","392","3800","","","","","","","","","","","","","5.440","1.475","2.850","0.027","0.018","11.3","","1000","","","","","","","","","","","","","","","","","","","","14.347",""
"광산","2014/11/24","4회차","","12.1","11.1","3.1","5.9","28.6","6.013","0.057","4.5","7.0","0.000","392","550","","","","","","","","","","","","","5.593","1.959","3.000","0.034","0.017","5.7","","30","","","","","","","","","","","","","","","","","","","","113.417",""
"광산","2014/12/03","1회차","","9.7","7.8","2.8","5.0","5.4","4.238","0.174","4.6","7.2","0.000","302","36000","","","","","","","","","","","","","4.166","1.671","1.950","0.140","0.129","6.0","","9000","","","","","","","","","","","","","","","","","","","","34.951",""
"영산포1","2014/12/08","1회차","","7.8","11.7","2.5","6.0","17.3","4.239","0.142","3.0","7.7","0.000","288","9000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.238","1.172","2.360","0.115","0.093","8.0","","1100","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2014/12/08","2회차","","6.8","9.7","3.9","5.1","2.2","4.671","0.169","4.0","6.7","0.000","402","38500","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.384","1.944","2.300","0.152","0.149","6.1","","10800","","","","","","0.00","","","","","","","","","0.0000","","","","","26.014",""
"광산","2014/12/15","3회차","","6.0","10.6","1.8","3.7","3.6","5.702","0.069","3.7","7.2","0.000","442","10000","","","","","","","","","","","","","5.397","2.118","2.600","0.055","0.050","4.3","","1500","","","","","","","","","","","","","","","","","","","","22.833",""
"광산","2014/12/23","4회차","","5.2","9.7","3.1","5.4","2.8","5.589","0.141","4.4","6.0","0.000","472","27500","","","","","","","","","","","","","5.284","2.327","2.460","0.086","0.076","5.8","","9000","","","","","","","","","","","","","","","","","","","","27.410",""
"광산","2014/12/29","5회차","","5.8","11.8","2.7","4.8","2.8","6.349","0.076","4.3","7.3","0.000","464","2100","","","","","","","","","","","","","6.157","2.308","2.980","0.043","0.033","3.0","","50","","","","","","","","","","","","","","","","","","","","20.778",""
