"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"광산","2015/08/17","3회차","","27.5","6.9","3.4","7.7","60.5","3.322","0.183","5.4","7.5","0.000","287","9000","","","","","","","","","","","","","3.015","1.028","0.856","0.098","0.065","8.8","","2200","","","","","","","","","","","","","","","","","","","","21.938",""
"영산포1","2015/08/18","3회차","","28.7","12.7","7.0","18.6","114.2","2.830","0.113","4.7","8.6","0.000","258","14000","","","","","","","","","","","","","2.584","0.655","1.071","0.082","0.052","27.2","","100","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2015/08/24","4회차","","26.2","9.7","5.4","9.8","62.8","2.155","0.119","3.8","7.3","0.000","130","600","","","","","","","","","","","","","1.999","0.674","0.834","0.081","0.081","9.6","","210","","","","","","","","","","","","","","","","","","","","",""
"광산","2015/08/25","4회차","","25.3","5.9","4.0","5.7","30.8","3.011","0.197","4.5","6.9","0.000","235","6500","","","","","","","","","","","","","2.912","0.806","0.972","0.101","0.076","9.3","","1950","","","","","","","","","","","","","","","","","","","","22.826",""
"광산","2015/08/31","5회차","","26.3","8.3","4.8","6.9","64.4","4.433","0.213","5.1","7.5","0.000","275","3600","","","","","","","","","","","","","4.092","1.244","1.572","0.103","0.090","16.0","","820","","","","","","","","","","","","","","","","","","","","22.493",""
"영산포1","2015/09/01","1회차","","27.3","11.6","4.4","9.9","68.6","2.432","0.048","4.1","8.6","0.000","251","12000","0.00000","0.00","0.00000","0.000","0.00140","0.0000000","","","","","","","2.306","0.334","1.396","0.025","0.019","10.8","","20","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2015/09/08","1회차","","24.7","4.7","5.0","6.7","28.6","3.739","0.255","5.0","6.9","0.000","256","35500","0.00001","0.00","0.00012","0.000","0.00063","0.0000070","","","","","","","3.480","1.553","0.938","0.161","0.131","8.4","0.000","11400","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","22.713","0.000"
"영산포1","2015/09/08","2회차","","25.1","8.2","2.5","7.5","32.3","2.109","0.113","3.8","7.8","0.000","225","500","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.045","0.476","0.886","0.089","0.077","6.8","","100","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2015/09/14","2회차","","23.9","11.8","4.5","7.5","95.2","4.331","0.118","5.4","7.6","0.000","324","6800","","","","","","","","","","","","","4.230","0.949","2.062","0.032","0.006","10.0","","900","","","","","","","","","","","","","","","","","","","","17.484",""
"영산포1","2015/09/16","3회차","","24.5","7.7","2.9","8.0","13.2","2.444","0.122","3.8","7.6","0.000","232","60","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.369","0.737","1.104","0.097","0.083","11.2","","48","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2015/09/22","3회차","","24.0","8.8","3.2","7.1","17.1","5.134","0.098","5.0","7.2","0.000","362","110","","","","","","","","","","","","","5.074","1.387","2.695","0.038","0.014","9.0","","32","","","","","","","","","","","","","","","","","","","","19.051",""
"영산포1","2015/09/23","4회차","","23.3","8.1","2.2","7.9","52.1","2.687","0.047","4.6","7.5","0.000","257","300","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.671","0.418","1.411","0.021","0.010","11.2","","160","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2015/09/30","4회차","","23.2","6.9","4.8","7.0","11.4","4.743","0.139","5.4","7.0","0.000","346","600","","","","","","","","","","","","","4.482","1.824","1.542","0.074","0.046","7.2","","310","","","","","","","","","","","","","","","","","","","","19.796",""
"광산","2015/10/05","1회차","","20.5","6.1","3.6","6.4","20.3","3.028","0.173","5.6","7.0","0.000","214","7200","0.00001","0.00","0.00012","0.000","0.00091","0.0000106","","","","","","","2.985","0.810","1.056","0.124","0.098","5.7","","1600","","","","","","0.00","","","","","","","","","0.0003","","","","","18.898",""
"영산포1","2015/10/06","1회차","","21.2","8.2","2.9","7.0","32.4","2.130","0.098","3.7","7.8","0.000","175","1500","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.115","0.569","1.126","0.072","0.068","8.8","","560","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2015/10/12","2회차","","19.9","12.7","5.2","7.9","71.2","4.853","0.143","5.3","7.4","0.000","329","420","","","","","","","","","","","","","4.346","0.878","2.286","0.034","0.008","15.6","","120","","","","","","","","","","","","","","","","","","","","18.458",""
"영산포1","2015/10/13","2회차","","20.5","8.8","2.7","7.9","18.0","2.390","0.070","3.6","7.9","0.000","215","140","","","","","","","","","","","","","2.307","0.357","1.381","0.070","0.037","7.2","","120","","","","","","","","","","","","","","","","","","","","",""
"광산","2015/10/20","3회차","","19.9","7.8","4.3","6.8","35.8","4.726","0.087","6.0","7.0","0.000","370","130","","","","","","","","","","","","","4.678","1.251","2.546","0.042","0.031","6.2","","50","","","","","","","","","","","","","","","","","","","","10.396",""
"영산포1","2015/10/20","3회차","","19.8","9.1","2.9","8.2","33.7","2.959","0.071","3.7","7.9","0.000","262","40","","","","","","","","","","","","","2.847","0.421","1.916","0.024","0.012","10.4","","25","","","","","","","","","","","","","","","","","","","","",""
"광산","2015/10/26","4회차","","19.9","8.9","4.2","7.2","27.9","5.449","0.067","6.5","6.7","0.000","340","95","","","","","","","","","","","","","5.283","1.318","3.776","0.037","0.018","10.2","","30","","","","","","","","","","","","","","","","","","","","10.835",""
"영산포1","2015/10/27","4회차","","19.6","8.2","2.9","8.0","29.9","3.832","0.054","4.0","7.4","0.000","234","400","","","","","","","","","","","","","3.544","0.687","2.163","0.025","0.015","15.2","","320","","","","","","","","","","","","","","","","","","","","",""
"광산","2015/11/02","1회차","","15.5","5.0","4.1","6.0","22.1","4.390","0.185","6.0","6.7","0.000","346","920","0.00001","0.00","0.00004","0.000","0.00101","0.0000137","","","","","","","3.971","1.685","2.216","0.118","0.106","7.4","","120","","","","","","0.00","","","","","","","","","0.0004","","","","","11.941",""
"영산포1","2015/11/03","1회차","","16.5","8.7","2.6","9.2","24.6","4.198","0.063","3.7","7.7","0.000","371","240","0.00000","0.00","0.00000","0.000","0.00110","0.0000000","","","","","","","4.059","0.857","2.705","0.040","0.024","12.0","","240","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2015/11/09","2회차","","16.9","5.5","5.4","6.9","29.1","7.329","0.289","6.1","6.7","0.000","453","43000","","","","","","","","","","","","","7.277","2.655","2.888","0.200","0.064","4.9","","8600","","","","","","","","","","","","","","","","","","","","16.946",""
"영산포1","2015/11/10","2회차","","15.4","8.7","3.2","7.5","22.2","4.716","0.091","3.7","7.8","0.000","358","1400","","","","","","","","","","","","","4.488","1.271","3.198","0.065","0.052","10.0","","700","","","","","","","","","","","","","","","","","","","","",""
"영산포1","2015/11/16","3회차","","15.3","7.9","4.0","6.9","32.7","4.811","0.172","3.7","7.6","0.000","359","4000","","","","","","","","","","","","","4.779","1.618","3.038","0.142","0.138","11.6","","900","","","","","","","","","","","","","","","","","","","","",""
"광산","2015/11/17","3회차","","15.4","6.0","3.8","7.3","23.3","3.860","0.160","5.3","6.8","0.000","315","30000","","","","","","","","","","","","","3.810","1.509","0.864","0.115","0.103","4.5","","8400","","","","","","","","","","","","","","","","","","","","35.593",""
"영산포1","2015/11/23","4회차","","12.0","6.7","2.8","6.7","16.6","3.748","0.131","3.7","6.8","0.000","297","2600","","","","","","","","","","","","","3.599","1.187","2.182","0.110","0.109","6.4","","1100","","","","","","","","","","","","","","","","","","","","",""
"광산","2015/11/24","4회차","","14.5","6.7","3.4","6.3","17.6","4.466","0.172","3.6","6.6","0.000","283","4900","","","","","","","","","","","","","4.319","1.356","1.244","0.108","0.098","6.6","","1300","","","","","","","","","","","","","","","","","","","","20.330",""
"광산","2015/12/01","1회차","","9.7","8.7","2.8","5.9","7.3","4.326","0.158","2.6","6.4","0.000","303","19000","0.00000","0.00","0.00000","0.000","0.00068","0.0000053","","","","","","","4.293","1.161","1.438","0.110","0.106","4.0","","1500","","","","","","0.00","","","","","","","","","0.0003","","","","","25.162",""
"영산포1","2015/12/01","1회차","","8.3","11.7","3.3","7.6","22.1","4.668","0.108","3.7","7.2","0.000","342","2000","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","4.432","1.190","3.686","0.083","0.076","7.2","","1000","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2015/12/07","2회차","","8.8","8.0","2.4","5.4","5.2","5.380","0.222","2.5","6.6","0.000","413","25000","","","","","","","","","","","","","5.292","1.742","2.503","0.176","0.118","2.9","","1600","","","","","","","","","","","","","","","","","","","","23.150",""
