"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"영산포1","2016/06/20","4회차","","26.8","12.6","7.1","15.2","73.7","3.123","0.088","5.5","8.5","0.000","280","56","","","","","","","","","","","","","2.688","0.214","1.653","0.025","0.007","22.4","","14","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/06/27","4회차","3.64","24.6","5.1","3.3","7.7","15.5","3.431","0.179","7.2","6.9","0.000","238","16000","","","","","","","","","","","","","3.001","0.952","1.555","0.109","0.105","6.6","","2500","","","","","","","","","","","","","","","","","","","","17.873",""
"영산포1","2016/06/27","5회차","","25.1","8.4","3.8","10.7","27.3","3.645","0.178","4.4","7.4","0.000","206","180","","","","","","","","","","","","","3.558","1.408","1.306","0.123","0.108","14.0","","75","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/07/05","1회차","3.61","23.1","6.7","3.4","6.6","2.3","2.790","0.176","5.7","6.6","0.000","152","85000","0.00000","0.00","0.00160","0.001","0.00100","0.0000000","","","","","","","2.567","0.498","1.701","0.079","0.076","16.1","","22000","","","","","","0.00","","","","","","","0.0000","0.0000","0.0002","","","","","149.717",""
"영산포1","2016/07/05","1회차","","24.0","8.3","1.7","9.2","6.3","2.342","0.131","3.6","7.6","0.000","134","200","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.202","0.292","1.466","0.101","0.097","23.2","","190","","","","","","0.00","","","","","","","","","0.0000","","","","","",""
"광산","2016/07/11","2회차","3.73","27.2","5.5","3.9","7.7","59.5","3.116","0.195","6.1","7.3","0.000","216","10000","","","","","","","","","","","","","2.892","0.881","1.483","0.098","0.082","11.5","","3400","","","","","","","","","","","","","","","","","","","","45.490",""
"영산포1","2016/07/11","2회차","","29.7","11.8","5.0","8.7","61.6","2.400","0.103","3.9","8.3","0.000","178","460","","","","","","","","","","","","","2.361","0.054","1.459","0.051","0.042","10.4","","120","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/07/18","3회차","3.68","25.5","5.3","4.0","5.9","39.4","3.496","0.144","6.0","6.5","0.000","243","14000","","","","","","","","","","","","","3.286","1.536","1.313","0.105","0.104","8.1","","3800","","","","","","","","","","","","","","","","","","","","26.433",""
"영산포1","2016/07/19","3회차","","29.4","11.7","5.5","8.4","47.6","3.219","0.098","3.8","8.4","0.000","224","40","","","","","","","","","","","","","3.058","0.340","1.456","0.062","0.056","10.0","","20","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/07/25","4회차","3.62","29.0","8.5","4.2","7.5","45.5","3.704","0.150","7.0","7.2","0.000","308","100","","","","","","","","","","","","","3.520","1.374","1.650","0.120","0.077","6.9","","20","","","","","","","","","","","","","","","","","","","","15.109",""
"영산포1","2016/07/26","4회차","","31.7","25.8","9.6","15.6","231.9","2.008","0.061","4.9","9.6","0.000","231","42","","","","","","","","","","","","","1.922","0.052","1.135","0.028","0.005","28.0","","40","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/08/01","1회차","3.64","30.1","2.6","4.7","8.3","39.7","4.616","0.147","7.4","6.7","0.000","380","560","","","","","","","","","","","","","4.532","2.216","1.895","0.100","0.082","7.9","","120","","","","","","","","","","","","","","","","","","","","16.343",""
"영산포1","2016/08/02","1회차","","31.7","13.6","16.1","22.1","236.0","2.737","0.121","8.8","9.3","정량한계미만","279","42","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.339","0.329","1.031","0.075","0.044","50.4","","40","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2016/08/08","2회차","3.69","29.1","3.4","5.4","8.4","90.1","3.714","0.177","6.9","7.1","0.000","293","22000","0.00000","0.00","0.00030","0.001","0.00130","0.0000000","","","","","","","3.628","1.642","1.197","0.150","0.121","11.8","","6400","","","","","","0.00","","","","","","","","","0.0003","","","","","35.482",""
"영산포1","2016/08/09","2회차","","31.8","16.9","16.3","28.5","355.1","2.778","0.092","9.7","9.3","정량한계미만","205","20","","","","","","","","","","","","","1.879","0.066","1.285","0.042","0.010","62.5","","10","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/08/16","3회차","3.68","30.1","4.1","4.1","9.0","69.5","3.728","0.219","7.1","6.9","0.000","312","3800","","","","","","","","","","","","","3.501","1.557","1.295","0.163","0.130","8.2","","200","","","","","","","","","","","","","","","","","","","","21.121",""
"영산포1","2016/08/16","3회차","","31.6","8.8","6.7","19.6","90.9","1.942","0.096","4.9","9.1","정량한계미만","261","152","","","","","","","","","","","","","1.805","0.145","0.741","0.070","0.053","22.4","","108","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/08/22","4회차","3.64","30.2","5.8","4.4","9.9","53.0","3.535","0.193","8.4","6.6","0.000","330","7600","","","","","","","","","","","","","3.284","1.231","1.100","0.126","0.106","10.3","","560","","","","","","","","","","","","","","","","","","","","14.170",""
"영산포1","2016/08/25","4회차","","31.5","10.1","12.7","14.9","74.8","2.377","0.107","5.4","8.6","정량한계미만","281","250","","","","","","","","","","","","","2.236","0.427","0.983","0.081","0.060","46.5","","235","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/08/29","5회차","3.66","25.4","5.5","3.8","7.5","52.8","3.634","0.286","6.8","6.8","0.000","271","17000","","","","","","","","","","","","","3.258","1.697","1.046","0.164","0.144","10.3","","5000","","","","","","","","","","","","","","","","","","","","23.971",""
"영산포1","2016/08/30","5회차","","26.4","6.3","2.8","9.8","4.5","3.072","0.146","4.5","7.4","정량한계미만","278","600","","","","","","","","","","","","","2.993","1.286","1.083","0.120","0.114","8.8","","340","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/09/05","1회차","3.71","25.2","5.9","5.3","6.8","90.4","3.972","0.130","6.4","7.6","0.000","338","7400","0.00000","0.00","0.00000","0.000","0.00110","0.0000000","","","","","","","3.887","1.356","2.105","0.058","0.041","11.8","0.000","1900","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0003","0.000","","0.000","","51.974","0.000"
"영산포1","2016/09/07","1회차","","26.9","5.4","5.4","13.6","35.5","2.663","0.111","5.5","8.7","정량한계미만","268","95","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","2.503","0.522","1.113","0.095","0.085","14.8","","80","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2016/09/12","2회차","3.63","25.3","5.0","4.7","7.5","31.9","3.884","0.135","5.5","6.3","0.000","314","11000","","","","","","","","","","","","","3.753","1.691","1.729","0.080","0.078","9.0","","3500","","","","","","","","","","","","","","","","","","","","25.412",""
"영산포1","2016/09/12","2회차","","26.0","8.9","2.0","9.0","18.6","3.501","0.134","4.5","7.5","정량한계미만","303","350","","","","","","","","","","","","","3.424","1.289","1.491","0.110","0.094","7.2","","320","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/09/20","3회차","3.73","21.8","6.8","1.8","7.3","3.4","2.605","0.183","5.2","6.6","0.000","173","28000","","","","","","","","","","","","","2.596","0.499","1.726","0.153","0.129","8.9","","3000","","","","","","","","","","","","","","","","","","","","48.886",""
"영산포1","2016/09/20","3회차","","22.5","10.7","1.7","9.4","5.9","2.702","0.178","4.7","7.3","정량한계미만","133","360","","","","","","","","","","","","","2.557","0.357","1.816","0.148","0.136","8.4","","340","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/09/26","4회차","3.65","23.5","9.4","4.6","6.4","72.2","3.991","0.158","5.6","7.6","0.000","280","2600","","","","","","","","","","","","","3.767","0.759","2.387","0.076","0.060","6.7","","300","","","","","","","","","","","","","","","","","","","","20.164",""
"영산포1","2016/09/27","4회차","","27.4","15.3","6.1","9.6","66.3","2.955","0.175","4.8","9.0","정량한계미만","201","490","","","","","","","","","","","","","2.503","0.052","1.892","0.086","0.054","7.6","","150","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/10/04","1회차","2.69","22.9","4.0","2.8","6.2","10.5","3.320","0.270","5.0","6.5","0.000","245","15000","","","","","","","","","","","","","3.026","1.168","1.159","0.196","0.189","8.2","","6600","","","","","","","","","","","","","","","","","","","","57.136",""
"영산포1","2016/10/04","1회차","","23.5","7.7","3.5","7.6","31.6","3.349","0.203","4.3","7.3","정량한계미만","214","940","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","3.331","0.893","1.559","0.167","0.143","6.8","","530","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2016/10/10","2회차","3.68","17.9","7.2","2.3","5.9","6.6","2.633","0.124","4.6","6.7","0.000","178","70000","0.00000","0.00","0.00030","0.000","0.00090","0.0000000","","","","","","","2.312","0.509","1.639","0.107","0.104","13.5","","9400","","","","","","0.00","","","","","","","","","0.0002","","","","","40.004",""
"영산포1","2016/10/11","2회차","","18.5","9.8","1.5","6.7","5.8","2.529","0.147","3.2","7.4","정량한계미만","149","4300","","","","","","","","","","","","","2.389","0.322","1.634","0.127","0.117","7.6","","4100","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/10/18","3회차","3.67","18.1","9.7","3.3","6.3","4.1","2.735","0.237","4.9","6.5","0.000","175","52000","","","","","","","","","","","","","2.642","0.503","1.264","0.166","0.150","18.8","","15000","","","","","","","","","","","","","","","","","","","","50.862",""
"영산포1","2016/10/18","3회차","","19.3","11.9","2.0","5.2","7.1","2.559","0.192","3.5","7.5","정량한계미만","156","4000","","","","","","","","","","","","","2.454","0.489","1.425","0.148","0.136","11.2","","1520","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/10/24","4회차","3.63","19.0","7.3","3.6","5.2","12.3","3.925","0.137","3.8","6.4","0.000","282","7000","","","","","","","","","","","","","3.901","1.047","2.321","0.063","0.061","6.7","","1200","","","","","","","","","","","","","","","","","","","","23.850",""
"영산포1","2016/10/26","4회차","","15.6","9.5","2.3","5.3","10.9","3.327","0.133","3.4","7.1","정량한계미만","229","3200","","","","","","","","","","","","","3.308","0.543","1.964","0.097","0.085","5.2","","1800","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/11/01","1회차","3.64","14.6","6.7","2.3","5.2","8.9","4.183","0.156","4.4","7.5","0.000","300","7000","0.00000","0.00","0.00010","0.000","0.00080","0.0000000","","","","","","","4.079","1.343","2.368","0.133","0.119","8.1","","1500","","","","","","0.00","","","","","","","","","0.0003","","","","","20.513",""
"영산포1","2016/11/01","1회차","","15.5","9.1","3.3","5.6","27.0","4.080","0.090","3.7","7.5","정량한계미만","232","2000","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","4.057","0.746","2.656","0.067","0.052","10.8","","1900","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2016/11/07","2회차","3.6","14.0","9.8","3.5","5.8","34.4","5.935","0.140","4.3","6.6","0.000","352","1600","","","","","","","","","","","","","5.904","1.584","3.456","0.093","0.077","4.8","","220","","","","","","","","","","","","","","","","","","","","16.128",""
"영산포1","2016/11/08","2회차","","14.5","12.2","3.7","6.9","70.6","4.432","0.086","3.7","7.9","정량한계미만","239","1300","","","","","","","","","","","","","4.322","0.600","2.594","0.046","0.019","8.0","","260","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/11/14","3회차","3.6","13.6","11.6","3.8","6.2","62.8","5.372","0.284","5.4","6.8","0.000","382","8200","","","","","","","","","","","","","5.294","1.569","3.360","0.092","0.060","8.4","","1500","","","","","","","","","","","","","","","","","","","","16.936",""
"영산포1","2016/11/15","3회차","","13.7","13.8","3.8","5.9","63.4","5.332","0.057","3.5","8.0","정량한계미만","275","600","","","","","","","","","","","","","4.918","0.657","3.231","0.043","0.010","10.0","","140","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/11/21","4회차","3.6","14.3","11.2","4.7","7.9","65.9","6.583","0.132","6.3","7.2","0.000","405","14000","","","","","","","","","","","","","6.061","2.093","3.095","0.091","0.039","9.0","","3500","","","","","","","","","","","","","","","","","","","","14.320",""
